Date,.VIX,Federal Funds,.SPVXSPID,EUR=,.MRILT
2017-05-31,10.1,0.83,79.44,1.1241,0.123
2017-06-01,11.7,0.66,78.0,1.1211,0.111
2017-06-02,11.37,0.66,78.3,1.128,0.095
2017-06-03,11.59,0.66,,,
2017-06-04,13.11,0.91,,,
2017-06-05,,,79.11,1.1252,0.074
2017-06-06,10.19,0.91,80.4,1.1275,0.092
2017-06-07,11.2,1.16,79.76,1.1255,0.093
2017-06-08,,,78.35,1.1212,0.088
2017-06-09,12.27,1.16,78.78,1.1192,0.082
2017-06-10,9.23,1.16,,,
2017-06-11,9.63,1.16,,,
2017-06-12,11.63,1.16,79.51,1.12,0.102
2017-06-13,11.12,0.91,76.88,1.1214,0.074
2017-06-14,10.33,0.91,76.95,1.1217,0.102
2017-06-15,11.06,1.16,77.79,1.1143,0.131
2017-06-16,10.63,1.16,77.08,1.1197,0.12
2017-06-19,10.57,1.16,75.69,1.1148,0.096
2017-06-20,10.28,1.16,75.46,1.1134,0.168
2017-06-21,11.03,1.16,76.08,1.1166,0.21
2017-06-22,10.81,1.16,74.87,1.115,0.209
2017-06-23,10.25,1.16,74.25,1.1192,0.184
2017-06-26,10.13,1.16,72.7,1.1179,0.168
2017-06-27,10.04,1.16,75.04,1.1337,0.177
2017-06-28,11.17,1.16,73.13,1.1376,0.146
2017-06-29,9.79,1.16,74.89,1.144,0.186
2017-06-30,11.74,1.06,76.16,1.1423,0.163
2017-07-02,11.39,0.66,,,
2017-07-03,11.27,0.66,77.81,1.136,0.15
2017-07-04,13.17,0.91,,,
2017-07-05,,,76.87,1.1352,0.176
2017-07-06,10.48,0.91,80.48,1.1422,0.274
2017-07-07,12.48,1.16,78.1,1.14,0.203
2017-07-08,10.19,1.16,,,
2017-07-09,11.93,1.16,,,
2017-07-10,,,76.36,1.1399,0.169
2017-07-11,9.31,1.16,75.55,1.1465,0.173
2017-07-12,10.9,1.16,73.49,1.141,0.127
2017-07-13,10.07,1.16,72.68,1.1395,0.099
2017-07-14,10.09,1.16,70.45,1.1467,0.084
2017-07-17,9.77,1.16,69.73,1.1478,0.084
2017-07-18,9.86,1.16,68.85,1.1552,0.13
2017-07-19,9.69,1.16,67.39,1.1514,0.095
2017-07-20,9.66,1.16,67.11,1.1629,0.1
2017-07-21,9.52,1.16,66.56,1.1661,0.111
2017-07-24,9.94,1.16,66.19,1.1638,0.145
2017-07-25,9.4,1.16,65.56,1.1651,0.103
2017-07-26,9.25,1.16,66.06,1.1732,0.118
2017-07-27,9.33,1.16,66.65,1.1676,0.108
2017-07-28,10.62,1.16,66.47,1.175,0.155
2017-07-31,10.53,1.07,65.8,1.184,0.155
2017-08-01,,,65.52,1.1801,0.168
2017-08-02,11.19,0.66,66.21,1.1854,0.162
2017-08-03,11.49,0.66,66.64,1.1868,0.171
2017-08-04,,,66.69,1.1768,0.141
2017-08-05,10.53,0.91,,,
2017-08-06,10.27,0.91,,,
2017-08-07,,,65.7,1.1793,0.155
2017-08-08,10.04,1.16,67.67,1.1749,0.182
2017-08-09,11.87,1.16,68.55,1.1757,0.269
2017-08-10,,,81.61,1.177,0.456
2017-08-11,9.79,1.16,81.98,1.182,0.453
2017-08-12,10.0,1.16,,,
2017-08-14,14.05,1.16,70.26,1.1778,0.35
2017-08-15,11.78,1.16,70.22,1.1733,0.313
2017-08-16,11.59,1.16,69.69,1.1768,0.325
2017-08-17,11.81,1.16,79.39,1.1723,0.471
2017-08-18,15.38,1.16,79.68,1.176,0.43
2017-08-21,14.59,1.16,75.4,1.1814,0.437
2017-08-22,12.6,1.16,69.47,1.176,0.336
2017-08-23,11.51,1.16,72.8,1.1805,0.404
2017-08-24,12.06,1.16,71.88,1.1797,0.347
2017-08-25,12.2,1.16,70.42,1.1924,0.306
2017-08-28,12.09,1.16,70.07,1.1977,0.328
2017-08-29,13.33,1.16,70.75,1.1972,0.351
2017-08-30,11.4,1.16,70.86,1.1881,0.318
2017-08-31,11.07,1.07,68.47,1.1908,0.296
2017-09-01,11.71,0.66,68.6,1.1857,0.23
2017-09-02,11.44,0.66,,,
2017-09-03,11.75,0.66,,,
2017-09-05,9.87,0.91,70.61,1.1912,0.385
2017-09-06,9.93,0.91,71.06,1.1915,0.326
2017-09-07,,,70.06,1.2021,0.348
2017-09-08,11.49,1.16,71.69,1.2033,0.37
2017-09-11,9.94,1.16,67.54,1.1951,0.275
2017-09-12,,,66.15,1.1965,0.254
2017-09-13,10.72,1.16,63.97,1.1885,0.239
2017-09-14,10.57,1.16,64.35,1.1918,0.248
2017-09-15,10.51,1.16,63.69,1.1941,0.238
2017-09-18,10.18,1.16,61.22,1.1952,0.231
2017-09-19,10.16,1.16,61.25,1.1992,0.253
2017-09-20,10.04,1.16,60.51,1.1891,0.267
2017-09-21,9.74,1.16,60.77,1.1939,0.28
2017-09-22,9.9,1.16,61.28,1.1952,0.286
2017-09-25,10.08,1.16,61.04,1.1846,0.318
2017-09-26,10.42,1.16,60.55,1.1791,0.294
2017-09-27,9.9,1.16,60.19,1.1743,0.273
2017-09-28,9.74,1.16,59.13,1.1784,0.249
2017-09-29,9.59,1.06,58.19,1.1812,0.182
2017-10-01,11.59,0.66,,,
2017-10-02,10.85,0.66,56.66,1.173,0.18
2017-10-03,11.97,0.66,56.88,1.1742,0.154
2017-10-04,13.24,0.91,56.76,1.1759,0.152
2017-10-05,9.75,0.91,54.93,1.171,0.134
2017-10-06,,,55.07,1.1733,0.149
2017-10-07,11.26,1.16,,,
2017-10-08,11.57,1.16,,,
2017-10-09,,,55.86,1.1739,0.168
2017-10-10,10.15,1.16,54.62,1.1806,0.165
2017-10-11,10.78,1.16,53.93,1.1857,0.148
2017-10-12,,,53.39,1.1829,0.177
2017-10-13,9.95,1.16,52.42,1.1822,0.169
2017-10-16,9.95,1.16,51.61,1.1795,0.198
2017-10-17,9.85,1.16,51.85,1.1766,0.168
2017-10-18,10.34,1.16,51.18,1.1787,0.152
2017-10-19,10.22,1.16,50.74,1.185,0.154
2017-10-20,9.92,1.16,50.11,1.1783,0.139
2017-10-23,10.25,1.16,52.04,1.1747,0.165
2017-10-24,10.89,1.16,52.57,1.1759,0.169
2017-10-25,11.34,1.16,52.95,1.1812,0.173
2017-10-26,11.17,1.16,53.23,1.165,0.206
2017-10-27,11.12,1.16,50.72,1.1608,0.127
2017-10-30,10.28,1.16,51.28,1.1649,0.129
2017-10-31,10.34,1.07,50.28,1.1644,0.136
2017-11-01,11.56,0.66,50.71,1.1617,0.117
2017-11-04,14.32,0.91,,,
2017-11-05,10.34,0.91,,,
2017-11-07,10.79,1.16,,,
2017-11-08,16.17,1.16,,,
2017-11-09,11.38,1.16,,,
2017-11-10,9.95,1.16,,,
2017-11-12,9.74,1.16,,,
2017-11-13,11.43,1.16,,,
2017-11-14,11.53,1.16,,,
2017-11-15,12.52,1.16,,,
2017-11-16,12.47,1.16,,,
2017-11-17,11.75,1.16,,,
2017-11-20,11.96,1.16,,,
2017-11-21,10.74,1.16,,,
2017-11-22,9.6,1.16,,,
2017-11-24,9.82,1.16,,,
2017-11-27,10.07,1.16,,,
2017-11-28,9.72,1.16,,,
2017-11-29,9.91,1.16,,,
2017-11-30,10.49,1.07,47.72,1.1902,0.249
2017-12-01,11.48,0.66,48.59,1.1889,0.297
2017-12-04,15.16,0.91,48.59,1.1864,0.313
2017-12-05,10.72,0.91,48.4,1.1824,0.28
2017-12-06,11.19,0.91,47.93,1.1795,0.326
2017-12-07,10.85,1.16,46.19,1.1771,0.309
2017-12-08,,,44.93,1.1764,0.231
2017-12-09,10.66,1.16,,,
2017-12-10,9.94,1.16,,,
2017-12-11,,,43.39,1.1768,0.214
2017-12-12,9.36,1.17,43.43,1.174,0.215
2017-12-13,9.78,1.17,43.55,1.1825,0.271
2017-12-14,9.98,1.41,43.15,1.1777,0.321
2017-12-15,10.12,1.41,41.65,1.1752,0.26
2017-12-18,9.46,1.42,41.13,1.1781,0.23
2017-12-19,9.4,1.42,41.16,1.1838,0.214
2017-12-20,9.69,1.42,41.52,1.1869,0.179
2017-12-21,9.59,1.42,40.82,1.1873,0.215
2017-12-22,9.37,1.42,41.5,1.1857,0.242
2017-12-26,10.19,1.42,41.2,1.1858,0.188
2017-12-27,10.04,1.42,41.2,1.1886,0.234
2017-12-28,10.29,1.42,40.9,1.1941,0.3
2017-12-29,10.03,1.33,41.72,1.1996,0.311
2018-01-02,13.05,1.42,39.76,1.2057,0.21
2018-01-03,19.96,1.42,39.14,1.2012,0.169
2018-01-04,,,38.98,1.2067,0.187
2018-01-05,15.78,1.7,38.63,1.2028,0.148
2018-01-06,14.92,1.7,,,
2018-01-08,13.09,1.91,38.52,1.1965,0.142
2018-01-09,,,38.96,1.1935,0.146
2018-01-10,11.99,2.18,38.37,1.1945,0.174
2018-01-11,20.96,2.2,38.31,1.2031,0.184
2018-01-12,,,38.64,1.2185,0.185
2018-01-16,10.42,1.42,40.13,1.2259,0.291
2018-01-17,11.35,1.42,40.3,1.2184,0.312
2018-01-18,12.01,1.42,40.17,1.2237,0.349
2018-01-19,12.3,1.42,39.64,1.222,0.32
2018-01-22,11.59,1.42,39.34,1.226,0.292
2018-01-23,10.77,1.42,39.9,1.2297,0.294
2018-01-24,11.0,1.42,40.68,1.2406,0.345
2018-01-25,11.27,1.42,41.23,1.2395,0.395
2018-01-26,11.4,1.42,41.08,1.2419,0.352
2018-01-29,11.71,1.42,44.4,1.2381,0.443
2018-01-30,13.93,1.42,45.57,1.24,0.439
2018-01-31,14.23,1.34,44.1,1.242,0.406
2018-02-01,10.95,1.42,43.36,1.2508,0.421
2018-02-02,13.64,1.42,49.43,1.246,0.454
2018-02-03,22.47,1.42,,,
2018-02-04,21.07,1.68,,,
2018-02-05,15.48,1.7,96.94,1.2367,0.61
2018-02-06,,,71.78,1.2376,0.487
2018-02-07,17.7,1.91,68.56,1.2262,0.498
2018-02-08,13.57,1.91,76.4,1.2245,0.6
2018-02-09,,,72.41,1.2233,0.675
2018-02-10,12.47,2.18,,,
2018-02-11,18.52,2.19,,,
2018-02-12,,,70.1,1.2291,0.624
2018-02-13,26.94,1.42,69.99,1.235,0.648
2018-02-14,23.48,1.42,63.11,1.2448,0.653
2018-02-15,18.39,1.42,61.86,1.2505,0.566
2018-02-16,18.74,1.42,62.68,1.2404,0.548
2018-02-20,20.53,1.42,64.74,1.2336,0.565
2018-02-21,20.76,1.42,65.48,1.2282,0.552
2018-02-22,20.57,1.42,63.74,1.2329,0.616
2018-02-23,17.96,1.42,59.64,1.2293,0.608
2018-02-26,16.53,1.42,57.38,1.2316,0.556
2018-02-27,15.83,1.42,61.75,1.2231,0.579
2018-02-28,18.08,1.35,65.02,1.2193,0.661
2018-03-01,9.56,1.42,69.11,1.2267,0.748
2018-03-02,,,66.62,1.2317,0.748
2018-03-04,23.03,1.69,,,
2018-03-05,15.78,1.7,64.47,1.2335,0.68
2018-03-06,,,64.85,1.2402,0.667
2018-03-07,15.37,1.91,63.76,1.2412,0.702
2018-03-08,12.43,1.91,61.77,1.231,0.684
2018-03-09,,,57.53,1.2305,0.594
2018-03-10,11.66,2.18,,,
2018-03-12,16.04,2.19,58.84,1.2332,0.575
2018-03-13,15.7,1.42,60.31,1.2389,0.63
2018-03-14,16.59,1.42,61.74,1.2365,0.667
2018-03-15,16.99,1.43,59.75,1.2304,0.686
2018-03-16,16.6,1.43,58.75,1.2287,0.652
2018-03-19,16.63,1.43,62.58,1.2333,0.72
2018-03-20,18.38,1.44,62.27,1.224,0.715
2018-03-21,17.76,1.44,62.09,1.2336,0.675
2018-03-22,18.13,1.68,69.26,1.23,0.742
2018-03-23,24.02,1.68,72.97,1.2351,0.765
2018-03-26,23.41,1.68,69.24,1.2442,0.733
2018-03-27,20.33,1.68,73.06,1.2401,0.747
2018-03-28,22.52,1.68,74.99,1.2307,0.764
2018-03-29,22.87,1.68,71.14,1.2301,0.749
2018-04-01,9.01,1.42,,,
2018-04-02,,,76.0,1.23,0.76
2018-04-03,,,73.46,1.2269,0.717
2018-04-04,21.68,1.69,71.72,1.2277,0.713
2018-04-05,15.94,1.7,69.09,1.2238,0.65
2018-04-06,13.91,1.7,73.29,1.2281,0.674
2018-04-09,13.13,1.92,74.26,1.2319,0.686
2018-04-10,12.84,2.18,72.49,1.2354,0.682
2018-04-11,,,72.53,1.2365,0.684
2018-04-12,16.65,2.2,69.37,1.2325,0.635
2018-04-13,18.27,1.69,66.97,1.2329,0.613
2018-04-16,17.59,1.69,63.73,1.2378,0.582
2018-04-17,16.16,1.69,60.29,1.237,0.616
2018-04-18,15.3,1.69,60.47,1.2372,0.592
2018-04-19,15.55,1.69,61.02,1.2344,0.6
2018-04-20,16.16,1.7,62.61,1.2286,0.626
2018-04-23,17.29,1.7,61.95,1.2207,0.654
2018-04-24,16.16,1.7,64.78,1.223,0.638
2018-04-25,18.14,1.7,65.1,1.2159,0.677
2018-04-26,18.07,1.7,62.2,1.2101,0.673
2018-04-27,16.22,1.7,60.87,1.2128,0.648
2018-04-30,15.39,1.69,61.45,1.2077,0.644
2018-05-01,9.1,1.42,60.01,1.1993,0.679
2018-05-02,18.44,1.42,61.2,1.195,0.69
2018-05-03,21.55,1.42,60.53,1.1987,0.685
2018-05-04,19.76,1.69,59.25,1.1958,0.668
2018-05-06,12.91,1.7,,,
2018-05-07,15.62,1.91,58.94,1.192,0.659
2018-05-08,,,58.73,1.1862,0.683
2018-05-09,13.69,1.92,56.23,1.185,0.667
2018-05-10,14.29,2.18,54.16,1.1913,0.626
2018-05-11,20.58,2.2,52.73,1.1942,0.581
2018-05-14,12.95,1.7,51.89,1.1925,0.573
2018-05-15,13.13,1.7,55.06,1.1837,0.617
2018-05-16,14.38,1.7,52.73,1.1807,0.628
2018-05-17,13.54,1.7,51.66,1.1793,0.622
2018-05-18,13.18,1.7,52.23,1.1775,0.611
2018-05-21,13.44,1.7,50.58,1.179,0.607
2018-05-22,13.03,1.7,51.14,1.1778,0.599
2018-05-23,13.5,1.7,49.97,1.1696,0.625
2018-05-24,12.73,1.7,49.73,1.1719,0.605
2018-05-25,12.44,1.7,50.71,1.165,0.626
2018-05-29,14.39,1.7,56.48,1.1538,0.735
2018-05-30,16.6,1.7,54.23,1.1661,0.712
2018-05-31,14.93,1.7,55.04,1.169,0.699
2018-06-01,,,52.0,1.166,0.656
2018-06-02,37.32,1.42,,,
2018-06-03,18.25,1.42,,,
2018-06-04,20.33,1.69,50.24,1.1698,0.625
2018-06-05,,,49.48,1.1717,0.616
2018-06-06,12.1,1.7,47.76,1.1773,0.613
2018-06-07,14.99,1.91,48.1,1.1797,0.649
2018-06-08,11.91,1.91,48.39,1.1766,0.676
2018-06-09,14.21,1.92,,,
2018-06-11,19.84,2.2,47.33,1.1782,0.638
2018-06-12,24.66,2.2,47.11,1.1743,0.649
2018-06-13,12.13,1.7,48.11,1.1789,0.644
2018-06-14,12.98,1.9,46.37,1.1567,0.622
2018-06-15,12.19,1.9,46.48,1.1607,0.622
2018-06-18,12.79,1.9,46.35,1.1622,0.627
2018-06-19,14.61,1.91,48.27,1.1588,0.684
2018-06-20,12.9,1.92,47.25,1.157,0.661
2018-06-21,12.54,1.92,50.41,1.1601,0.7
2018-06-22,14.6,1.92,48.98,1.1655,0.687
2018-06-25,15.07,1.92,55.01,1.1702,0.722
2018-06-26,16.71,1.92,53.71,1.1645,0.689
2018-06-27,16.52,1.91,56.98,1.1552,0.738
2018-06-28,17.54,1.91,55.74,1.1567,0.745
2018-06-29,15.73,1.91,54.43,1.1683,0.714
2018-07-02,31.38,1.42,54.35,1.1639,0.71
2018-07-03,20.11,1.42,55.61,1.1655,0.694
2018-07-05,15.32,1.7,53.03,1.1689,0.684
2018-07-06,11.66,1.7,50.69,1.1745,0.616
2018-07-08,11.12,1.91,,,
2018-07-09,14.72,1.92,47.81,1.1749,0.6
2018-07-10,,,46.99,1.1742,0.588
2018-07-11,18.03,2.2,48.74,1.1672,0.648
2018-07-12,21.15,2.19,47.1,1.1671,0.623
2018-07-13,12.39,1.91,46.23,1.1685,0.585
2018-07-16,12.46,1.91,46.37,1.1709,0.584
2018-07-17,12.91,1.91,45.3,1.1659,0.567
2018-07-18,11.87,1.91,45.14,1.1638,0.572
2018-07-19,12.2,1.91,45.93,1.1641,0.63
2018-07-20,13.0,1.91,46.27,1.1718,0.612
2018-07-23,13.47,1.91,45.65,1.169,0.57
2018-07-24,12.61,1.91,45.62,1.1684,0.539
2018-07-25,12.37,1.91,44.92,1.1728,0.524
2018-07-26,12.45,1.91,45.01,1.1641,0.502
2018-07-27,12.17,1.91,46.33,1.1656,0.522
2018-07-30,13.63,1.91,47.97,1.1704,0.531
2018-07-31,13.98,1.91,45.66,1.1691,0.487
2018-08-01,9.61,1.42,46.17,1.1658,0.5
2018-08-02,27.29,1.42,45.34,1.1582,0.502
2018-08-03,17.56,1.42,44.43,1.1567,0.485
2018-08-05,14.53,1.7,,,
2018-08-06,12.54,1.7,42.98,1.1553,0.505
2018-08-07,,,41.96,1.1597,0.47
2018-08-08,10.93,1.91,41.68,1.161,0.471
2018-08-09,,,42.09,1.1526,0.499
2018-08-10,,,44.53,1.141,0.591
2018-08-11,16.18,2.2,,,
2018-08-13,14.5,1.91,47.03,1.1408,0.62
2018-08-14,13.93,1.91,44.43,1.1342,0.583
2018-08-15,13.52,1.91,46.36,1.1343,0.606
2018-08-16,14.18,1.92,44.64,1.1375,0.615
2018-08-17,13.18,1.92,43.2,1.1437,0.584
2018-08-20,12.57,1.92,42.71,1.1479,0.565
2018-08-21,12.47,1.92,44.03,1.1569,0.563
2018-08-22,13.09,1.92,42.67,1.1596,0.538
2018-08-23,12.03,1.92,42.83,1.1537,0.567
2018-08-24,12.13,1.92,42.56,1.1621,0.521
2018-08-27,12.37,1.92,42.53,1.1677,0.506
2018-08-28,12.01,1.92,42.5,1.1693,0.489
2018-08-29,12.34,1.92,42.13,1.1706,0.492
2018-08-30,12.25,1.92,43.76,1.167,0.581
2018-08-31,13.54,1.91,42.29,1.1599,0.572
2018-09-01,9.41,1.42,,,
2018-09-02,32.18,1.42,,,
2018-09-03,16.41,1.42,,,
2018-09-04,21.27,1.69,42.69,1.1581,0.579
2018-09-05,14.54,1.7,43.64,1.1629,0.563
2018-09-06,,,45.23,1.1621,0.566
2018-09-07,13.42,1.91,45.8,1.1551,0.592
2018-09-08,10.94,1.91,,,
2018-09-10,16.12,2.18,44.17,1.1592,0.536
2018-09-11,16.87,2.19,42.59,1.1605,0.523
2018-09-12,,,42.23,1.1624,0.484
2018-09-13,12.91,1.92,40.94,1.1688,0.459
2018-09-14,12.13,1.92,40.12,1.1628,0.428
2018-09-17,12.72,1.92,41.84,1.1683,0.447
2018-09-18,13.48,1.92,40.91,1.1665,0.425
2018-09-19,12.61,1.92,39.8,1.1672,0.386
2018-09-20,11.82,1.92,39.11,1.1775,0.381
2018-09-21,11.76,1.92,39.4,1.1749,0.384
2018-09-24,12.46,1.93,39.11,1.1746,0.386
2018-09-25,12.28,1.93,39.24,1.1771,0.392
2018-09-26,12.21,1.93,40.17,1.1738,0.384
2018-09-27,12.77,2.18,39.39,1.1639,0.421
2018-09-28,12.59,2.18,39.08,1.1608,0.41
2018-10-01,10.11,1.42,38.89,1.1576,0.381
2018-10-02,,,39.02,1.1546,0.405
2018-10-03,,,38.48,1.1476,0.391
2018-10-04,20.51,1.69,40.55,1.1513,0.481
2018-10-05,13.36,1.7,41.3326,1.1523,0.491
2018-10-07,12.52,1.91,,,
2018-10-08,11.82,1.91,42.1922,1.149,0.524
2018-10-09,15.09,1.92,42.8099,1.1489,0.5
2018-10-10,16.03,2.18,50.8347,1.1518,0.551
2018-10-11,,,51.4012,1.1593,0.583
2018-10-12,23.62,2.2,49.9683,1.1562,0.541
2018-10-15,21.97,2.18,51.0056,1.1577,0.543
2018-10-16,20.28,2.18,47.4142,1.1573,0.49
2018-10-17,17.06,2.19,47.0025,1.1499,0.494
2018-10-18,18.02,2.19,50.5262,1.1452,0.549
2018-10-19,19.24,2.19,50.5482,1.1513,0.533
2018-10-22,19.38,2.19,51.0483,1.1463,0.529
2018-10-23,22.18,2.2,51.5984,1.1469,0.555
2018-10-24,21.6,2.2,56.2228,1.1391,0.601
2018-10-25,24.78,2.2,56.9841,1.1374,0.609
2018-10-26,24.51,2.2,57.4761,1.1401,0.633
2018-10-29,24.48,2.2,58.7665,1.1371,0.639
2018-10-30,23.94,2.2,57.3517,1.1344,0.632
2018-10-31,22.72,2.2,55.7682,1.131,0.633
2018-11-01,9.69,1.42,53.2933,1.1407,0.602
2018-11-02,,,53.7941,1.1385,0.567
2018-11-04,20.95,1.69,,,
2018-11-05,13.22,1.7,53.2315,1.1406,0.555
2018-11-06,12.52,1.7,51.313,1.1426,0.544
2018-11-07,14.05,1.91,47.4614,1.1424,0.477
2018-11-08,,,47.7012,1.1362,0.506
2018-11-09,13.96,1.92,49.0951,1.1334,0.543
2018-11-10,23.07,2.18,,,
2018-11-12,21.61,2.19,52.8401,1.1217,0.608
2018-11-13,19.45,2.2,53.164,1.1289,0.629
2018-11-14,20.52,2.2,54.7009,1.1308,0.66
2018-11-15,20.41,2.2,53.6374,1.1326,0.671
2018-11-16,20.04,2.2,51.2964,1.1418,0.669
2018-11-19,18.78,2.2,54.3707,1.1451,0.707
2018-11-20,20.76,2.2,57.4484,1.137,0.716
2018-11-21,21.66,2.2,56.6046,1.1383,0.693
2018-11-23,21.23,2.2,57.5588,1.134,0.686
2018-11-26,20.78,2.2,53.321,1.1326,0.671
2018-11-27,19.57,2.2,52.8556,1.1288,0.695
2018-11-28,18.73,2.2,51.3133,1.1366,0.664
2018-11-29,19.22,2.2,51.8072,1.1391,0.674
2018-11-30,19.38,2.2,49.8929,1.1315,0.666
2018-12-01,9.74,1.42,,,
2018-12-02,27.25,1.42,,,
2018-12-03,15.28,1.42,47.4815,1.1352,0.645
2018-12-04,19.83,1.69,53.9905,1.1344,0.697
2018-12-06,12.29,1.7,54.9889,1.1374,0.75
2018-12-07,13.07,1.91,58.6977,1.1376,0.749
2018-12-09,13.07,1.92,,,
2018-12-10,21.63,2.18,58.3291,1.1355,0.782
2018-12-11,,,58.1887,1.1314,0.766
2018-12-12,21.0,2.19,57.9371,1.1368,0.743
2018-12-13,20.84,2.19,57.2845,1.1361,0.71
2018-12-14,21.47,2.19,59.2743,1.1307,0.724
2018-12-17,23.22,2.2,61.819,1.1346,0.743
2018-12-18,24.28,2.2,62.8054,1.1361,0.747
2018-12-19,25.97,2.2,63.8057,1.1375,0.763
2018-12-20,26.03,2.4,64.9103,1.1444,0.825
2018-12-21,28.66,2.4,69.1926,1.1367,0.819
2018-12-24,31.21,2.4,73.2169,1.1399,0.84
2018-12-26,34.45,2.4,70.013,1.1351,0.846
2018-12-27,32.24,2.4,70.9892,1.1429,0.851
2018-12-28,29.64,2.4,71.6215,1.1436,0.845
2018-12-31,27.19,2.4,68.7609,1.1469,0.839
2019-01-02,16.37,2.4,66.5177,1.1342,0.84
2019-01-03,14.57,2.4,69.6958,1.1392,0.86
2019-01-04,13.9,2.41,63.9091,1.1393,0.791
2019-01-05,12.86,2.45,,,
2019-01-07,13.85,2.39,62.786,1.1474,0.768
2019-01-08,15.41,2.14,61.3968,1.144,0.741
2019-01-09,,,60.2309,1.1541,0.722
2019-01-10,16.02,1.88,59.487,1.1498,0.711
2019-01-11,12.99,1.57,57.7024,1.1467,0.718
2019-01-14,19.96,2.4,57.7684,1.1474,0.735
2019-01-15,19.03,2.4,55.8802,1.1414,0.702
2019-01-16,18.84,2.4,56.4738,1.1397,0.702
2019-01-17,19.29,2.4,55.0211,1.1395,0.671
2019-01-18,17.4,2.4,54.4435,1.1361,0.628
2019-01-22,18.65,2.4,59.5748,1.1358,0.68
2019-01-23,19.94,2.4,58.4271,1.138,0.625
2019-01-24,19.98,2.4,56.9509,1.1305,0.633
2019-01-25,18.0,2.4,54.4674,1.1412,0.586
2019-01-28,19.38,2.4,56.715,1.1433,0.594
2019-01-29,18.81,2.4,56.0594,1.143,0.609
2019-01-30,18.9,2.4,53.874,1.1477,0.567
2019-01-31,17.54,2.4,51.7457,1.1444,0.541
2019-02-01,27.67,2.4,51.1933,1.1454,0.512
2019-02-04,13.62,2.41,49.8104,1.1435,0.498
2019-02-05,14.35,2.41,49.6088,1.1412,0.464
2019-02-06,,,49.1673,1.136,0.476
2019-02-07,14.16,2.4,50.9384,1.134,0.522
2019-02-08,17.69,2.14,49.9413,1.1328,0.521
2019-02-10,18.75,1.85,,,
2019-02-11,,,49.5554,1.1275,0.51
2019-02-12,12.69,1.56,48.77,1.1324,0.478
2019-02-13,15.46,2.4,48.6242,1.1265,0.463
2019-02-14,15.61,2.4,49.3592,1.1299,0.486
2019-02-15,16.82,2.4,47.6365,1.1293,0.471
2019-02-19,15.65,2.4,47.6365,1.134,0.458
2019-02-20,14.92,2.4,45.6321,1.1335,0.399
2019-02-21,14.0,2.4,46.4715,1.1334,0.413
2019-02-22,14.46,2.4,44.5558,1.1341,0.396
2019-02-25,13.91,2.4,45.5368,1.1358,0.341
2019-02-26,15.16,2.4,46.0705,1.1385,0.363
2019-02-27,15.53,2.4,45.9264,1.1369,0.331
2019-02-28,15.17,2.4,45.6386,1.137,0.348
2019-03-01,24.67,2.4,43.69,1.1374,0.296
2019-03-04,13.06,2.41,44.6807,1.1337,0.289
2019-03-05,14.11,2.4,45.2531,1.1306,0.339
2019-03-06,19.41,2.38,46.6194,1.1305,0.364
2019-03-07,13.18,2.41,48.009,1.1192,0.421
2019-03-08,,,48.1641,1.1238,0.441
2019-03-09,20.96,2.13,,,
2019-03-10,20.11,1.83,,,
2019-03-11,,,44.7249,1.1247,0.358
2019-03-12,14.68,1.55,43.8286,1.1286,0.347
2019-03-13,14.0,2.4,43.1633,1.1325,0.335
2019-03-14,13.35,2.4,42.7399,1.1302,0.321
2019-03-15,13.21,2.4,41.4748,1.1325,0.302
2019-03-18,13.13,2.4,41.8096,1.1336,0.245
2019-03-19,12.89,2.4,42.0879,1.1349,0.249
2019-03-20,13.54,2.41,42.643,1.1411,0.32
2019-03-21,14.11,2.41,41.964,1.1373,0.261
2019-03-22,13.77,2.41,46.3428,1.1313,0.429
2019-03-25,17.76,2.4,46.6187,1.1311,0.413
2019-03-26,16.22,2.4,44.3686,1.1264,0.408
2019-03-27,14.52,2.41,45.1933,1.1247,0.491
2019-03-28,15.38,2.41,43.776,1.122,0.46
2019-03-29,14.19,2.43,42.7862,1.1217,0.459
2019-04-01,23.72,2.4,41.8322,1.1212,0.381
2019-04-02,16.64,2.4,41.9615,1.1202,0.35
2019-04-03,14.57,2.4,41.8906,1.1234,0.367
2019-04-04,13.84,2.41,41.6209,1.122,0.333
2019-04-05,,,40.7443,1.1214,0.276
2019-04-06,18.74,2.38,,,
2019-04-08,,,40.8781,1.1259,0.354
2019-04-09,18.23,2.13,42.3826,1.1261,0.35
2019-04-10,19.42,1.82,41.0604,1.1273,0.331
2019-04-11,12.68,1.56,40.2225,1.125,0.263
2019-04-12,16.38,1.55,38.1357,1.13,0.244
2019-04-15,12.46,2.41,37.8493,1.1307,0.239
2019-04-16,12.26,2.41,37.7257,1.128,0.207
2019-04-17,12.12,2.42,37.7257,1.1294,0.218
2019-04-18,12.8,2.43,37.2273,1.1229,0.259
2019-04-22,13.21,2.44,36.5971,1.1255,0.192
2019-04-23,12.66,2.44,36.4693,1.1225,0.168
2019-04-24,12.53,2.44,37.5513,1.1152,0.287
2019-04-25,13.29,2.44,38.2388,1.113,0.314
2019-04-26,13.44,2.44,37.0053,1.1148,0.326
2019-04-29,13.04,2.45,37.5096,1.1185,0.271
2019-04-30,13.11,2.45,37.3839,1.1215,0.32
