Date,.VIX,Federal Funds,.SPVXSPID,EUR=,.MRILT
1998-02-04,23.07,5.45,,,
1998-02-04,23.07,5.45,,,
1998-02-06,22.22,5.5,,,
1998-02-06,22.22,5.5,,,
1998-02-07,18.49,5.62,,,
1998-02-07,18.49,5.62,,,
1998-02-09,35.21,5.53,,,
1998-02-09,35.21,5.53,,,
1998-02-10,42.17,5.39,,,
1998-02-10,42.17,5.39,,,
1998-02-11,28.31,5.35,,,
1998-02-11,28.31,5.35,,,
1998-02-12,25.63,4.58,,,
1998-02-12,25.63,4.58,,,
1998-02-13,20.48,5.45,,,
1998-02-13,20.48,5.45,,,
1998-02-17,20.43,6.0,,,
1998-02-17,20.43,6.0,,,
1998-02-18,20.24,5.44,,,
1998-02-18,20.24,5.44,,,
1998-02-19,19.89,5.43,,,
1998-02-19,19.89,5.43,,,
1998-02-20,19.56,5.46,,,
1998-02-20,19.56,5.46,,,
1998-02-23,19.14,5.55,,,
1998-02-23,19.14,5.55,,,
1998-02-24,19.13,5.49,,,
1998-02-24,19.13,5.49,,,
1998-02-25,19.01,5.69,,,
1998-02-25,19.01,5.69,,,
1998-02-26,18.96,5.61,,,
1998-02-26,18.96,5.61,,,
1998-02-27,18.66,5.57,,,
1998-02-27,18.66,5.57,,,
1998-03-02,21.31,5.47,,,
1998-03-02,21.31,5.47,,,
1998-03-03,19.43,5.57,,,
1998-03-03,19.43,5.57,,,
1998-03-04,21.94,5.47,,,
1998-03-04,21.94,5.47,,,
1998-03-06,21.1,5.6,,,
1998-03-06,21.1,5.6,,,
1998-03-08,26.15,5.69,,,
1998-03-08,26.15,5.69,,,
1998-03-09,40.96,5.52,,,
1998-03-09,40.96,5.52,,,
1998-03-11,26.6,5.04,,,
1998-03-11,26.6,5.04,,,
1998-03-12,25.53,4.66,,,
1998-03-12,25.53,4.66,,,
1998-03-13,17.69,5.43,,,
1998-03-13,17.69,5.43,,,
1998-03-16,19.27,5.64,,,
1998-03-16,19.27,5.64,,,
1998-03-17,18.42,5.47,,,
1998-03-17,18.42,5.47,,,
1998-03-18,18.71,5.35,,,
1998-03-18,18.71,5.35,,,
1998-03-19,17.9,5.39,,,
1998-03-19,17.9,5.39,,,
1998-03-20,17.61,5.34,,,
1998-03-20,17.61,5.34,,,
1998-03-23,19.65,5.41,,,
1998-03-23,19.65,5.41,,,
1998-03-24,20.11,5.41,,,
1998-03-24,20.11,5.41,,,
1998-03-25,20.59,5.75,,,
1998-03-25,20.59,5.75,,,
1998-03-26,23.02,5.55,,,
1998-03-26,23.02,5.55,,,
1998-03-27,22.44,5.47,,,
1998-03-27,22.44,5.47,,,
1998-03-30,24.32,5.62,,,
1998-03-30,24.32,5.62,,,
1998-03-31,24.23,5.88,,,
1998-03-31,24.23,5.88,,,
1998-04-02,21.0,5.41,,,
1998-04-02,21.0,5.41,,,
1998-04-03,19.27,5.46,,,
1998-04-03,19.27,5.46,,,
1998-04-05,19.57,5.22,,,
1998-04-05,19.57,5.22,,,
1998-04-06,22.82,5.55,,,
1998-04-06,22.82,5.55,,,
1998-04-08,25.57,5.54,,,
1998-04-08,25.57,5.54,,,
1998-04-09,40.66,5.41,,,
1998-04-09,40.66,5.41,,,
1998-04-11,26.98,4.85,,,
1998-04-11,26.98,4.85,,,
1998-04-12,26.28,4.67,,,
1998-04-12,26.28,4.67,,,
1998-04-13,22.99,5.52,,,
1998-04-13,22.99,5.52,,,
1998-04-14,23.37,5.47,,,
1998-04-14,23.37,5.47,,,
1998-04-15,21.46,5.56,,,
1998-04-15,21.46,5.56,,,
1998-04-16,21.44,5.5,,,
1998-04-16,21.44,5.5,,,
1998-04-17,22.32,5.36,,,
1998-04-17,22.32,5.36,,,
1998-04-20,21.22,5.36,,,
1998-04-20,21.22,5.36,,,
1998-04-21,20.51,5.37,,,
1998-04-21,20.51,5.37,,,
1998-04-22,19.74,5.29,,,
1998-04-22,19.74,5.29,,,
1998-04-23,20.4,5.46,,,
1998-04-23,20.4,5.46,,,
1998-04-24,20.28,5.43,,,
1998-04-24,20.28,5.43,,,
1998-04-27,20.28,5.45,,,
1998-04-27,20.28,5.45,,,
1998-04-28,24.04,5.28,,,
1998-04-28,24.04,5.28,,,
1998-04-29,23.36,5.33,,,
1998-04-29,23.36,5.33,,,
1998-04-30,21.16,5.59,,,
1998-04-30,21.16,5.59,,,
1998-05-01,24.11,5.51,,,
1998-05-01,24.11,5.51,,,
1998-05-02,19.18,5.45,,,
1998-05-02,19.18,5.45,,,
1998-05-03,20.87,5.48,,,
1998-05-03,20.87,5.48,,,
1998-05-05,20.94,5.22,,,
1998-05-05,20.94,5.22,,,
1998-05-06,20.48,5.38,,,
1998-05-06,20.48,5.38,,,
1998-05-08,31.78,5.53,,,
1998-05-08,31.78,5.53,,,
1998-05-10,42.65,5.45,,,
1998-05-10,42.65,5.45,,,
1998-05-11,27.52,5.05,,,
1998-05-11,27.52,5.05,,,
1998-05-13,20.29,5.58,,,
1998-05-13,20.29,5.58,,,
1998-05-14,19.9,5.66,,,
1998-05-14,19.9,5.66,,,
1998-05-15,19.61,5.72,,,
1998-05-15,19.61,5.72,,,
1998-05-18,20.84,5.52,,,
1998-05-18,20.84,5.52,,,
1998-05-19,20.74,5.35,,,
1998-05-19,20.74,5.35,,,
1998-05-20,19.66,5.52,,,
1998-05-20,19.66,5.52,,,
1998-05-21,19.7,5.49,,,
1998-05-21,19.7,5.49,,,
1998-05-22,18.66,5.38,,,
1998-05-22,18.66,5.38,,,
1998-05-26,19.66,5.62,,,
1998-05-26,19.66,5.62,,,
1998-05-27,24.33,5.53,,,
1998-05-27,24.33,5.53,,,
1998-05-28,21.79,5.63,,,
1998-05-28,21.79,5.63,,,
1998-05-29,19.93,5.63,,,
1998-05-29,19.93,5.63,,,
1998-06-01,25.2,5.35,,,
1998-06-01,25.2,5.35,,,
1998-06-02,20.97,5.4,,,
1998-06-02,20.97,5.4,,,
1998-06-03,19.97,5.41,,,
1998-06-03,19.97,5.41,,,
1998-06-04,21.84,5.46,,,
1998-06-04,21.84,5.46,,,
1998-06-05,21.9,5.04,,,
1998-06-05,21.9,5.04,,,
1998-06-07,19.06,5.54,,,
1998-06-07,19.06,5.54,,,
1998-06-08,29.45,5.54,,,
1998-06-08,29.45,5.54,,,
1998-06-10,40.16,4.65,,,
1998-06-10,40.16,4.65,,,
1998-06-11,25.91,4.64,,,
1998-06-11,25.91,4.64,,,
1998-06-15,24.77,5.78,,,
1998-06-15,24.77,5.78,,,
1998-06-16,26.49,5.55,,,
1998-06-16,26.49,5.55,,,
1998-06-17,23.38,5.55,,,
1998-06-17,23.38,5.55,,,
1998-06-18,22.87,5.54,,,
1998-06-18,22.87,5.54,,,
1998-06-19,21.48,5.36,,,
1998-06-19,21.48,5.36,,,
1998-06-22,22.96,5.42,,,
1998-06-22,22.96,5.42,,,
1998-06-23,21.18,5.36,,,
1998-06-23,21.18,5.36,,,
1998-06-24,20.18,5.54,,,
1998-06-24,20.18,5.54,,,
1998-06-25,19.5,5.64,,,
1998-06-25,19.5,5.64,,,
1998-06-26,19.84,5.47,,,
1998-06-26,19.84,5.47,,,
1998-06-29,19.39,5.69,,,
1998-06-29,19.39,5.69,,,
1998-06-30,19.85,7.06,,,
1998-06-30,19.85,7.06,,,
1998-07-01,26.15,5.29,,,
1998-07-01,26.15,5.29,,,
1998-07-04,23.31,5.4,,,
1998-07-04,23.31,5.4,,,
1998-07-05,23.65,5.34,,,
1998-07-05,23.65,5.34,,,
1998-07-07,18.4,5.46,,,
1998-07-07,18.4,5.46,,,
1998-07-08,27.66,5.44,,,
1998-07-08,27.66,5.44,,,
1998-07-10,40.98,4.57,,,
1998-07-10,40.98,4.57,,,
1998-07-12,25.59,4.71,,,
1998-07-12,25.59,4.71,,,
1998-07-13,18.36,5.5,,,
1998-07-13,18.36,5.5,,,
1998-07-14,18.32,5.45,,,
1998-07-14,18.32,5.45,,,
1998-07-15,17.88,5.7,,,
1998-07-15,17.88,5.7,,,
1998-07-16,17.56,5.57,,,
1998-07-16,17.56,5.57,,,
1998-07-17,16.42,5.42,,,
1998-07-17,16.42,5.42,,,
1998-07-20,17.73,5.65,,,
1998-07-20,17.73,5.65,,,
1998-07-21,17.45,5.51,,,
1998-07-21,17.45,5.51,,,
1998-07-22,20.53,5.48,,,
1998-07-22,20.53,5.48,,,
1998-07-23,20.54,5.55,,,
1998-07-23,20.54,5.55,,,
1998-07-24,22.54,5.53,,,
1998-07-24,22.54,5.53,,,
1998-07-27,24.43,5.68,,,
1998-07-27,24.43,5.68,,,
1998-07-28,23.69,5.5,,,
1998-07-28,23.69,5.5,,,
1998-07-29,23.29,5.49,,,
1998-07-29,23.29,5.49,,,
1998-07-30,23.81,5.61,,,
1998-07-30,23.81,5.61,,,
1998-07-31,22.29,5.63,,,
1998-07-31,22.29,5.63,,,
1998-08-01,26.24,5.42,,,
1998-08-01,26.24,5.42,,,
1998-08-04,23.01,5.64,,,
1998-08-04,23.01,5.64,,,
1998-08-05,20.94,5.47,,,
1998-08-05,20.94,5.47,,,
1998-08-06,19.02,5.44,,,
1998-08-06,19.02,5.44,,,
1998-08-07,18.24,5.44,,,
1998-08-07,18.24,5.44,,,
1998-08-09,40.11,5.66,,,
1998-08-09,40.11,5.66,,,
1998-08-10,47.07,5.15,,,
1998-08-10,47.07,5.15,,,
1998-08-12,25.05,4.66,,,
1998-08-12,25.05,4.66,,,
1998-08-13,28.2,5.6,,,
1998-08-13,28.2,5.6,,,
1998-08-14,29.86,5.56,,,
1998-08-14,29.86,5.56,,,
1998-08-17,34.77,5.8,,,
1998-08-17,34.77,5.8,,,
1998-08-18,30.66,5.54,,,
1998-08-18,30.66,5.54,,,
1998-08-19,27.56,5.48,,,
1998-08-19,27.56,5.48,,,
1998-08-20,29.27,5.51,,,
1998-08-20,29.27,5.51,,,
1998-08-21,32.59,5.46,,,
1998-08-21,32.59,5.46,,,
1998-08-24,31.69,5.51,,,
1998-08-24,31.69,5.51,,,
1998-08-25,29.31,5.5,,,
1998-08-25,29.31,5.5,,,
1998-08-26,31.95,5.49,,,
1998-08-26,31.95,5.49,,,
1998-08-27,33.65,5.55,,,
1998-08-27,33.65,5.55,,,
1998-08-28,38.4,5.51,,,
1998-08-28,38.4,5.51,,,
1998-08-31,39.74,5.89,,,
1998-08-31,39.74,5.89,,,
1998-09-01,25.79,5.48,,,
1998-09-01,25.79,5.48,,,
1998-09-02,21.23,5.47,,,
1998-09-02,21.23,5.47,,,
1998-09-03,20.2,5.5,,,
1998-09-03,20.2,5.5,,,
1998-09-04,21.39,5.5,,,
1998-09-04,21.39,5.5,,,
1998-09-06,20.45,5.38,,,
1998-09-06,20.45,5.38,,,
1998-09-07,18.05,5.51,,,
1998-09-07,18.05,5.51,,,
1998-09-09,37.86,5.45,,,
1998-09-09,37.86,5.45,,,
1998-09-10,43.28,5.02,,,
1998-09-10,43.28,5.02,,,
1998-09-11,26.93,4.95,,,
1998-09-11,26.93,4.95,,,
1998-09-12,25.78,4.7,,,
1998-09-12,25.78,4.7,,,
1998-09-14,40.89,5.65,,,
1998-09-14,40.89,5.65,,,
1998-09-15,38.37,5.71,,,
1998-09-15,38.37,5.71,,,
1998-09-16,35.93,5.49,,,
1998-09-16,35.93,5.49,,,
1998-09-17,39.43,5.47,,,
1998-09-17,39.43,5.47,,,
1998-09-18,39.44,5.38,,,
1998-09-18,39.44,5.38,,,
1998-09-21,42.74,5.47,,,
1998-09-21,42.74,5.47,,,
1998-09-22,37.85,5.38,,,
1998-09-22,37.85,5.38,,,
1998-09-23,35.03,5.48,,,
1998-09-23,35.03,5.48,,,
1998-09-24,33.78,5.42,,,
1998-09-24,33.78,5.42,,,
1998-09-25,37.14,5.51,,,
1998-09-25,37.14,5.51,,,
1998-09-28,34.2,5.55,,,
1998-09-28,34.2,5.55,,,
1998-09-29,37.17,5.44,,,
1998-09-29,37.17,5.44,,,
1998-09-30,37.16,6.14,,,
1998-09-30,37.16,6.14,,,
1998-10-02,21.21,5.44,,,
1998-10-02,21.21,5.44,,,
1998-10-03,19.9,5.44,,,
1998-10-03,19.9,5.44,,,
1998-10-06,21.26,5.53,,,
1998-10-06,21.26,5.53,,,
1998-10-07,17.86,5.43,,,
1998-10-07,17.86,5.43,,,
1998-10-08,28.05,5.56,,,
1998-10-08,28.05,5.56,,,
1998-10-09,43.89,5.55,,,
1998-10-09,43.89,5.55,,,
1998-10-11,28.2,4.84,,,
1998-10-11,28.2,4.84,,,
1998-10-12,25.73,4.97,,,
1998-10-12,25.73,4.97,,,
1998-10-13,40.97,5.4,,,
1998-10-13,40.97,5.4,,,
1998-10-14,40.92,5.33,,,
1998-10-14,40.92,5.33,,,
1998-10-15,39.61,5.49,,,
1998-10-15,39.61,5.49,,,
1998-10-16,34.01,4.73,,,
1998-10-16,34.01,4.73,,,
1998-10-19,35.94,4.79,,,
1998-10-19,35.94,4.79,,,
1998-10-20,30.81,4.8,,,
1998-10-20,30.81,4.8,,,
1998-10-21,33.27,4.83,,,
1998-10-21,33.27,4.83,,,
1998-10-22,33.9,4.96,,,
1998-10-22,33.9,4.96,,,
1998-10-23,31.9,4.86,,,
1998-10-23,31.9,4.86,,,
1998-10-26,33.25,5.03,,,
1998-10-26,33.25,5.03,,,
1998-10-27,31.2,5.0,,,
1998-10-27,31.2,5.0,,,
1998-10-28,33.77,5.06,,,
1998-10-28,33.77,5.06,,,
1998-10-29,32.09,5.24,,,
1998-10-29,32.09,5.24,,,
1998-10-30,28.28,5.35,,,
1998-10-30,28.28,5.35,,,
1998-11-02,21.04,5.48,,,
1998-11-02,21.04,5.48,,,
1998-11-03,19.41,5.52,,,
1998-11-03,19.41,5.52,,,
1998-11-05,20.08,5.53,,,
1998-11-05,20.08,5.53,,,
1998-11-06,21.87,5.62,,,
1998-11-06,21.87,5.62,,,
1998-11-08,32.54,5.47,,,
1998-11-08,32.54,5.47,,,
1998-11-09,47.95,5.46,,,
1998-11-09,47.95,5.46,,,
1998-11-12,27.93,4.91,,,
1998-11-12,27.93,4.91,,,
1998-11-13,29.49,4.98,,,
1998-11-13,29.49,4.98,,,
1998-11-16,28.79,5.45,,,
1998-11-16,28.79,5.45,,,
1998-11-17,29.34,4.61,,,
1998-11-17,29.34,4.61,,,
1998-11-18,28.13,4.07,,,
1998-11-18,28.13,4.07,,,
1998-11-19,26.1,4.38,,,
1998-11-19,26.1,4.38,,,
1998-11-20,26.1,4.4,,,
1998-11-20,26.1,4.4,,,
1998-11-23,22.2,4.58,,,
1998-11-23,22.2,4.58,,,
1998-11-24,22.32,4.64,,,
1998-11-24,22.32,4.64,,,
1998-11-25,23.48,4.98,,,
1998-11-25,23.48,4.98,,,
1998-11-27,22.43,4.84,,,
1998-11-27,22.43,4.84,,,
1998-11-30,22.79,5.11,,,
1998-11-30,22.79,5.11,,,
1998-12-01,25.79,5.48,,,
1998-12-01,25.79,5.48,,,
1998-12-02,20.62,5.52,,,
1998-12-02,20.62,5.52,,,
1998-12-03,18.76,5.52,,,
1998-12-03,18.76,5.52,,,
1998-12-05,21.23,5.54,,,
1998-12-05,21.23,5.54,,,
1998-12-06,23.57,5.53,,,
1998-12-06,23.57,5.53,,,
1998-12-08,29.41,5.58,,,
1998-12-08,29.41,5.58,,,
1998-12-11,28.63,5.13,,,
1998-12-11,28.63,5.13,,,
1998-12-14,29.86,5.09,,,
1998-12-14,29.86,5.09,,,
1998-12-15,31.38,5.1,,,
1998-12-15,31.38,5.1,,,
1998-12-16,29.13,4.91,,,
1998-12-16,29.13,4.91,,,
1998-12-17,29.42,4.8,,,
1998-12-17,29.42,4.8,,,
1998-12-18,26.8,4.67,,,
1998-12-18,26.8,4.67,,,
1998-12-21,24.64,4.72,,,
1998-12-21,24.64,4.72,,,
1998-12-22,24.05,4.63,,,
1998-12-22,24.05,4.63,,,
1998-12-23,21.89,4.66,,,
1998-12-23,21.89,4.66,,,
1998-12-24,21.0,4.27,,,
1998-12-24,21.0,4.27,,,
1998-12-28,22.92,4.88,,,
1998-12-28,22.92,4.88,,,
1998-12-29,23.68,4.6,,,
1998-12-29,23.68,4.6,,,
1998-12-30,22.03,4.8,,,
1998-12-30,22.03,4.8,,,
1998-12-31,23.74,4.07,,,
1998-12-31,23.74,4.07,,,
1999-01-02,27.21,4.86,,,
1999-01-02,27.21,4.86,,,
1999-01-03,29.34,5.1,,,
1999-01-03,29.34,5.1,,,
1999-01-04,22.03,5.41,,,
1999-01-04,22.03,5.41,,,
1999-01-06,27.12,4.78,,,
1999-01-06,27.12,4.78,,,
1999-01-07,20.57,5.76,,,
1999-01-07,20.57,5.76,,,
1999-01-09,23.86,5.41,,,
1999-01-09,23.86,5.41,,,
1999-01-10,25.58,5.26,,,
1999-01-10,25.58,5.26,,,
1999-01-11,22.7,5.38,,,
1999-01-11,22.7,5.38,,,
1999-01-12,23.41,5.71,,,
1999-01-12,23.41,5.71,,,
1999-01-13,32.62,4.62,,,
1999-01-13,32.62,4.62,,,
1999-01-14,30.46,4.82,,,
1999-01-14,30.46,4.82,,,
1999-01-15,32.56,4.68,,,
1999-01-15,32.56,4.68,,,
1999-01-19,28.86,4.55,,,
1999-01-19,28.86,4.55,,,
1999-01-20,28.62,4.41,,,
1999-01-20,28.62,4.41,,,
1999-01-21,29.55,4.36,,,
1999-01-21,29.55,4.36,,,
1999-01-22,32.26,4.62,,,
1999-01-22,32.26,4.62,,,
1999-01-25,32.22,4.97,,,
1999-01-25,32.22,4.97,,,
1999-01-26,30.92,4.84,,,
1999-01-26,30.92,4.84,,,
1999-01-27,28.28,4.61,,,
1999-01-27,28.28,4.61,,,
1999-01-28,29.25,4.8,,,
1999-01-28,29.25,4.8,,,
1999-01-29,27.77,4.79,,,
1999-01-29,27.77,4.79,,,
1999-02-02,28.19,4.56,,,
1999-02-02,28.19,4.56,,,
1999-02-03,27.96,4.73,,,
1999-02-03,27.96,4.73,,,
1999-02-06,26.53,4.45,,,
1999-02-06,26.53,4.45,,,
1999-02-07,19.24,4.82,,,
1999-02-07,19.24,4.82,,,
1999-02-08,25.75,5.18,,,
1999-02-08,25.75,5.18,,,
1999-02-09,24.25,5.26,,,
1999-02-09,24.25,5.26,,,
1999-02-11,22.09,5.18,,,
1999-02-11,22.09,5.18,,,
1999-02-12,21.69,5.58,,,
1999-02-12,21.69,5.58,,,
1999-02-16,28.88,5.09,,,
1999-02-16,28.88,5.09,,,
1999-02-17,30.21,4.73,,,
1999-02-17,30.21,4.73,,,
1999-02-18,30.99,4.71,,,
1999-02-18,30.99,4.71,,,
1999-02-19,30.01,4.72,,,
1999-02-19,30.01,4.72,,,
1999-02-22,28.83,4.78,,,
1999-02-22,28.83,4.78,,,
1999-02-23,25.92,4.73,,,
1999-02-23,25.92,4.73,,,
1999-02-24,25.7,4.88,,,
1999-02-24,25.7,4.88,,,
1999-02-25,27.95,4.89,,,
1999-02-25,27.95,4.89,,,
1999-02-26,28.41,4.84,,,
1999-02-26,28.41,4.84,,,
1999-03-02,28.59,4.65,,,
1999-03-02,28.59,4.65,,,
1999-03-03,28.85,4.74,,,
1999-03-03,28.85,4.74,,,
1999-03-05,24.41,5.01,,,
1999-03-05,24.41,5.01,,,
1999-03-06,25.82,4.77,,,
1999-03-06,25.82,4.77,,,
1999-03-08,25.25,4.98,,,
1999-03-08,25.25,4.98,,,
1999-03-09,21.5,5.09,,,
1999-03-09,21.5,5.09,,,
1999-03-11,23.08,5.21,,,
1999-03-11,23.08,5.21,,,
1999-03-12,19.74,5.42,,,
1999-03-12,19.74,5.42,,,
1999-03-15,25.81,5.01,,,
1999-03-15,25.81,5.01,,,
1999-03-16,25.34,4.77,,,
1999-03-16,25.34,4.77,,,
1999-03-17,24.93,4.73,,,
1999-03-17,24.93,4.73,,,
1999-03-18,25.14,4.72,,,
1999-03-18,25.14,4.72,,,
1999-03-19,24.07,4.75,,,
1999-03-19,24.07,4.75,,,
1999-03-22,25.3,4.81,,,
1999-03-22,25.3,4.81,,,
1999-03-23,25.97,4.79,,,
1999-03-23,25.97,4.79,,,
1999-03-24,26.99,4.93,,,
1999-03-24,26.99,4.93,,,
1999-03-25,25.32,4.97,,,
1999-03-25,25.32,4.97,,,
1999-03-26,24.79,4.78,,,
1999-03-26,24.79,4.78,,,
1999-03-29,23.87,4.84,,,
1999-03-29,23.87,4.84,,,
1999-03-30,24.34,4.77,,,
1999-03-30,24.34,4.77,,,
1999-03-31,22.03,4.98,,,
1999-03-31,22.03,4.98,,,
1999-04-01,25.38,5.04,,,
1999-04-01,25.38,5.04,,,
1999-04-02,27.62,4.88,,,
1999-04-02,27.62,4.88,,,
1999-04-03,27.81,4.8,,,
1999-04-03,27.81,4.8,,,
1999-04-05,24.23,4.71,,,
1999-04-05,24.23,4.71,,,
1999-04-06,25.31,4.69,,,
1999-04-06,25.31,4.69,,,
1999-04-08,25.63,4.94,,,
1999-04-08,25.63,4.94,,,
1999-04-10,25.26,5.23,,,
1999-04-10,25.26,5.23,,,
1999-04-11,22.47,5.27,,,
1999-04-11,22.47,5.27,,,
1999-04-13,22.16,4.66,,,
1999-04-13,22.16,4.66,,,
1999-04-14,23.33,4.72,,,
1999-04-14,23.33,4.72,,,
1999-04-15,25.22,4.77,,,
1999-04-15,25.22,4.77,,,
1999-04-16,24.07,4.62,,,
1999-04-16,24.07,4.62,,,
1999-04-19,23.59,4.6,,,
1999-04-19,23.59,4.6,,,
1999-04-20,25.84,4.49,,,
1999-04-20,25.84,4.49,,,
1999-04-21,24.86,4.58,,,
1999-04-21,24.86,4.58,,,
1999-04-22,22.42,4.65,,,
1999-04-22,22.42,4.65,,,
1999-04-23,22.6,4.71,,,
1999-04-23,22.6,4.71,,,
1999-04-26,23.93,5.09,,,
1999-04-26,23.93,5.09,,,
1999-04-27,23.04,4.83,,,
1999-04-27,23.04,4.83,,,
1999-04-28,23.53,4.83,,,
1999-04-28,23.53,4.83,,,
1999-04-29,24.5,4.91,,,
1999-04-29,24.5,4.91,,,
1999-04-30,24.41,5.03,,,
1999-04-30,24.41,5.03,,,
1999-05-01,25.92,4.54,,,
1999-05-01,25.92,4.54,,,
1999-05-02,29.69,4.76,,,
1999-05-02,29.69,4.76,,,
1999-05-03,24.78,4.8,,,
1999-05-03,24.78,4.8,,,
1999-05-04,22.88,4.76,,,
1999-05-04,22.88,4.76,,,
1999-05-05,25.72,4.6,,,
1999-05-05,25.72,4.6,,,
1999-05-08,28.83,5.0,,,
1999-05-08,28.83,5.0,,,
1999-05-10,24.68,5.16,,,
1999-05-10,24.68,5.16,,,
1999-05-11,21.47,5.14,,,
1999-05-11,21.47,5.14,,,
1999-05-13,25.56,4.78,,,
1999-05-13,25.56,4.78,,,
1999-05-14,26.59,4.81,,,
1999-05-14,26.59,4.81,,,
1999-05-17,27.98,5.01,,,
1999-05-17,27.98,5.01,,,
1999-05-18,27.55,4.64,,,
1999-05-18,27.55,4.64,,,
1999-05-19,25.86,4.48,,,
1999-05-19,25.86,4.48,,,
1999-05-20,25.1,4.75,,,
1999-05-20,25.1,4.75,,,
1999-05-21,24.12,4.67,,,
1999-05-21,24.12,4.67,,,
1999-05-24,24.93,4.73,,,
1999-05-24,24.93,4.73,,,
1999-05-25,27.71,4.8,,,
1999-05-25,27.71,4.8,,,
1999-05-26,28.83,4.81,,,
1999-05-26,28.83,4.81,,,
1999-05-27,27.59,4.87,,,
1999-05-27,27.59,4.87,,,
1999-05-28,27.26,4.61,,,
1999-05-28,27.26,4.61,,,
1999-06-01,23.36,4.23,,,
1999-06-01,23.36,4.23,,,
1999-06-04,22.53,4.7,,,
1999-06-04,22.53,4.7,,,
1999-06-05,25.34,4.77,,,
1999-06-05,25.34,4.77,,,
1999-06-07,19.93,5.03,,,
1999-06-07,19.93,5.03,,,
1999-06-08,26.31,4.93,,,
1999-06-08,26.31,4.93,,,
1999-06-10,23.72,5.21,,,
1999-06-10,23.72,5.21,,,
1999-06-12,21.12,5.48,,,
1999-06-12,21.12,5.48,,,
1999-06-14,26.08,4.74,,,
1999-06-14,26.08,4.74,,,
1999-06-15,26.16,4.67,,,
1999-06-15,26.16,4.67,,,
1999-06-16,24.39,4.71,,,
1999-06-16,24.39,4.71,,,
1999-06-17,22.74,4.73,,,
1999-06-17,22.74,4.73,,,
1999-06-18,22.19,4.69,,,
1999-06-18,22.19,4.69,,,
1999-06-21,22.32,4.74,,,
1999-06-21,22.32,4.74,,,
1999-06-22,21.68,4.69,,,
1999-06-22,21.68,4.69,,,
1999-06-23,22.21,4.71,,,
1999-06-23,22.21,4.71,,,
1999-06-24,20.67,4.87,,,
1999-06-24,20.67,4.87,,,
1999-06-25,21.36,4.91,,,
1999-06-25,21.36,4.91,,,
1999-06-28,22.48,5.04,,,
1999-06-28,22.48,5.04,,,
1999-06-29,23.54,4.91,,,
1999-06-29,23.54,4.91,,,
1999-06-30,22.99,5.12,,,
1999-06-30,22.99,5.12,,,
1999-07-01,24.42,4.49,,,
1999-07-01,24.42,4.49,,,
1999-07-04,22.53,4.64,,,
1999-07-04,22.53,4.64,,,
1999-07-05,26.15,4.67,,,
1999-07-05,26.15,4.67,,,
1999-07-06,24.4,4.73,,,
1999-07-06,24.4,4.73,,,
1999-07-07,21.11,4.92,,,
1999-07-07,21.11,4.92,,,
1999-07-09,22.4,5.33,,,
1999-07-09,22.4,5.33,,,
1999-07-10,22.44,5.28,,,
1999-07-10,22.44,5.28,,,
1999-07-12,20.93,5.42,,,
1999-07-12,20.93,5.42,,,
1999-07-13,19.35,4.9,,,
1999-07-13,19.35,4.9,,,
1999-07-14,19.44,4.99,,,
1999-07-14,19.44,4.99,,,
1999-07-15,18.67,5.14,,,
1999-07-15,18.67,5.14,,,
1999-07-16,18.05,4.92,,,
1999-07-16,18.05,4.92,,,
1999-07-19,18.5,4.97,,,
1999-07-19,18.5,4.97,,,
1999-07-20,19.96,4.92,,,
1999-07-20,19.96,4.92,,,
1999-07-21,21.26,4.96,,,
1999-07-21,21.26,4.96,,,
1999-07-22,21.9,5.06,,,
1999-07-22,21.9,5.06,,,
1999-07-23,22.36,5.0,,,
1999-07-23,22.36,5.0,,,
1999-07-26,24.76,5.09,,,
1999-07-26,24.76,5.09,,,
1999-07-27,24.45,4.91,,,
1999-07-27,24.45,4.91,,,
1999-07-28,23.34,4.98,,,
1999-07-28,23.34,4.98,,,
1999-07-29,23.51,5.12,,,
1999-07-29,23.51,5.12,,,
1999-07-30,23.81,5.07,,,
1999-07-30,23.81,5.07,,,
1999-08-01,22.95,4.74,,,
1999-08-01,22.95,4.74,,,
1999-08-02,29.53,4.85,,,
1999-08-02,29.53,4.85,,,
1999-08-03,24.87,4.83,,,
1999-08-03,24.87,4.83,,,
1999-08-04,23.38,4.72,,,
1999-08-04,23.38,4.72,,,
1999-08-06,23.56,4.68,,,
1999-08-06,23.56,4.68,,,
1999-08-07,20.97,4.94,,,
1999-08-07,20.97,4.94,,,
1999-08-09,24.21,5.17,,,
1999-08-09,24.21,5.17,,,
1999-08-10,22.44,5.1,,,
1999-08-10,22.44,5.1,,,
1999-08-11,22.57,5.23,,,
1999-08-11,22.57,5.23,,,
1999-08-12,21.21,5.42,,,
1999-08-12,21.21,5.42,,,
1999-08-13,23.66,5.01,,,
1999-08-13,23.66,5.01,,,
1999-08-16,23.75,5.24,,,
1999-08-16,23.75,5.24,,,
1999-08-17,22.09,4.94,,,
1999-08-17,22.09,4.94,,,
1999-08-18,22.78,4.89,,,
1999-08-18,22.78,4.89,,,
1999-08-19,24.57,4.97,,,
1999-08-19,24.57,4.97,,,
1999-08-20,24.05,4.95,,,
1999-08-20,24.05,4.95,,,
1999-08-23,23.13,5.06,,,
1999-08-23,23.13,5.06,,,
1999-08-24,23.41,5.08,,,
