Date,.RUA,ACWX.O,AGG
2009-03-12,433.2993,24.52,100.57
2009-03-13,436.5218,24.76,100.67
2009-03-16,434.0784,25.03,100.36
2009-03-17,448.4301,25.64,100.06
2009-03-18,458.4422,26.26,101.65
2009-03-19,453.0435,26.24,101.8968
2009-03-20,443.4296,25.91,101.33
2009-03-23,475.0541,27.83,101.33
2009-03-24,464.679,27.02,100.64
2009-03-25,469.7244,27.38,100.2
2009-03-26,482.0327,27.94,100.4
2009-03-27,471.3119,26.98,100.48
2009-03-30,454.9907,25.93,100.95
2009-03-31,461.1423,26.55,101.47
2009-04-01,468.6465,27.32,101.073
2009-04-02,483.3611,28.55,100.75
2009-04-03,488.6481,28.82,100.42
2009-04-06,484.0654,28.39,100.4
2009-04-07,471.7055,27.81,100.24
2009-04-08,477.9114,28.03,100.57
2009-04-09,497.3338,28.98,100.42
2009-04-13,498.3787,29.27,101.15
2009-04-14,487.8354,28.99,101.13
2009-04-15,494.0567,29.15,101.41
2009-04-16,502.7041,29.42,101.23
2009-04-17,505.695,29.47,100.67
2009-04-20,482.986,28.24,101.25
2009-04-21,494.319,28.81,100.93
2009-04-22,491.2881,28.54,101.2
2009-04-23,494.8961,29.3,101.33
2009-04-24,504.038,29.73,101.44
2009-04-27,498.3935,29.25,101.6
2009-04-28,497.5294,29.16,101.57
2009-04-29,509.393,29.92,101.15
2009-04-30,508.9069,30.19,101.64
2009-05-01,511.2729,30.53,100.92
2009-05-04,529.3299,32.08,101.0
2009-05-05,527.0979,31.81,101.21
2009-05-06,535.1742,32.54,101.44
2009-05-07,526.9974,31.96,100.99
2009-05-08,540.6437,33.32,101.18
2009-05-11,529.2586,32.49,101.25
2009-05-12,527.7649,32.67,101.81
2009-05-13,512.0152,31.51,101.9
2009-05-14,517.8921,31.86,101.96
2009-05-15,512.1649,31.55,102.19
2009-05-18,528.5481,32.99,101.89
2009-05-19,527.8962,33.17,101.98
2009-05-20,525.264,33.44,102.29
2009-05-21,516.3555,33.05,101.97
2009-05-22,515.3726,33.25,101.7
2009-05-26,530.0093,33.83,101.47
2009-05-27,520.0511,33.302,100.91
2009-05-28,527.3149,33.85,100.95
2009-05-29,534.7521,34.49,102.03
2009-06-01,549.6888,35.42,100.46
2009-06-02,551.1484,35.61,101.15
2009-06-03,543.4096,34.47,101.43
2009-06-04,550.0135,34.78,100.59
2009-06-05,548.7251,34.33,100.07
2009-06-08,547.3769,34.24,99.8
2009-06-09,549.9075,34.67,100.25
2009-06-10,547.9447,34.85,99.97
2009-06-11,551.1759,35.47,100.32
2009-06-12,551.5688,35.2,100.81
2009-06-15,538.1584,33.91,101.19
2009-06-16,530.9485,33.6,101.33
2009-06-17,530.4189,33.52,101.53
2009-06-18,534.4737,33.21,100.87
2009-06-19,536.3762,33.73,101.24
2009-06-22,519.3753,32.52,101.39
2009-06-23,520.0367,32.22,101.72
2009-06-24,523.9834,32.41,101.45
2009-06-25,535.5582,33.29,101.92
2009-06-26,535.5575,33.33,102.22
2009-06-29,539.7297,33.63,102.13
2009-06-30,535.618,33.21,102.15
2009-07-01,538.6537,33.75,101.77
2009-07-02,522.5748,32.8,102.01
2009-07-06,522.9474,32.71,101.93
2009-07-07,512.5082,31.94,102.26
2009-07-08,511.1807,31.78,102.82
2009-07-09,513.0542,32.19,102.53
2009-07-10,511.3564,31.87,102.88
2009-07-13,523.873,32.36,102.83
2009-07-14,526.9323,32.63,102.52
2009-07-15,542.909,33.91,101.85
2009-07-16,548.083,34.18,102.17
2009-07-17,547.6119,34.14,102.17
2009-07-20,554.3817,35.04,102.29
2009-07-21,556.0743,35.14,103.0
2009-07-22,556.2321,35.16,102.65
2009-07-23,569.7142,35.93,102.39
2009-07-24,571.82,36.094,102.39
2009-07-27,573.5825,36.14,102.08
2009-07-28,572.2335,35.95,102.27
2009-07-29,569.2253,35.6395,102.45
2009-07-30,576.3062,36.38,102.58
2009-07-31,576.5615,36.8,103.1
2009-08-03,585.9342,37.75,102.55
2009-08-04,588.1356,37.6699,102.24
2009-08-05,586.3081,37.52,102.15
2009-08-06,582.4194,37.11,102.2
2009-08-07,591.2111,37.32,101.59
2009-08-10,589.2715,37.01,102.38
2009-08-11,581.5955,36.6,102.74
2009-08-12,588.5407,37.0,102.69
2009-08-13,592.6805,37.59,102.95
2009-08-14,586.8684,37.29,103.13
2009-08-17,572.1289,36.0,103.56
2009-08-18,578.349,36.69,103.22
2009-08-19,582.3972,36.79,103.43
2009-08-20,588.7639,37.3199,103.6
2009-08-21,599.7906,37.97,103.0
2009-08-24,599.1642,37.929,103.42
2009-08-25,600.7494,38.26,103.59
2009-08-26,600.8548,38.036,103.74
2009-08-27,602.4177,38.27,103.66
2009-08-28,601.3008,38.186,103.59
2009-08-31,595.8579,37.834,104.02
2009-09-01,582.6298,36.99,103.51
2009-09-02,580.6516,37.0,104.06
2009-09-03,586.0794,37.4099,103.87
2009-09-04,593.8658,37.986,103.67
2009-09-08,599.5932,38.784,103.52
2009-09-09,604.995,39.11,103.7204
2009-09-10,611.6054,39.53,104.25
2009-09-11,610.9241,39.528,104.24
2009-09-14,615.2256,39.58,104.09
2009-09-15,617.9283,39.65,103.93
2009-09-16,627.7966,40.4094,104.01
2009-09-17,625.6446,40.16,104.5
2009-09-18,627.1736,40.25,104.24
2009-09-21,625.2003,39.94,104.16
2009-09-22,629.4895,40.43,104.09
2009-09-23,622.7393,40.02,104.35
2009-09-24,615.8191,39.35,104.48
2009-09-25,612.1964,39.26,104.79
2009-09-28,623.5255,39.72,104.78
2009-09-29,622.3346,39.68,104.73
2009-09-30,619.8733,39.87,104.92
2009-10-01,603.1562,38.64,104.82
2009-10-02,600.0639,38.32,104.62
2009-10-05,609.563,38.98,104.69
2009-10-06,618.1248,39.585,104.54
2009-10-07,619.6315,39.74,104.96
2009-10-08,624.8124,40.36,104.89
2009-10-09,628.6644,40.37,104.16
2009-10-12,631.0727,40.6,104.4
2009-10-13,629.1901,40.63,104.66
2009-10-14,640.3772,41.604,104.41
2009-10-15,642.676,41.73,104.25
2009-10-16,637.1838,41.09,104.24
2009-10-19,643.3189,41.73,104.45
2009-10-20,638.7112,41.41,104.7
2009-10-21,632.7117,41.35,104.63
2009-10-22,639.5529,41.72,104.47
2009-10-23,631.2243,41.08,104.34
2009-10-26,623.6897,40.47,104.06
2009-10-27,620.7325,40.07,104.47
2009-10-28,606.9495,38.77,104.62
2009-10-29,620.7856,40.13,104.41
2009-10-30,603.2599,38.71,104.81
2009-11-02,606.6934,39.18,104.32
2009-11-03,609.4055,39.1,104.18
2009-11-04,609.1595,39.48,104.01
2009-11-05,621.7408,40.11,104.28
2009-11-06,622.9152,40.16,104.37
2009-11-09,636.7869,41.4,104.51
2009-11-10,636.3379,41.23,104.54
2009-11-11,639.8696,41.4,104.58
2009-11-12,632.434,40.74,104.79
2009-11-13,636.4686,41.3,104.9
2009-11-16,646.501,41.99,105.15
2009-11-17,646.9563,41.775,105.24
2009-11-18,646.2146,41.75,105.02
2009-11-19,636.7045,40.93,105.13
2009-11-20,634.5717,40.69,105.17
2009-11-23,643.0529,41.4,105.15
2009-11-24,642.4654,41.16,105.46
2009-11-25,645.3531,41.76,105.56
2009-11-27,633.7228,40.4,105.65
2009-11-30,636.0397,40.59,105.83
2009-12-01,644.2317,41.76,105.22
2009-12-02,645.3765,41.88,105.02
2009-12-03,639.7471,41.63,105.03
2009-12-04,644.4523,41.59,104.82
2009-12-07,643.1718,41.4,104.92
2009-12-08,636.741,40.62,105.06
2009-12-09,638.8317,40.673,104.95
2009-12-10,642.1107,40.75,104.87
2009-12-11,644.8416,40.75,104.62
2009-12-14,650.2616,41.15,104.68
2009-12-15,646.9896,40.77,104.39
2009-12-16,648.4045,41.19,104.58
2009-12-17,640.8783,40.24,104.75
2009-12-18,644.9126,40.314,104.75
2009-12-21,651.8333,40.44,104.314
2009-12-22,654.7333,40.46,104.01
2009-12-23,656.9885,40.76,104.05
2009-12-24,660.438,41.06,103.87
2009-12-28,660.9062,41.05,103.24
2009-12-29,659.9144,41.22,103.06
2009-12-30,659.9615,41.06,103.32
2009-12-31,653.1334,40.91,103.19
2010-01-04,664.0502,42.06,103.31
2010-01-05,665.9664,42.21,103.78
2010-01-06,666.5454,42.36,103.72
2010-01-07,669.3371,42.06,103.6
2010-01-08,671.4865,42.38,103.66
2010-01-11,672.3752,42.75,103.58
2010-01-12,665.5448,42.27,104.24
2010-01-13,671.5416,42.53,103.8
2010-01-14,673.1468,42.65,104.07
2010-01-15,665.6727,42.05,104.2655
2010-01-19,674.1897,42.58,104.1
2010-01-20,667.0195,41.46,104.37
2010-01-21,654.9149,40.49,104.4
2010-01-22,640.7481,39.62,104.46
2010-01-25,643.4993,40.16,104.45
2010-01-26,640.5758,39.8,104.58
2010-01-27,643.6475,39.64,104.5
2010-01-28,635.5977,38.99,104.41
2010-01-29,628.9908,38.52,104.65
2010-02-01,638.1415,39.3,104.18
2010-02-02,646.2489,39.91,104.3
2010-02-03,642.6137,39.64,104.11
2010-02-04,622.2197,37.97,104.36
2010-02-05,624.0435,37.45,104.4
2010-02-08,618.6332,37.1,104.6
2010-02-09,626.7958,38.24,104.41
2010-02-10,625.604,38.11,104.17
2010-02-11,632.4055,38.6,103.998
2010-02-12,631.8715,38.32,104.02
2010-02-16,643.2842,39.2,104.28
2010-02-17,646.22,39.3,103.96
2010-02-18,650.4291,39.55,103.92
2010-02-19,651.9046,39.3,104.0
2010-02-22,651.2568,39.34,103.82
2010-02-23,643.1257,38.79,104.19
2010-02-24,649.2108,39.02,104.3
2010-02-25,648.2207,38.78,104.51
2010-02-26,648.8998,39.02,104.53
2010-03-01,656.5036,39.48,104.36
2010-03-02,658.7934,39.82,104.4
2010-03-03,658.9603,40.18,104.4
2010-03-04,661.304,40.02,104.59
2010-03-05,670.9772,40.84,104.39
2010-03-08,671.1162,40.85,104.46
2010-03-09,672.3888,40.75,104.58
2010-03-10,675.8988,40.92,104.51
2010-03-11,678.4763,41.11,104.51
2010-03-12,678.4996,41.26,104.515
2010-03-15,678.318,41.03,104.65
2010-03-16,683.8282,41.55,104.84
2010-03-17,687.9476,41.84,104.92
2010-03-18,687.208,41.56,104.83
2010-03-19,683.0464,41.19,104.75
2010-03-22,687.3776,41.28,104.83
2010-03-23,692.6539,41.6,104.85
2010-03-24,688.6241,40.93,104.32
2010-03-25,686.6629,40.86,104.05
2010-03-26,687.0721,41.19,104.22
2010-03-29,691.1272,41.68,104.1
2010-03-30,691.2948,41.72,104.14
2010-03-31,688.7426,41.69,104.2
2010-04-01,694.0337,42.44,103.84
2010-04-05,700.7891,42.6,103.199
2010-04-06,702.3455,42.65,103.33
2010-04-07,698.3904,42.26,103.77
2010-04-08,700.3314,42.28,103.67
2010-04-09,705.0901,42.75,103.78
2010-04-12,706.4015,42.81,104.02
2010-04-13,707.0892,42.73,104.19
2010-04-14,715.7752,43.26,104.07
2010-04-15,716.3559,43.19,104.26
2010-04-16,705.2377,42.24,104.42
2010-04-19,707.1927,42.134,104.23
2010-04-20,713.6219,42.51,104.4
2010-04-21,713.554,42.24,104.58
2010-04-22,716.2327,42.02,104.37
2010-04-23,721.8064,42.269,104.24
2010-04-26,718.7357,42.25,104.23
2010-04-27,701.8364,40.69,104.56
2010-04-28,705.7992,40.78,104.4
2010-04-29,715.6354,41.38,104.44
2010-04-30,702.9369,40.74,104.89
2010-05-03,712.72,41.07,104.38
2010-05-04,694.8828,39.52,104.8
2010-05-05,689.3297,38.68,104.72
2010-05-06,666.5844,37.2,104.87
2010-05-07,655.0164,37.16,104.41
2010-05-10,684.7397,39.33,104.4
2010-05-11,683.3541,38.81,104.79
2010-05-12,694.3273,39.31,104.68
2010-05-13,686.3305,38.85,104.83
2010-05-14,672.8914,37.89,105.21
2010-05-17,673.662,37.81,105.13
2010-05-18,663.7508,37.08,105.49
2010-05-19,659.5574,36.98,105.54
2010-05-20,632.994,35.47,105.45
2010-05-21,642.6378,36.4,105.9
2010-05-24,634.6503,35.76,105.84
2010-05-25,634.7245,35.63,105.97
2010-05-26,632.2368,35.24,105.85
2010-05-27,653.9251,37.2,105.6
2010-05-28,646.0409,36.54,105.71
2010-06-01,633.521,36.1,105.56
2010-06-02,650.335,37.15,105.45
2010-06-03,653.6635,36.97,105.4
2010-06-04,629.972,35.47,105.67
2010-06-07,620.3823,35.05,105.98
2010-06-08,625.9967,35.69,105.86
2010-06-09,623.1299,35.34,105.92
2010-06-10,641.9475,36.82,105.6
2010-06-11,645.6925,36.81,105.66
2010-06-14,645.208,36.96,105.81
2010-06-15,660.5114,38.07,105.81
2010-06-16,659.6795,37.96,105.968
2010-06-17,660.0491,38.13,106.22
2010-06-18,660.7102,38.18,106.05
2010-06-21,657.6086,38.18,106.28
2010-06-22,646.3172,37.62,106.39
2010-06-23,644.5311,37.29,106.66
2010-06-24,633.54,36.6744,106.57
2010-06-25,636.2294,36.97,106.72
2010-06-28,634.5613,36.7599,106.92
2010-06-29,613.9843,35.46,107.24
2010-06-30,607.9241,35.15,107.25
2010-07-01,605.5622,35.5,106.88
2010-07-02,602.359,35.4,106.73
2010-07-06,604.1501,36.11,107.06
2010-07-07,623.5948,37.12,106.92
2010-07-08,629.7314,37.35,106.9
2010-07-09,634.8734,37.59,106.74
2010-07-12,634.2131,37.35,106.86
2010-07-13,645.3033,37.98,106.59
2010-07-14,644.9204,38.08,106.95
2010-07-15,645.0407,38.14,107.1
2010-07-16,625.8979,37.04,107.43
2010-07-19,629.5696,37.24,107.33
2010-07-20,637.3445,37.68,107.25
2010-07-21,628.8282,37.1,107.72
2010-07-22,643.8506,38.27,107.62
2010-07-23,650.2833,38.66,107.43
2010-07-26,658.5217,38.92,107.41
2010-07-27,657.057,38.94,107.37
2010-07-28,651.6505,38.72,107.57
2010-07-29,649.0099,39.0,107.67
2010-07-30,649.3942,39.057,107.85
2010-08-02,663.3003,40.08,107.41
2010-08-03,659.6385,40.01,107.48
2010-08-04,664.2653,40.1,107.29
2010-08-05,662.7242,40.03,107.42
2010-08-06,660.2593,40.02,107.63
2010-08-09,664.4077,40.13,107.63
2010-08-10,659.1305,39.83,107.81
2010-08-11,639.6757,38.12,107.91
2010-08-12,636.3581,38.1,107.74
2010-08-13,633.4021,38.1,107.99
2010-08-16,634.0259,38.4,108.35
2010-08-17,642.3889,38.86,108.22
2010-08-18,643.5448,38.91,108.1
2010-08-19,632.2045,38.39,108.45
2010-08-20,630.2466,38.07,108.3
2010-08-23,626.9695,37.93,108.41
2010-08-24,617.8127,37.33,108.84
2010-08-25,620.6604,37.35,108.59
2010-08-26,615.896,37.28,108.73
2010-08-27,627.0009,38.07,108.13
2010-08-30,617.2705,37.6167,108.86
2010-08-31,617.4841,37.54,108.94
2010-09-01,636.2493,38.89,108.41
2010-09-02,642.5098,39.05,108.27
2010-09-03,651.1832,39.47,108.02
2010-09-07,643.0281,38.87,108.33
2010-09-08,647.1839,39.19,108.25
2010-09-09,649.873,39.53,107.73
2010-09-10,652.8425,39.61,107.5
2010-09-13,661.1355,40.38,107.74
2010-09-14,660.5623,40.57,108.13
2010-09-15,662.97,40.58,107.93
2010-09-16,662.3742,40.44,107.75
2010-09-17,663.3002,40.28,107.89
2010-09-20,674.0503,40.95,107.93
2010-09-21,671.9034,40.91,108.39
2010-09-22,668.1376,40.83,108.42
2010-09-23,662.6102,40.45,108.54
2010-09-24,677.4432,41.37,108.14
2010-09-27,673.9324,41.21,108.51
2010-09-28,677.7146,41.52,108.77
2010-09-29,676.5634,41.47,108.69
2010-09-30,674.7524,41.37,108.65
2010-10-01,677.681,41.77,108.26
2010-10-04,671.8326,41.31,108.44
2010-10-05,686.1676,42.37,108.44
2010-10-06,684.9907,42.68,108.55
2010-10-07,683.99,42.52,108.6
2010-10-08,688.8536,42.82,108.82
2010-10-11,689.0847,42.65,108.76
2010-10-12,691.7582,42.69,108.65
2010-10-13,697.1494,43.22,108.64
2010-10-14,694.6183,43.41,108.24
2010-10-15,695.8542,43.24,108.02
2010-10-18,700.6379,43.4,108.4
2010-10-19,689.001,42.29,108.49
2010-10-20,696.5242,43.04,108.62
2010-10-21,697.1899,42.8,108.45
2010-10-22,699.4181,42.94,108.5
2010-10-25,701.3978,43.09,108.51
2010-10-26,701.3921,42.91,108.26
2010-10-27,699.6944,42.41,108.05
2010-10-28,700.0393,42.77,108.32
2010-10-29,700.3745,42.81,108.55
2010-11-01,700.6302,42.71,108.23
2010-11-02,706.9066,43.36,108.42
2010-11-03,709.3306,43.66,108.4
2010-11-04,723.2347,44.71,108.92
2010-11-05,726.1424,44.6,108.62
2010-11-08,724.9323,44.42,108.57
2010-11-09,718.6877,43.96,108.04
2010-11-10,722.5818,44.2,107.95
2010-11-11,719.8544,43.83,107.94
2010-11-12,710.7377,43.28,107.51
2010-11-15,710.1746,43.26,106.92
2010-11-16,698.3533,42.28,107.18
2010-11-17,699.0698,42.49,107.21
2010-11-18,709.9009,43.43,107.18
2010-11-19,712.1096,43.51,107.3
2010-11-22,711.864,43.2,107.56
2010-11-23,702.0703,41.95,107.67
2010-11-24,713.3996,42.6,107.15
2010-11-26,708.3708,41.97,107.37
2010-11-29,707.3337,41.64,107.44
2010-11-30,702.9179,41.28,107.37
2010-12-01,718.0103,42.43,106.26
2010-12-02,727.0008,43.24,106.05
2010-12-03,729.5451,43.56,106.26
2010-12-06,729.1879,43.38,106.65
2010-12-07,729.6351,43.34,105.82
2010-12-08,731.5593,43.4199,105.31
2010-12-09,734.2799,43.44,105.5
2010-12-10,739.167,43.59,105.3
2010-12-13,738.6149,43.96,105.37
2010-12-14,739.1703,44.07,104.782
2010-12-15,735.3732,43.52,104.6
2010-12-16,740.4777,43.67,104.8
2010-12-17,741.5906,43.5,105.37
2010-12-20,743.4933,43.51,105.44
2010-12-21,748.4162,43.43,105.64
2010-12-22,750.7058,43.52,105.5175
2010-12-23,749.4098,43.56,105.32
2010-12-27,750.0078,43.49,105.62
2010-12-28,750.0909,43.44,104.66
2010-12-29,751.2049,43.89,105.4
2010-12-30,750.3036,43.84,105.32
2010-12-31,749.4815,44.04,105.75
2011-01-03,758.4072,44.41,105.63
2011-01-04,755.9863,44.17,105.66
2011-01-05,760.2268,44.13,105.15
2011-01-06,758.561,43.74,105.17
2011-01-07,757.1328,43.52,105.51
2011-01-10,756.8812,43.3,105.79
2011-01-11,759.8543,43.61,105.58
2011-01-12,766.4549,44.51,105.57
2011-01-13,765.3153,44.54,105.95
2011-01-14,770.9153,44.76,105.73
2011-01-18,772.4449,44.99,105.66
2011-01-19,763.0835,44.67,105.68
2011-01-20,760.9261,44.22,105.28
2011-01-21,761.8057,44.27,105.61
2011-01-24,766.6933,44.72,105.55
2011-01-25,766.9493,44.67,105.88
2011-01-26,771.599,44.91,105.53
2011-01-27,773.5133,44.97,105.71
2011-01-28,759.3211,43.94,105.86
2011-01-31,765.139,44.28,105.66
2011-02-01,778.19,45.34,105.12
2011-02-02,776.1204,45.32,105.0
2011-02-03,778.0737,45.36,104.61
2011-02-04,780.2461,45.319,104.26
2011-02-07,785.4868,45.41,104.3
2011-02-08,788.9287,45.57,104.0
2011-02-09,786.5297,45.2544,104.19
2011-02-10,787.6715,44.95,103.89
2011-02-11,792.6504,45.03,104.3
2011-02-14,795.0187,45.14,104.35
2011-02-15,791.9548,45.06,104.48
2011-02-16,797.3432,45.59,104.48
2011-02-17,800.128,45.78,104.73
2011-02-18,801.2926,45.92,104.69
2011-02-22,784.0611,44.56,105.07
2011-02-23,778.004,44.64,105.15
2011-02-24,777.8184,44.72,105.17
2011-02-25,787.5755,45.29,105.45
2011-02-28,791.4388,45.72,105.65
2011-03-01,778.601,45.1,105.28
2011-03-02,780.2584,45.48,105.11
2011-03-03,794.174,46.05,104.74
2011-03-04,788.6068,45.76,105.02
2011-03-07,781.2553,45.24,105.07
2011-03-08,788.5446,45.52,104.99
2011-03-09,787.1281,45.47,105.24
2011-03-10,771.8148,44.32,105.61
2011-03-11,777.0365,44.45,105.63
2011-03-14,772.4505,43.91,105.69
2011-03-15,764.2426,43.01,105.73
2011-03-16,750.5016,41.82,106.03
2011-03-17,759.4502,43.02,105.96
2011-03-18,763.2174,43.56,105.92
2011-03-21,775.4426,44.58,105.67
2011-03-22,772.4239,44.32,105.68
2011-03-23,774.5364,44.43,105.63
2011-03-24,781.769,45.0,105.34
2011-03-25,784.9214,44.67,105.25
2011-03-28,782.6011,44.63,105.2
2011-03-29,788.4008,44.94,105.07
2011-03-30,794.4957,45.53,105.25
2011-03-31,793.8504,45.45,105.13
2011-04-01,797.9177,45.92,104.96
2011-04-04,798.424,46.07,105.13
2011-04-05,798.8768,46.03,104.91
2011-04-06,800.1876,46.24,104.6
2011-04-07,798.4236,46.109,104.76
2011-04-08,794.7183,46.34,104.56
2011-04-11,791.8415,46.15,104.66
2011-04-12,785.0949,45.58,105.06
2011-04-13,785.7507,45.8,105.17
2011-04-14,786.0975,45.93,105.07
2011-04-15,789.9012,45.89,105.45
2011-04-18,780.5919,44.98,105.63
2011-04-19,784.8266,45.38,105.84
2011-04-20,796.16,46.48,105.69
2011-04-21,800.7257,46.74,105.76
2011-04-25,799.5469,46.56,105.82
2011-04-26,806.8413,46.98,106.21
2011-04-27,811.8571,47.3,106.12
2011-04-28,814.5247,47.48,106.37
2011-04-29,816.6631,47.72,106.46
2011-05-02,814.3808,47.61,106.2
2011-05-03,810.2342,47.02,106.23
2011-05-04,804.1671,46.63,106.43
2011-05-05,797.7391,45.78,106.67
2011-05-06,800.9058,45.94,106.66
2011-05-09,805.428,46.25,106.78
2011-05-10,812.6227,46.57,106.59
2011-05-11,803.1557,45.78,106.78
2011-05-12,807.2045,45.84,106.62
2011-05-13,800.1711,45.14,106.79
2011-05-16,794.3754,45.0,107.02
2011-05-17,793.4275,45.11,107.14
2011-05-18,801.4105,45.51,106.97
2011-05-19,803.0678,45.69,106.89
2011-05-20,797.1987,45.09,106.99
2011-05-23,786.98,44.17,107.08
2011-05-24,786.011,44.49,107.12
2011-05-25,789.5328,44.66,107.1
2011-05-26,793.5889,45.15,107.33
2011-05-27,797.2003,45.39,107.43
2011-05-31,805.7376,46.27,107.46
2011-06-01,786.8334,45.27,107.61
2011-06-02,786.0176,45.5,107.18
2011-06-03,777.8031,45.46,107.32
2011-06-06,768.7686,44.85,107.34
2011-06-07,768.6146,45.26,107.56
2011-06-08,764.4982,44.73,107.65
2011-06-09,769.8124,45.14,107.49
2011-06-10,758.6955,44.2,107.48
2011-06-13,758.5033,44.24,107.34
2011-06-14,768.9633,44.9,107.05
2011-06-15,755.6939,43.61,107.32
2011-06-16,756.6301,43.45,107.39
2011-06-17,758.5593,43.75,107.4899
2011-06-20,762.9523,43.72,107.35
2011-06-21,774.2306,44.53,107.45
2011-06-22,769.3359,43.5,107.38
2011-06-23,767.8451,43.19,107.73
2011-06-24,759.3209,42.84,107.63
2011-06-27,765.9412,43.18,107.44
2011-06-28,776.201,43.72,107.01
2011-06-29,782.3783,44.35,106.69
2011-06-30,790.0047,45.04,106.67
2011-07-01,801.5886,45.49,106.4
2011-07-05,801.07,45.27,106.81
2011-07-06,802.3363,44.99,106.87
2011-07-07,811.0155,45.4,106.57
2011-07-08,805.5335,44.91,107.12
2011-07-11,790.0814,43.56,107.41
2011-07-12,786.5568,43.35,107.5
2011-07-13,789.5042,43.91,107.71
2011-07-14,783.1209,43.56,107.44
2011-07-15,787.8379,43.71,107.59
2011-07-18,780.4071,43.07,107.43
2011-07-19,793.7768,43.69,107.66
2011-07-20,793.0796,44.03,107.49
2011-07-21,803.2688,44.95,107.32
2011-07-22,804.3169,45.04,107.55
2011-07-25,799.0053,44.71,107.24
2011-07-26,795.399,44.87,107.49
2011-07-27,778.0173,43.93,107.31
2011-07-28,775.535,43.8,107.52
2011-07-29,771.1113,43.83,108.16
2011-08-01,767.8474,43.51,108.1175
2011-08-02,747.2389,42.34,108.58
2011-08-03,751.241,42.47,108.69
2011-08-04,713.1574,39.85,109.27
2011-08-05,710.4007,40.12,108.55
2011-08-08,660.421,37.02,108.6
2011-08-09,694.1509,39.27,109.24
2011-08-10,664.1288,37.3,110.13
2011-08-11,695.7032,38.98,108.76
2011-08-12,699.2882,39.36,109.24
2011-08-15,715.3902,40.1684,109.41
2011-08-16,707.4576,39.638,109.64
2011-08-17,707.4509,39.851,109.82
2011-08-18,674.2109,38.13,109.98
2011-08-19,663.6978,37.51,110.03
2011-08-22,663.6949,37.66,109.89
2011-08-23,687.4859,38.92,109.63
2011-08-24,696.5819,38.74,109.01
2011-08-25,684.6638,38.02,109.23
2011-08-26,696.4609,38.46,109.38
2011-08-29,718.0409,39.5,109.26
2011-08-30,720.0948,39.35,109.6
2011-08-31,723.1535,39.97,109.5
2011-09-01,713.5131,39.75,109.62
2011-09-02,694.5781,38.81,109.95
2011-09-06,689.7033,37.74,110.24
2011-09-07,710.833,38.9,109.98
2011-09-08,702.5805,38.16,110.01
2011-09-09,683.5822,36.88,110.16
2011-09-12,688.2307,36.64,109.94
2011-09-13,695.513,36.93,109.98
2011-09-14,705.4125,37.22,110.0
2011-09-15,716.9849,37.95,109.68
2011-09-16,720.3778,38.05,109.84
2011-09-19,712.84,36.98,110.08
2011-09-20,709.9311,37.01,110.3
2011-09-21,688.4853,36.0,110.48
2011-09-22,665.927,34.49,110.8
2011-09-23,670.6784,34.89,110.23
2011-09-26,685.7395,35.44,109.98
2011-09-27,694.0719,36.37,109.83
2011-09-28,677.7937,35.72,109.74
2011-09-29,683.3664,36.27,109.7
2011-09-30,665.9715,35.05,110.11
2011-10-03,644.4529,34.05,110.34
2011-10-04,661.7866,34.56,110.0
2011-10-05,673.7983,35.2,109.63
2011-10-06,687.0566,36.19,109.45
2011-10-07,679.9486,35.91,109.23
2011-10-10,703.7411,37.36,109.01
2011-10-11,704.4186,37.32,109.27
2011-10-12,711.8845,38.05,109.06
2011-10-13,710.1793,37.89,109.12
2011-10-14,722.7412,38.48,108.94
2011-10-17,707.5452,37.62,109.37
2011-10-18,722.7189,38.19,109.25
2011-10-19,712.8612,37.45,109.41
2011-10-20,715.9398,37.37,109.35
2011-10-21,729.8185,38.25,109.41
2011-10-24,741.5681,38.98,109.24
2011-10-25,725.8634,38.3,109.8
2011-10-26,734.1161,38.913,109.5
2011-10-27,760.5583,41.04,109.08
2011-10-28,760.4415,40.81,109.51
2011-10-31,741.6619,38.98,110.03
2011-11-01,720.2125,37.66,110.27
2011-11-30,737.7782,38.14,109.38
2011-12-01,735.9216,38.01,108.84
2011-12-02,736.2799,37.99,109.12
2011-12-05,744.2587,38.38,109.24
2011-12-06,744.5919,38.16,109.14
2011-12-07,745.6273,38.4,109.34
2011-12-08,728.8813,37.28,109.45
2011-12-09,742.2519,38.1,109.39
2011-12-12,730.9736,37.0,109.42
2011-12-13,723.2761,36.46,109.64
2011-12-14,714.5488,36.11,109.91
2011-12-15,717.558,35.91,109.68
2011-12-16,720.7374,36.1,110.05
2011-12-19,711.4485,35.69,110.16
2011-12-20,733.5166,36.4,110.01
2011-12-21,735.0326,36.33,109.73
2011-12-22,741.2386,36.65,109.9
2011-12-23,747.4136,36.79,109.77
2011-12-26,747.41,,
2011-12-27,747.8245,36.77,109.94
2011-12-28,737.5456,35.99,110.13
2011-12-29,745.7028,36.62,110.39
2011-12-30,742.5821,36.81,110.25
2012-01-02,742.58,,
2012-01-03,753.74,37.71,110.03
2012-01-04,753.3079,37.49,109.88
2012-01-05,756.1888,37.06,110.03
2012-01-06,754.5051,36.57,110.12
2012-01-09,756.5869,36.9,110.03
2012-01-10,763.9382,37.4,110.0
2012-01-11,764.721,37.23,110.39
2012-01-12,766.7909,37.38,110.3
2012-01-13,762.7,36.96,110.55
2012-01-17,765.2228,37.33,110.58
