Date,.RUA,ACWX.O,AGG
2012-01-18,774.4707,38.08,110.44
2012-01-19,778.4775,38.49,110.26
2012-01-20,778.947,38.59,109.98
2012-01-23,779.1089,38.83,109.89
2012-01-24,779.2048,38.66,109.98
2012-01-25,786.4985,39.11,110.14
2012-01-26,782.1546,39.15,110.36
2012-01-27,782.0619,39.31,110.54
2012-01-30,779.5672,38.88,110.86
2012-01-31,779.2183,39.11,111.05
2012-02-01,787.6174,39.72,110.58
2012-02-02,788.8135,39.86,110.61
2012-02-03,801.0437,40.45,110.56
2012-02-06,800.5561,40.21,110.64
2012-02-07,801.8625,40.49,110.53
2012-02-08,803.4689,40.65,110.44
2012-02-09,804.5076,40.62,110.26
2012-02-10,798.2369,39.84,110.41
2012-02-13,804.2926,40.28,110.45
2012-02-14,803.2325,40.0,110.54
2012-02-15,799.0846,40.14,110.5
2012-02-16,808.8309,40.58,110.48
2012-02-17,810.0538,40.76,110.34
2012-02-21,809.7335,40.83,110.17
2012-02-22,806.6964,40.76,110.48
2012-02-23,811.2019,40.95,110.57
2012-02-24,812.2317,41.27,110.6
2012-02-27,813.0993,41.03,110.95
2012-02-28,814.9724,41.44,110.87
2012-02-29,810.3574,41.03,110.76
2012-03-01,815.5181,41.5,110.26
2012-03-02,811.7892,41.19,110.5
2012-03-05,808.7285,40.89,110.34
2012-03-06,795.5731,39.56,110.56
2012-03-07,801.6624,40.01,110.46
2012-03-08,809.9125,40.86,110.21
2012-03-09,813.7936,40.77,110.19
2012-03-12,813.2919,40.63,110.29
2012-03-13,828.2908,41.32,109.92
2012-03-14,826.3413,40.96,109.32
2012-03-15,831.7051,41.3,109.27
2012-03-16,832.311,41.49,109.28
2012-03-19,835.8222,41.62,108.93
2012-03-20,832.4664,41.11,109.09
2012-03-21,831.3165,40.9,109.35
2012-03-22,824.8525,40.58,109.45
2012-03-23,828.1439,40.8,109.7
2012-03-26,839.9851,41.35,109.62
2012-03-27,837.1836,41.13,109.74
2012-03-28,832.8136,40.83,109.72
2012-03-29,831.5565,40.56,110.02
2012-03-30,834.0844,40.83,109.85
2012-04-02,840.5686,41.35,109.62
2012-04-03,837.4681,40.78,109.15
2012-04-04,828.1688,39.93,109.38
2012-04-05,827.4198,39.81,109.63
2012-04-09,817.5147,39.54,110.11
2012-04-10,802.5271,38.72,110.12
2012-04-11,809.3677,39.22,110.13
2012-04-12,820.9886,40.03,110.02
2012-04-13,810.7319,39.3,110.36
2012-04-16,810.3924,39.46,110.38
2012-04-17,822.8834,40.03,110.4
2012-04-18,819.3568,39.83,110.54
2012-04-19,814.9223,39.66,110.46
2012-04-20,816.1336,39.88,110.48
2012-04-23,808.6436,39.26,110.59
2012-04-24,811.5825,39.5,110.43
2012-04-25,823.227,39.92,110.48
2012-04-26,828.9421,40.17,110.65
2012-04-27,831.5908,40.29,110.64
2012-04-30,827.6829,40.15,110.6
2012-05-01,831.8018,40.31,110.33
2012-05-02,830.4006,40.05,110.44
2012-05-03,822.8653,39.7,110.56
2012-05-04,809.5181,39.07,110.67
2012-05-07,810.0188,39.22,110.71
2012-05-08,806.78,38.64,110.79
2012-05-09,801.6813,38.07,110.82
2012-05-10,803.7121,38.35,110.71
2012-05-11,801.4118,38.09,110.79
2012-05-14,792.1588,37.3,111.04
2012-05-15,787.8546,36.84,110.98
2012-05-16,784.0523,36.43,110.96
2012-05-17,770.7296,36.03,111.03
2012-05-18,764.4882,35.8,111.0
2012-05-21,777.8507,36.53,110.98
2012-05-22,777.9511,36.37,110.71
2012-05-23,779.8342,36.1,110.84
2012-05-24,780.9458,35.87,110.75
2012-05-25,779.5116,35.79,110.92
2012-05-29,788.493,36.3,110.86
2012-05-30,776.3771,35.52,111.23
2012-05-31,774.6095,35.69,111.56
2012-06-01,754.6164,34.8,111.6
2012-06-04,754.1076,35.03,111.34
2012-06-05,759.4434,35.22,111.11
2012-06-06,777.0668,36.27,110.78
2012-06-07,776.1456,36.25,110.95
2012-06-08,782.5645,36.06,110.9
2012-06-11,771.4527,35.73,111.0
2012-06-12,780.4938,36.35,110.91
2012-06-13,774.2256,36.09,111.2
2012-06-14,782.4027,36.34,111.12
2012-06-15,790.497,36.7,111.38
2012-06-18,792.1814,36.75,111.35
2012-06-19,800.5844,37.36,111.22
2012-06-20,799.2774,37.46,111.05
2012-06-21,780.9955,35.77,111.2
2012-06-22,786.8543,36.09,111.04
2012-06-25,774.0354,35.35,111.39
2012-06-26,777.9128,35.66,111.27
2012-06-27,785.0581,35.94,111.32
2012-06-28,783.6523,35.91,111.45
2012-06-29,803.6278,37.19,111.3
2012-07-02,806.4718,37.4,111.29
2012-07-03,812.3589,37.81,111.21
2012-07-05,809.1523,37.34,111.5
2012-07-06,801.1014,36.85,111.58
2012-07-09,799.4559,36.74,111.8
2012-07-10,792.4691,36.48,111.85
2012-07-11,791.8798,36.62,111.84
2012-07-12,788.2377,36.2,112.04
2012-07-13,800.9253,36.7,112.08
2012-07-16,798.6824,36.69,112.17
2012-07-17,804.2501,36.9,112.13
2012-07-18,809.5069,37.05,112.35
2012-07-19,811.3192,37.34,112.26
2012-07-20,802.8702,36.61,112.42
2012-07-23,794.9715,35.87,112.52
2012-07-24,787.2128,35.53,112.66
2012-07-25,787.387,35.7,112.7
2012-07-26,799.6498,36.67,112.63
2012-07-27,815.3052,37.47,112.29
2012-07-30,814.3426,37.47,112.48
2012-07-31,810.6484,37.29,112.59
2012-08-01,806.761,37.25,112.24
2012-08-02,801.2266,36.75,112.26
2012-08-03,816.8453,37.87,111.99
2012-08-06,819.2866,38.12,112.16
2012-08-07,824.0407,38.44,111.86
2012-08-08,824.4246,38.46,111.72
2012-08-09,825.1559,38.56,111.69
2012-08-10,826.6626,38.59,111.87
2012-08-13,825.4593,38.43,111.86
2012-08-14,825.0848,38.49,111.6
2012-08-15,826.9458,38.41,111.24
2012-08-16,833.1706,38.78,111.1
2012-08-17,835.2469,38.79,111.23
2012-08-20,834.7639,38.73,111.19
2012-08-21,832.3333,38.9,111.34
2012-08-22,832.2466,38.87,111.82
2012-08-23,825.7641,38.51,111.9
2012-08-24,830.659,38.47,111.82
2012-08-27,830.2617,38.38,111.97
2012-08-28,830.3137,38.32,112.06
2012-08-29,831.2707,38.25,111.95
2012-08-30,824.6813,37.72,112.02
2012-08-31,828.8596,38.06,112.37
2012-09-04,829.4291,37.86,112.13
2012-09-05,828.6245,37.75,112.13
2012-09-06,845.5086,38.65,111.87
2012-09-07,849.2448,39.251,111.89
2012-09-10,844.3026,38.93,111.91
2012-09-11,846.8199,39.42,111.78
2012-09-12,848.8583,39.62,111.57
2012-09-13,861.9326,40.4,111.83
2012-09-14,866.4713,40.98,111.37
2012-09-17,862.8579,40.68,111.55
2012-09-18,861.3748,40.54,111.62
2012-09-19,862.5081,40.65,111.84
2012-09-20,861.1734,40.4,111.77
2012-09-21,861.5134,40.41,111.95
2012-09-24,859.235,40.31,112.07
2012-09-25,849.5221,39.92,112.25
2012-09-26,844.6444,39.6,112.36
2012-09-27,852.9848,40.08,112.29
2012-09-28,849.2757,39.39,112.448
2012-10-01,851.1863,39.8,112.2
2012-10-02,852.1955,39.94,112.29
2012-10-03,854.8606,39.75,112.25
2012-10-04,861.0029,40.19,112.09
2012-10-05,860.7063,40.25,111.86
2012-10-08,857.5632,39.76,112.03
2012-10-09,848.8409,39.33,111.91
2012-10-10,843.9512,39.12,112.09
2012-10-11,844.751,39.42,112.23
2012-10-12,841.6884,39.33,112.32
2012-10-15,848.2742,39.62,112.38
2012-10-16,856.8975,40.18,112.2
2012-10-17,860.8383,40.62,111.85
2012-10-18,858.7359,40.44,111.81
2012-10-19,844.6465,39.92,111.95
2012-10-22,844.703,40.27,111.8
2012-10-23,833.682,39.45,112.05
2012-10-24,831.1587,39.46,111.97
2012-10-25,833.537,39.76,111.73
2012-10-26,832.519,39.58,112.03
2012-10-29,832.519,,
2012-10-30,832.519,,
2012-10-31,833.6075,39.64,112.19
2012-11-01,843.5592,40.1,111.8
2012-11-02,835.0522,39.75,111.8694
2012-11-05,837.2206,39.75,112.06
2012-11-06,843.7876,40.1,111.74
2012-11-07,824.0507,39.45,112.0
2012-11-08,813.917,39.11,112.14
2012-11-09,815.2357,39.09,112.08
2012-11-12,815.1948,39.12,112.05
2012-11-13,811.8737,38.9,112.2469
2012-11-14,799.9376,38.45,112.28
2012-11-15,798.2873,38.56,112.17
2012-11-16,802.8095,38.59,112.21
2012-11-19,818.6624,39.36,112.29
2012-11-20,819.4733,39.4,112.08
2012-11-21,821.7461,39.51,111.89
2012-11-23,832.1724,40.29,111.96
2012-11-26,830.8438,40.15,112.0
2012-11-27,827.0227,39.95,112.15
2012-11-28,833.3232,40.27,112.17
2012-11-29,837.5908,40.59,112.31
2012-11-30,837.8258,40.59,112.25
2012-12-03,834.1325,40.58,111.6
2012-12-04,832.9388,40.69,111.67
2012-12-05,834.0522,40.87,111.77
2012-12-06,836.7698,40.97,111.76
2012-12-07,839.0122,40.93,111.66
2012-12-10,839.8912,41.08,111.68
2012-12-11,845.4419,41.27,111.64
2012-12-12,845.2579,41.5,111.33
2012-12-13,839.9634,41.37,111.15
2012-12-14,836.8509,41.52,111.35
2012-12-17,846.6016,41.68,111.08
2012-12-18,856.6622,41.61,110.82
2012-12-19,851.343,41.73,111.01
2012-12-20,855.9111,41.96,111.0216
2012-12-21,848.2076,41.64,111.12
2012-12-24,846.1289,41.49,111.13
2012-12-26,841.64,41.57,111.05
2012-12-27,840.706,41.64,111.11
2012-12-28,832.0994,41.38,111.28
2012-12-31,846.3731,41.88,111.08
2013-01-02,867.9419,42.64,110.95
2013-01-03,866.679,42.26,110.67
2013-01-04,871.3821,42.49,110.79
2013-01-07,868.6914,42.2,110.73
2013-01-08,866.1705,41.92,110.83
2013-01-09,869.0324,42.19,110.75
2013-01-10,874.7868,42.67,110.74
2013-01-11,874.8459,42.7,110.85
2013-01-14,874.2812,42.79,110.95
2013-01-15,875.9235,42.72,110.98
2013-01-16,875.5458,42.53,111.04
2013-01-17,880.8788,42.81,110.8
2013-01-18,883.7147,42.87,110.93
2013-01-22,888.0273,42.92,110.87
2013-01-23,888.8877,42.79,110.99
2013-01-24,889.6137,42.851,110.84
2013-01-25,894.8647,43.18,110.57
2013-01-28,893.3583,42.91,110.41
2013-01-29,896.9796,43.315,110.34
2013-01-30,892.9716,43.28,110.29
2013-01-31,891.7929,43.06,110.39
2013-02-01,900.6049,43.49,109.94
2013-02-04,890.2876,42.75,110.25
2013-02-05,899.3622,42.95,110.02
2013-02-06,900.431,42.97,110.21
2013-02-07,898.6411,42.67,110.25
2013-02-08,903.8968,42.88,110.28
2013-02-11,903.1911,42.84,110.17
2013-02-12,904.9802,43.02,110.15
2013-02-13,905.7862,43.16,110.04
2013-02-14,906.6142,42.96,110.24
2013-02-15,905.7685,42.86,110.25
2013-02-19,912.3609,43.24,110.12
2013-02-20,900.1605,42.78,110.19
2013-02-21,893.8447,42.23,110.25
2013-02-22,902.0452,42.7,110.31
2013-02-25,885.4669,41.81,110.73
2013-02-26,890.7549,42.07,110.7
2013-02-27,902.1061,42.63,110.73
2013-02-28,901.6184,42.55,110.83
2013-03-01,903.4506,42.58,110.66
2013-03-04,907.4661,42.56,110.58
2013-03-05,916.5007,43.0,110.49
2013-03-06,917.729,43.08,110.37
2013-03-07,919.7652,43.21,110.14
2013-03-08,924.45,43.31,109.82
2013-03-11,927.0733,43.4,109.88
2013-03-12,924.8978,43.16,110.08
2013-03-13,926.501,43.02,109.99
2013-03-14,932.0474,43.42,110.11
2013-03-15,930.4952,43.39,110.21
2013-03-18,925.5211,42.91,110.31
2013-03-19,923.0292,42.75,110.47
2013-03-20,929.7696,42.99,110.35
2013-03-21,922.0848,42.65,110.37
2013-03-22,927.9867,42.88,110.41
2013-03-25,925.139,42.51,110.37
2013-03-26,931.8923,42.8,110.5
2013-03-27,931.6855,42.66,110.73
2013-03-28,935.5163,42.86,110.73
2013-04-01,930.2993,42.42,110.57
2013-04-02,933.4808,42.72,110.45
2013-04-03,922.7629,42.32,110.57
2013-04-04,926.8271,42.5,110.88
2013-04-05,923.1972,42.33,111.2
2013-04-08,929.4118,42.39,111.01
2013-04-09,932.0367,42.6532,111.05
2013-04-10,943.8023,43.28,110.82
2013-04-11,947.1673,43.48,110.84
2013-04-12,944.4143,43.26,111.2
2013-04-15,920.8918,42.29,111.25
2013-04-16,934.4515,42.95,111.25
2013-04-17,920.8165,42.13,111.25
2013-04-18,914.6948,42.09,111.23
2013-04-19,923.392,42.45,111.24
2013-04-22,927.3847,42.58,111.38
2013-04-23,937.4348,43.02,111.33
2013-04-24,937.9812,43.41,111.31
2013-04-25,942.1567,43.64,111.26
2013-04-26,940.0471,43.61,111.49
2013-04-29,946.8019,44.19,111.56
2013-04-30,949.8251,44.36,111.54
2013-05-01,939.4466,44.03,111.39
2013-05-02,948.6422,44.19,111.4
2013-05-03,958.7072,44.61,110.99
2013-05-06,961.1024,44.58,110.81
2013-05-07,966.5361,44.8,110.75
2013-05-08,970.6153,45.24,110.85
2013-05-09,966.9988,44.89,110.7
2013-05-10,971.7481,44.84,110.48
2013-05-13,971.4802,44.77,110.38
2013-05-14,981.5453,44.9,110.12
2013-05-15,986.2521,44.99,110.28
2013-05-16,981.3076,44.7,110.58
2013-05-17,991.281,44.98,110.31
2013-05-20,990.8356,45.22,110.2
2013-05-21,992.5068,45.31,110.29
2013-05-22,982.909,44.8,109.92
2013-05-23,980.5234,44.35,109.88
2013-05-24,979.7363,43.99,109.88
2013-05-28,986.4423,44.11,109.2
2013-05-29,979.0283,43.68,109.35
2013-05-30,983.2275,43.86,109.32
2013-05-31,969.9848,43.0,109.11
2013-06-03,974.769,43.28,108.97
2013-06-04,969.1319,43.09,108.73
2013-06-05,955.7041,42.37,108.67
2013-06-06,964.3785,42.56,108.95
2013-06-07,976.2732,42.92,108.61
2013-06-10,976.3245,42.89,108.39
2013-06-11,966.1868,42.27,108.4
2013-06-12,957.9249,42.19,108.22
2013-06-13,972.5159,42.83,108.75
2013-06-14,967.0394,42.32,108.78
2013-06-17,974.0172,42.96,108.7
2013-06-18,981.8596,43.11,108.66
2013-06-19,968.3343,42.24,107.93
2013-06-20,943.8263,40.64,107.21
2013-06-21,945.8315,40.84,106.61
2013-06-24,934.3679,40.06,106.18
2013-06-25,943.5959,40.59,106.3
2013-06-26,952.1401,40.89,106.75
2013-06-27,959.4806,40.68,107.2
2013-06-28,955.8453,40.71,107.21
2013-07-01,962.2214,40.98,107.16
2013-07-02,961.534,40.76,107.16
2013-07-03,962.3568,40.67,107.01
2013-07-05,972.5262,40.85,105.84
2013-07-08,977.2015,41.05,106.39
2013-07-09,984.6231,41.33,106.5
2013-07-10,985.1287,41.39,106.22
2013-07-11,998.4811,42.62,106.93
2013-07-12,1001.6452,42.31,106.81
2013-07-15,1003.5951,42.61,107.04
2013-07-16,999.4599,42.609,107.21
2013-07-17,1002.5408,42.77,107.44
2013-07-18,1007.9825,42.93,107.24
2013-07-19,1009.1404,42.89,107.52
2013-07-22,1011.4912,43.15,107.66
2013-07-23,1009.8259,43.32,107.6
2013-07-24,1005.3058,43.13,107.25
2013-07-25,1009.3858,43.24,107.29
2013-07-26,1009.5331,43.06,107.26
2013-07-29,1005.5643,42.64,107.26
2013-07-30,1006.6871,42.53,107.22
2013-07-31,1007.0326,42.56,107.3
2013-08-01,1020.4209,43.14,106.49
2013-08-02,1021.8719,43.38,106.85
2013-08-05,1020.9419,43.25,106.9
2013-08-06,1014.1092,43.11,106.79
2013-08-07,1009.7259,42.85,106.93
2013-08-08,1014.0656,43.31,107.08
2013-08-09,1011.1626,43.43,107.15
2013-08-12,1010.6744,43.43,107.08
2013-08-13,1012.4091,43.72,106.65
2013-08-14,1007.2355,43.74,106.51
2013-08-15,992.2928,43.39,106.13
2013-08-16,989.1209,43.41,105.83
2013-08-19,982.7682,43.02,105.5
2013-08-20,988.3013,42.93,105.81
2013-08-21,982.5944,42.35,105.42
2013-08-22,991.7842,42.81,105.55
2013-08-23,995.7078,43.15,105.9
2013-08-26,992.6786,42.86,106.09
2013-08-27,975.7458,42.13,106.366
2013-08-28,978.5019,42.14,106.17
2013-08-29,981.6167,42.12,106.38
2013-08-30,976.8272,41.88,106.21
2013-09-03,980.8477,42.48,105.75
2013-09-04,988.842,42.85,105.6
2013-09-05,990.3981,42.96,104.89
2013-09-06,990.8566,43.25,105.28
2013-09-09,1001.7242,43.92,105.49
2013-09-10,1009.388,44.34,105.3
2013-09-11,1012.2313,44.5,105.66
2013-09-12,1008.5642,44.19,105.54
2013-09-13,1011.4075,44.4,105.69
2013-09-16,1016.6203,44.77,105.91
2013-09-17,1021.873,44.82,106.01
2013-09-18,1033.8464,46.04,106.9
2013-09-19,1032.272,45.83,106.77
2013-09-20,1025.1891,45.35,106.77
2013-09-23,1020.6022,45.35,106.85
2013-09-24,1018.9685,45.24,107.1
2013-09-25,1016.8263,45.26,107.25
2013-09-26,1020.7836,45.3903,107.23
2013-09-27,1016.7993,45.2,107.29
2013-09-30,1011.5467,44.82,107.2
2013-10-01,1020.7606,45.18,106.93
2013-10-02,1019.6359,45.21,107.07
2013-10-03,1010.3032,44.94,107.15
2013-10-04,1017.5692,45.11,107.06
2013-10-07,1008.4401,44.7,107.04
2013-10-08,994.7291,44.37,106.99
2013-10-09,994.26,44.56,106.91
2013-10-10,1016.3447,45.39,107.03
2013-10-11,1023.5744,45.63,107.07
2013-10-14,1027.8366,45.79,106.87
2013-10-15,1020.3709,45.52,106.82
2013-10-16,1034.3327,45.89,107.28
2013-10-17,1041.8714,46.35,107.58
2013-10-18,1049.1644,46.62,107.76
2013-10-21,1048.9941,46.66,107.66
2013-10-22,1054.6,47.07,108.04
2013-10-23,1049.4035,46.56,108.01
2013-10-24,1053.4029,46.76,107.97
2013-10-25,1057.2781,46.69,108.01
2013-10-28,1057.9862,46.7,107.96
2013-10-29,1063.2881,46.8,108.09
2013-10-30,1057.0209,46.62,107.89
2013-10-31,1053.2987,46.395,107.899
2013-11-01,1055.6102,46.15,107.45
2013-11-04,1060.2999,46.355,107.56
2013-11-05,1057.1856,45.92,107.24
2013-11-06,1060.0632,46.3,107.41
2013-11-07,1044.9037,45.53,107.49
2013-11-08,1059.1769,45.67,106.82
2013-11-11,1060.2859,45.73,106.76
2013-11-12,1058.1955,45.59,106.72
2013-11-13,1067.3302,45.75,107.0
2013-11-14,1071.9392,46.02,107.33
2013-11-15,1076.5029,46.47,107.36
2013-11-18,1071.1947,46.56,107.57
2013-11-19,1068.0612,46.415,107.28
2013-11-20,1064.3877,46.04,106.98
2013-11-21,1074.3013,46.26,107.09
2013-11-22,1079.5485,46.44,107.24
2013-11-25,1078.0245,46.22,107.32
2013-11-26,1079.2552,46.2,107.35
2013-11-27,1082.317,46.36,107.4
2013-11-29,1081.5927,46.49,107.44
2013-12-02,1078.0515,46.12,106.83
2013-12-03,1074.415,45.78,106.96
2013-12-04,1073.2025,45.57,106.68
2013-12-05,1069.5682,45.34,106.45
2013-12-06,1080.5766,45.93,106.63
2013-12-09,1082.3456,45.93,106.76
2013-12-10,1078.7415,45.86,106.93
2013-12-11,1065.6054,45.35,106.76
2013-12-12,1062.7751,45.01,106.6
2013-12-13,1063.5457,45.02,106.65
2013-12-16,1070.6809,45.33,106.73
2013-12-17,1067.9818,45.13,106.91
2013-12-18,1084.7819,45.27,106.86
2013-12-19,1083.0303,45.17,106.68
2013-12-20,1090.1417,45.27,106.86
2013-12-23,1096.5068,45.71,106.81
2013-12-24,1100.0225,45.86,106.66
2013-12-26,1104.5179,45.98,106.39
2013-12-27,1103.9265,46.33,106.43
2013-12-30,1103.9124,46.46,106.53
2013-12-31,1108.2948,46.67,106.43
2014-01-02,1098.2943,45.77,106.5
2014-01-03,1098.6794,45.76,106.54
2014-01-06,1095.1295,45.6,106.68
2014-01-07,1102.4083,45.79,106.73
2014-01-08,1102.5055,45.79,106.41
2014-01-09,1102.9537,45.63,106.56
2014-01-10,1106.3288,46.08,107.1
2014-01-13,1092.1817,45.79,107.2
2014-01-14,1104.5058,46.01,107.04
2014-01-15,1110.3215,46.15,106.95
2014-01-16,1109.2509,46.15,107.2
2014-01-17,1104.9505,45.97,107.25
2014-01-21,1108.4714,46.08,107.3
2014-01-22,1109.9926,46.15,107.07
2014-01-23,1100.4365,45.72,107.35
2014-01-24,1076.6984,44.53,107.58
2014-01-27,1070.0715,44.29,107.35
2014-01-28,1077.5996,44.67,107.53
2014-01-29,1066.2476,44.14,107.85
2014-01-30,1079.0337,44.36,107.87
2014-01-31,1072.276,43.84,108.07
2014-02-03,1046.2156,42.97,108.23
2014-02-04,1054.6188,43.43,107.97
2014-02-05,1051.9878,43.47,107.7
2014-02-06,1064.8022,44.25,107.65
2014-02-07,1078.6098,44.75,107.82
2014-02-10,1080.555,44.53,107.93
2014-02-11,1092.1376,45.31,107.72
2014-02-12,1092.7572,45.38,107.54
2014-02-13,1100.1555,45.53,107.77
2014-02-14,1104.8603,45.81,107.77
2014-02-18,1107.8534,46.045,107.84
2014-02-19,1100.2878,45.76,107.76
2014-02-20,1107.7607,45.93,107.7
2014-02-21,1106.3032,46.02,107.8
2014-02-24,1113.3416,46.4,107.7
2014-02-25,1112.0724,46.18,107.99
2014-02-26,1113.0134,46.03,108.22
2014-02-27,1118.5756,46.27,108.33
2014-02-28,1120.6606,46.33,108.27
2014-03-03,1112.6498,45.46,108.35
2014-03-04,1130.699,46.275,107.95
2014-03-05,1130.2256,46.24,108.01
2014-03-06,1131.7223,46.77,107.77
2014-03-07,1131.9345,46.44,107.47
2014-03-10,1130.6072,46.12,107.47
2014-03-11,1124.2443,45.81,107.46
2014-03-12,1125.1578,45.71,107.7
2014-03-13,1111.8439,44.94,107.98
2014-03-14,1110.0838,44.89,107.93
2014-03-17,1119.9305,45.41,107.87
2014-03-18,1128.9395,45.73,108.0
2014-03-19,1121.7871,45.12,107.52
2014-03-20,1127.6708,45.06,107.44
2014-03-21,1124.1538,45.02,107.59
2014-03-24,1117.3975,45.14,107.75
2014-03-25,1121.2605,45.67,107.64
2014-03-26,1111.6929,45.65,107.98
2014-03-27,1109.5172,45.95,108.06
2014-03-28,1114.4009,46.28,107.9
2014-03-31,1124.904,46.57,107.91
2014-04-01,1133.9313,46.89,107.54
2014-04-02,1137.1664,46.95,107.36
2014-04-03,1134.3509,46.87,107.44
2014-04-04,1118.6324,46.69,107.78
2014-04-07,1105.2888,46.6,107.94
2014-04-08,1110.1383,46.74,108.07
2014-04-09,1122.8644,47.28,108.08
2014-04-10,1098.4857,46.54,108.33
2014-04-11,1087.1274,46.3,108.43
2014-04-14,1095.0939,46.51,108.47
2014-04-15,1102.0766,46.26,108.48
2014-04-16,1114.0163,46.77,108.54
2014-04-17,1116.0612,47.025,108.19
2014-04-21,1120.3824,47.05,108.18
2014-04-22,1126.3331,47.165,108.16
2014-04-23,1123.1821,47.03,108.27
2014-04-24,1124.5032,46.99,108.37
2014-04-25,1113.7485,46.75,108.39
2014-04-28,1115.6411,46.91,108.32
2014-04-29,1121.1412,47.23,108.37
2014-04-30,1125.0849,47.35,108.59
2014-05-01,1125.5024,47.37,108.55
2014-05-02,1124.6753,47.38,108.68
2014-05-05,1126.3842,47.32,108.64
2014-05-06,1115.6693,47.28,108.72
2014-05-07,1121.0822,47.41,108.72
2014-05-08,1118.2213,47.39,108.79
2014-05-09,1120.5771,47.319,108.69
2014-05-12,1133.1168,47.7,108.6
2014-05-13,1132.1689,47.78,108.78
2014-05-14,1125.6879,47.79,109.09
2014-05-15,1115.6358,47.53,109.32
2014-05-16,1119.9578,47.8,109.2
2014-05-19,1125.1265,47.72,109.16
2014-05-20,1116.6965,47.36,109.21
2014-05-21,1125.3305,47.71,109.17
2014-05-22,1128.8844,47.87,109.12
2014-05-23,1134.4798,47.99,109.23
2014-05-27,1141.9827,48.14,109.33
2014-05-28,1140.3042,48.06,109.63
2014-05-29,1146.1516,48.28,109.57
2014-05-30,1147.1802,48.15,109.67
2014-06-02,1147.9241,48.23,109.13
2014-06-03,1147.3345,48.24,108.84
2014-06-04,1149.9965,48.2,108.8
2014-06-05,1158.8808,48.5,108.94
2014-06-06,1164.726,48.81,108.88
2014-06-09,1166.5659,48.81,108.78
2014-06-10,1165.7901,48.78,108.62
2014-06-11,1161.6635,48.58,108.7
2014-06-12,1153.6005,48.56,108.91
2014-06-13,1157.2386,48.61,108.88
2014-06-16,1158.4108,48.58,108.82
2014-06-17,1161.9953,48.56,108.62
2014-06-18,1170.4524,48.98,108.91
2014-06-19,1171.945,49.16,108.75
2014-06-20,1174.255,49.07,108.94
2014-06-23,1173.8776,49.02,108.84
2014-06-24,1165.7543,48.73,109.03
2014-06-25,1171.8382,47.84,109.18
2014-06-26,1170.4114,47.92,109.39
2014-06-27,1173.5008,48.011,109.39
2014-06-30,1174.0747,48.02,109.4
2014-07-01,1182.434,48.43,109.07
2014-07-02,1181.8725,48.56,108.69
2014-07-03,1188.3175,48.71,108.62
2014-07-07,1181.4237,48.39,108.65
2014-07-08,1172.0288,47.99,108.87
2014-07-09,1177.1345,48.22,108.96
2014-07-10,1171.7551,47.74,109.01
2014-07-11,1172.9363,47.75,109.16
2014-07-14,1178.5659,48.08,109.07
2014-07-15,1175.1109,47.97,108.93
2014-07-16,1178.9868,48.26,109.02
2014-07-17,1164.8451,47.62,109.34
2014-07-18,1177.6215,48.07,109.22
2014-07-21,1174.7136,47.91,109.26
2014-07-22,1180.9908,48.23,109.44
2014-07-23,1183.1296,48.32,109.46
2014-07-24,1183.5942,48.23,109.12
2014-07-25,1177.3283,48.19,109.33
2014-07-28,1176.8408,48.32,109.35
2014-07-29,1172.2539,48.12,109.46
2014-07-30,1173.1704,48.1,109.07
2014-07-31,1149.5875,47.28,108.93
2014-08-01,1146.303,47.09,109.14
2014-08-04,1154.5504,47.35,109.12
2014-08-05,1144.5068,46.74,109.12
2014-08-06,1144.5358,46.65,109.13
2014-08-07,1138.4998,46.27,109.34
2014-08-08,1151.2209,46.57,109.38
2014-08-11,1155.4215,46.81,109.39
2014-08-12,1152.6721,46.83,109.34
2014-08-13,1160.7868,47.05,109.56
2014-08-14,1165.67,47.31,109.62
2014-08-15,1165.6215,47.21,109.89
2014-08-18,1176.4303,47.5,109.66
2014-08-19,1181.9832,47.66,109.51
2014-08-20,1184.331,47.57,109.39
2014-08-21,1187.4283,47.7,109.58
2014-08-22,1185.6863,47.51,109.56
2014-08-25,1191.1879,47.81,109.65
2014-08-26,1193.3928,47.89,109.66
2014-08-27,1193.1862,48.0,109.8
2014-08-28,1190.7962,47.78,110.02
2014-08-29,1195.4179,47.78,109.98
2014-09-02,1195.8779,47.81,109.45
2014-09-03,1194.1448,48.21,109.57
2014-09-04,1191.7482,48.0,109.43
2014-09-05,1197.4544,48.09,109.37
2014-09-08,1194.695,47.57,109.26
2014-09-09,1186.1759,47.36,109.11
2014-09-10,1190.5891,47.51,108.96
2014-09-11,1192.3757,47.2,108.85
2014-09-12,1184.5281,47.06,108.63
2014-09-15,1181.4837,46.95,108.61
2014-09-16,1189.9839,47.24,108.61
2014-09-17,1191.6291,46.88,108.49
2014-09-18,1197.0182,47.16,108.5
2014-09-19,1194.9778,46.93,108.68
2014-09-22,1183.661,46.64,108.83
2014-09-23,1176.2983,46.24,108.93
2014-09-24,1185.3815,46.54,108.86
2014-09-25,1166.5312,45.82,109.07
2014-09-26,1176.3861,46.03,109.06
2014-09-29,1173.6012,45.56,109.18
2014-09-30,1168.7051,45.48,109.11
2014-10-01,1152.8729,44.88,109.53
2014-10-02,1153.9568,44.54,109.35
2014-10-03,1166.486,44.59,109.3
2014-10-06,1163.8032,44.97,109.4
2014-10-07,1145.9025,44.28,109.82
