Date,CLOSE
2007-05-29,1518.1131
2007-05-30,1530.2308
2007-05-31,1530.6212
2007-06-01,1536.3358
2007-06-04,1539.1818
2007-06-05,1530.9461
2007-06-06,1517.3786
2007-06-07,1490.7188
2007-06-08,1507.6728
2007-06-11,1509.1208
2007-06-12,1492.9961
2007-06-13,1515.6733
2007-06-14,1522.9742
2007-06-15,1532.9081
2007-06-18,1531.0455
2007-06-19,1533.7046
2007-06-20,1512.8383
2007-06-21,1522.1857
2007-06-22,1502.5604
2007-06-25,1497.7407
2007-06-26,1492.893
2007-06-27,1506.3446
2007-06-28,1505.7118
2007-06-29,1503.3486
2007-07-02,1519.4309
2007-07-03,1524.8711
2007-07-05,1525.4031
2007-07-06,1530.4407
2007-07-09,1531.8544
2007-07-10,1510.1162
2007-07-11,1518.7556
2007-07-12,1547.7005
2007-07-13,1552.4978
2007-07-16,1549.5233
2007-07-17,1549.3681
2007-07-18,1546.1727
2007-07-19,1553.077
2007-07-20,1534.0953
2007-07-23,1541.5657
2007-07-24,1511.0376
2007-07-25,1518.0913
2007-07-26,1482.6648
2007-07-27,1458.9519
2007-07-30,1473.9105
2007-07-31,1455.2748
2007-08-01,1465.8082
2007-08-02,1472.1971
2007-08-03,1433.0579
2007-08-06,1467.6728
2007-08-07,1476.7103
2007-08-08,1497.4855
2007-08-09,1453.0937
2007-08-10,1453.6394
2007-08-13,1452.9168
2007-08-14,1426.541
2007-08-15,1406.6955
2007-08-16,1411.2663
2007-08-17,1445.9432
2007-08-20,1445.5515
2007-08-21,1447.1169
2007-08-22,1464.0665
2007-08-23,1462.503
2007-08-24,1479.3661
2007-08-27,1466.788
2007-08-28,1432.3566
2007-08-29,1463.7564
2007-08-30,1457.6393
2007-08-31,1473.9879
2007-09-04,1489.4176
2007-09-05,1472.2887
2007-09-06,1478.5465
2007-09-07,1453.5526
2007-09-10,1451.6966
2007-09-11,1471.4871
2007-09-12,1471.5556
2007-09-13,1483.9493
2007-09-14,1484.2543
2007-09-17,1476.6524
2007-09-18,1519.7789
2007-09-19,1529.0281
2007-09-20,1518.7464
2007-09-21,1525.749
2007-09-24,1517.7347
2007-09-25,1517.2146
2007-09-26,1525.4234
2007-09-27,1531.3766
2007-09-28,1526.7467
2007-10-01,1547.0351
2007-10-02,1546.6342
2007-10-03,1539.595
2007-10-04,1542.8379
2007-10-05,1557.5931
2007-10-08,1552.5829
2007-10-09,1565.153
2007-10-10,1562.4743
2007-10-11,1554.406
2007-10-12,1561.8006
2007-10-15,1548.7076
2007-10-16,1538.5309
2007-10-17,1541.2419
2007-10-18,1540.0776
2007-10-19,1500.631
2007-10-22,1506.3306
2007-10-23,1519.5909
2007-10-24,1515.8824
2007-10-25,1514.4045
2007-10-26,1535.2775
2007-10-29,1540.9801
2007-10-30,1531.0181
2007-10-31,1549.3773
2007-11-01,1508.4424
2007-11-02,1509.6517
2007-11-05,1502.1679
2007-11-06,1520.2686
2007-11-07,1475.6201
2007-11-08,1474.7714
2007-11-09,1453.6962
2007-11-12,1439.1816
2007-11-13,1481.0473
2007-11-14,1470.5814
2007-11-15,1451.1514
2007-11-16,1458.7393
2007-11-19,1433.2696
2007-11-20,1439.7035
2007-11-21,1416.7669
2007-11-23,1440.7007
2007-11-26,1407.2152
2007-11-27,1428.2266
2007-11-28,1469.0216
2007-11-29,1469.7169
2007-11-30,1481.1432
2007-12-03,1472.4158
2007-12-04,1462.7902
2007-12-05,1485.0068
2007-12-06,1507.3446
2007-12-07,1504.6596
2007-12-10,1515.9589
2007-12-11,1477.6471
2007-12-12,1486.59
2007-12-13,1488.4123
2007-12-14,1467.952
2007-12-17,1445.9026
2007-12-18,1454.9776
2007-12-19,1453.0016
2007-12-20,1460.1167
2007-12-21,1484.4626
2007-12-24,1496.454
2007-12-26,1497.6601
2007-12-27,1476.3665
2007-12-28,1478.4877
2007-12-31,1468.3552
2008-01-02,1447.1588
2008-01-03,1447.1639
2008-01-04,1411.6297
2008-01-07,1416.1821
2008-01-08,1390.1872
2008-01-09,1409.1285
2008-01-10,1420.3313
2008-01-11,1401.0162
2008-01-14,1416.2536
2008-01-15,1380.948
2008-01-16,1373.2009
2008-01-17,1333.2512
2008-01-18,1325.1893
2008-01-22,1310.5028
2008-01-23,1338.5984
2008-01-24,1352.0702
2008-01-25,1330.6052
2008-01-28,1353.9701
2008-01-29,1362.2965
2008-01-30,1355.8142
2008-01-31,1378.5473
2008-02-01,1395.4152
2008-02-04,1380.8211
2008-02-05,1336.6415
2008-02-06,1326.4517
2008-02-07,1336.9076
2008-02-08,1331.2939
2008-02-11,1339.1271
2008-02-12,1348.8615
2008-02-13,1367.2109
2008-02-14,1348.8625
2008-02-15,1349.9947
2008-02-19,1348.7779
2008-02-20,1360.0258
2008-02-21,1342.5277
2008-02-22,1353.1121
2008-02-25,1371.7968
2008-02-26,1381.2882
2008-02-27,1380.0235
2008-02-28,1367.6844
2008-02-29,1330.633
2008-03-03,1331.336
2008-03-04,1326.7536
2008-03-05,1333.7024
2008-03-06,1304.3436
2008-03-07,1293.3721
2008-03-10,1273.3696
2008-03-11,1320.648
2008-03-12,1308.7698
2008-03-13,1315.482
2008-03-14,1288.1398
2008-03-17,1276.5955
2008-03-18,1330.7356
2008-03-19,1298.421
2008-03-20,1329.5085
2008-03-24,1349.8837
2008-03-25,1352.9854
2008-03-26,1341.1275
2008-03-27,1325.7628
2008-03-28,1315.2162
2008-03-31,1322.7034
2008-04-01,1370.1768
2008-04-02,1367.5254
2008-04-03,1369.3063
2008-04-04,1370.4001
2008-04-07,1372.5367
2008-04-08,1365.5366
2008-04-09,1354.4904
2008-04-10,1360.5491
2008-04-11,1332.8271
2008-04-14,1328.3162
2008-04-15,1334.4331
2008-04-16,1364.7063
2008-04-17,1365.5588
2008-04-18,1390.3315
2008-04-21,1388.1666
2008-04-22,1375.9426
2008-04-23,1379.9331
2008-04-24,1388.8192
2008-04-25,1397.8435
2008-04-28,1396.3669
2008-04-29,1390.939
2008-04-30,1385.5865
2008-05-01,1409.3413
2008-05-02,1413.8974
2008-05-05,1407.4936
2008-05-06,1418.2566
2008-05-07,1392.5708
2008-05-08,1397.682
2008-05-09,1388.281
2008-05-12,1403.5826
2008-05-13,1403.0433
2008-05-14,1408.6591
2008-05-15,1423.572
2008-05-16,1425.3465
2008-05-19,1426.633
2008-05-20,1413.398
2008-05-21,1390.7114
2008-05-22,1394.3539
2008-05-23,1375.9319
2008-05-27,1385.3467
2008-05-28,1390.8366
2008-05-29,1398.2633
2008-05-30,1400.3767
2008-06-02,1385.6735
2008-06-03,1377.6534
2008-06-04,1377.1995
2008-06-05,1404.0472
2008-06-06,1360.6783
2008-06-09,1361.7602
2008-06-10,1358.4428
2008-06-11,1335.4874
2008-06-12,1339.8712
2008-06-13,1360.0291
2008-06-16,1360.1419
2008-06-17,1350.9285
2008-06-18,1337.81
2008-06-19,1342.8319
2008-06-20,1317.9259
2008-06-23,1318.002
2008-06-24,1314.2901
2008-06-25,1321.9729
2008-06-26,1283.1511
2008-06-27,1278.3754
2008-06-30,1280.0012
2008-07-01,1284.9144
2008-07-02,1261.5173
2008-07-03,1262.8972
2008-07-07,1252.3068
2008-07-08,1273.704
2008-07-09,1244.6895
2008-07-10,1253.3893
2008-07-11,1239.4896
2008-07-14,1228.2971
2008-07-15,1214.9084
2008-07-16,1245.3628
2008-07-17,1260.3229
2008-07-18,1260.6823
2008-07-21,1260.0034
2008-07-22,1277.0034
2008-07-23,1282.1931
2008-07-24,1252.5434
2008-07-25,1257.764
2008-07-28,1234.3658
2008-07-29,1263.1993
2008-07-30,1284.2601
2008-07-31,1267.3809
2008-08-01,1260.3138
2008-08-04,1249.0147
2008-08-05,1284.8773
2008-08-06,1289.1881
2008-08-07,1266.0686
2008-08-08,1296.3222
2008-08-11,1305.3227
2008-08-12,1289.5875
2008-08-13,1285.8269
2008-08-14,1292.9285
2008-08-15,1298.1996
2008-08-18,1278.6007
2008-08-19,1266.6914
2008-08-20,1274.5431
2008-08-21,1277.7239
2008-08-22,1292.1959
2008-08-25,1266.8368
2008-08-26,1271.5136
2008-08-27,1281.6638
2008-08-28,1300.6761
2008-08-29,1282.828
2008-09-02,1277.5773
2008-09-03,1274.9803
2008-09-04,1236.8277
2008-09-05,1242.3143
2008-09-08,1267.7922
2008-09-09,1224.5079
2008-09-10,1232.0412
2008-09-11,1249.0486
2008-09-12,1251.7009
2008-09-15,1192.7021
2008-09-16,1213.5863
2008-09-17,1156.3861
2008-09-18,1206.5148
2008-09-19,1255.0751
2008-09-22,1207.0934
2008-09-23,1188.2175
2008-09-24,1185.8682
2008-09-25,1209.1795
2008-09-26,1213.0128
2008-09-29,1106.391
2008-09-30,1166.3614
2008-10-01,1161.0648
2008-10-02,1114.2793
2008-10-03,1099.2337
2008-10-06,1056.8874
2008-10-07,996.2322
2008-10-08,984.9415
2008-10-09,909.9166
2008-10-10,899.2163
2008-10-13,1003.3532
2008-10-14,998.012
2008-10-15,907.8399
2008-10-16,946.4268
2008-10-17,940.552
2008-10-20,985.3961
2008-10-21,955.0542
2008-10-22,896.7837
2008-10-23,908.1139
2008-10-24,876.7696
2008-10-27,848.9198
2008-10-28,940.5051
2008-10-29,930.0924
2008-10-30,954.0874
2008-10-31,968.7538
2008-12-01,816.2114
2008-12-02,848.8083
2008-12-03,870.7388
2008-12-04,845.2218
2008-12-05,876.0672
2008-12-08,909.7035
2008-12-09,888.6697
2008-12-10,899.2395
2008-12-11,873.5881
2008-12-12,879.7329
2008-12-15,868.574
2008-12-16,913.1789
2008-12-17,904.4227
2008-12-18,885.2757
2008-12-19,887.8813
2008-12-22,871.6341
2008-12-23,863.156
2008-12-24,868.1527
2008-12-26,872.7975
2008-12-29,869.4206
2008-12-30,890.6356
2008-12-31,903.2549
2009-01-02,931.8008
2009-01-05,927.4501
2009-01-06,934.6967
2009-01-07,906.6462
2009-01-08,909.7315
2009-01-09,890.35
2009-01-12,870.2604
2009-01-13,871.7852
2009-01-14,842.6166
2009-01-15,843.7376
2009-01-16,850.1205
2009-01-20,805.224
2009-01-21,840.2446
2009-01-22,827.4953
2009-01-23,831.9517
2009-01-26,836.5692
2009-01-27,845.706
2009-01-28,874.0937
2009-01-29,845.1433
2009-01-30,825.8817
2009-02-02,825.4372
2009-02-03,838.5056
2009-02-04,832.2272
2009-02-05,845.8514
2009-02-06,868.6033
2009-02-09,869.8851
2009-02-10,827.1607
2009-02-11,833.735
2009-02-12,835.1888
2009-02-13,826.8435
2009-02-17,789.1714
2009-02-18,788.4161
2009-02-19,778.9423
2009-02-20,770.0473
2009-02-23,743.3283
2009-02-24,773.1448
2009-02-25,764.9025
2009-02-26,752.8306
2009-02-27,735.0922
2009-03-02,700.8187
2009-03-03,696.3303
2009-03-04,712.8658
2009-03-05,682.5531
2009-03-06,683.3841
2009-03-09,676.5302
2009-03-10,719.5982
2009-03-11,721.358
2009-03-12,750.7407
2009-03-13,756.5532
2009-03-16,753.8927
2009-03-17,778.1189
2009-03-18,794.3493
2009-03-19,784.0393
2009-03-20,768.5441
2009-03-23,822.9154
2009-03-24,806.1221
2009-03-25,813.8802
2009-03-26,832.8584
2009-03-27,815.9385
2009-03-30,787.5333
2009-03-31,797.8668
2009-04-01,811.0755
2009-04-02,834.3783
2009-04-03,842.5004
2009-04-06,835.4785
2009-04-07,815.553
2009-04-08,825.1567
2009-04-09,856.5597
2009-04-13,858.7316
2009-04-14,841.5048
2009-04-15,852.0616
2009-04-16,865.3016
2009-04-17,869.5955
2009-04-20,832.3916
2009-04-21,850.078
2009-04-22,843.5535
2009-04-23,851.9219
2009-04-24,866.2293
2009-04-27,857.5057
2009-04-28,855.1576
2009-04-29,873.6431
2009-04-30,872.8072
2009-05-01,877.523
2009-05-04,907.2375
2009-05-05,903.8011
2009-05-06,919.5347
2009-05-07,907.3885
2009-05-08,929.2311
2009-05-11,909.2394
2009-05-12,908.3462
2009-05-13,883.916
2009-05-14,893.0655
2009-05-15,882.8753
2009-05-18,909.7077
2009-05-19,908.1297
2009-05-20,903.4724
2009-05-21,888.3311
2009-05-22,887.0015
2009-05-26,910.331
2009-05-27,893.0598
2009-05-28,906.833
2009-05-29,919.1399
2009-06-01,942.8706
2009-06-02,944.7362
2009-06-03,931.7623
2009-06-04,942.4638
2009-06-05,940.0882
2009-06-08,939.1351
2009-06-09,942.434
2009-06-10,939.1532
2009-06-11,944.8908
2009-06-12,946.2071
2009-06-15,923.7209
2009-06-16,911.9664
2009-06-17,910.7061
2009-06-18,918.3701
2009-06-19,921.2266
2009-06-22,893.0426
2009-06-23,895.098
2009-06-24,900.9406
2009-06-25,920.2639
2009-06-26,918.9045
2009-06-29,927.2289
2009-06-30,919.3239
2009-07-01,923.328
2009-07-02,896.4231
2009-07-06,898.7177
2009-07-07,881.0322
2009-07-08,879.5599
2009-07-09,882.6822
2009-07-10,879.1283
2009-07-13,901.0515
2009-07-14,905.8369
2009-07-15,932.6767
2009-07-16,940.7441
2009-07-17,940.3763
2009-07-20,951.1256
2009-07-21,954.5762
2009-07-22,954.0721
2009-07-23,976.2911
2009-07-24,979.2627
2009-07-27,982.1766
2009-07-28,979.6236
2009-07-29,975.147
2009-07-30,986.7544
2009-07-31,987.4752
2009-08-03,1002.625
2009-08-04,1005.6474
2009-08-05,1002.723
2009-08-06,997.0808
2009-08-07,1010.4751
2009-08-10,1007.0953
2009-08-11,994.3455
2009-08-12,1005.8061
2009-08-13,1012.7329
2009-08-14,1004.0941
2009-08-17,979.7299
2009-08-18,989.6694
2009-08-19,996.4645
2009-08-20,1007.3704
2009-08-21,1026.1298
2009-08-24,1025.5724
2009-08-25,1027.9983
2009-08-26,1028.1238
2009-08-27,1030.9821
2009-08-28,1028.9317
2009-08-31,1020.6246
2009-09-01,998.0421
2009-09-02,994.7546
2009-09-03,1003.2384
2009-09-04,1016.4036
2009-09-08,1025.3861
2009-09-09,1033.3741
2009-09-10,1044.1402
2009-09-11,1042.7322
2009-09-14,1049.3362
2009-09-15,1052.6316
2009-09-16,1068.7571
2009-09-17,1065.4853
2009-09-18,1068.2953
2009-09-21,1064.658
2009-09-22,1071.6626
2009-09-23,1060.8653
2009-09-24,1050.7821
2009-09-25,1044.3824
2009-09-28,1062.9813
2009-09-29,1060.6057
2009-09-30,1057.0786
2009-10-01,1029.8458
2009-10-02,1025.2105
2009-10-05,1040.4555
2009-10-06,1054.7189
2009-10-07,1057.5849
2009-10-08,1065.4808
2009-10-09,1071.4892
2009-10-12,1076.1887
2009-10-13,1073.1911
2009-10-14,1092.0223
2009-10-15,1096.5578
2009-10-16,1087.6823
2009-10-19,1097.9074
2009-10-20,1091.0641
2009-10-21,1081.4006
2009-10-22,1092.9092
2009-10-23,1079.6024
2009-10-26,1066.9502
2009-10-27,1063.4149
2009-10-28,1042.6315
2009-10-29,1066.1077
2009-10-30,1036.1945
2009-11-02,1042.8768
2009-11-03,1045.4089
2009-11-04,1046.4999
2009-11-05,1066.6308
2009-11-06,1069.3006
2009-11-09,1093.0803
2009-11-10,1093.014
2009-11-11,1098.5072
2009-11-12,1087.2374
2009-11-13,1093.4807
2009-11-16,1109.2986
2009-11-17,1110.3174
2009-11-18,1109.7958
2009-11-19,1094.8961
2009-11-20,1091.3769
2009-11-23,1106.2418
2009-11-24,1105.6532
2009-11-25,1110.6297
2009-11-27,1091.4912
2009-11-30,1095.6296
2009-12-01,1108.8634
2009-12-02,1109.2353
2009-12-03,1099.9222
2009-12-04,1105.9755
2009-12-07,1103.2529
2009-12-08,1091.9402
2009-12-09,1095.9486
2009-12-10,1102.3516
2009-12-11,1106.4114
2009-12-14,1114.1137
2009-12-15,1107.9268
2009-12-16,1109.1786
2009-12-17,1096.0833
2009-12-18,1102.4656
2009-12-21,1114.0461
2009-12-22,1118.0244
2009-12-23,1120.592
2009-12-24,1126.476
2009-12-28,1127.7768
2009-12-29,1126.2041
2009-12-30,1126.4211
2009-12-31,1115.1027
2010-01-04,1132.9855
2010-01-05,1136.5234
2010-01-06,1137.1378
2010-01-07,1141.6949
2010-01-08,1144.9831
2010-01-11,1146.979
2010-01-12,1136.2212
2010-01-13,1145.676
2010-01-14,1148.4606
2010-01-15,1136.0289
2010-01-19,1150.2322
2010-01-20,1138.0402
2010-01-21,1116.4785
2010-01-22,1091.7555
2010-01-25,1096.7849
2010-01-26,1092.1659
2010-01-27,1097.5042
2010-01-28,1084.5264
2010-01-29,1073.8694
2010-02-01,1089.1887
2010-02-02,1103.3231
2010-02-03,1097.2817
2010-02-04,1063.1099
2010-02-05,1066.1868
2010-02-08,1056.7447
2010-02-09,1070.5237
2010-02-10,1068.1346
2010-02-11,1078.4666
2010-02-12,1075.5133
2010-02-16,1094.871
2010-02-17,1099.5091
2010-02-18,1106.7521
2010-02-19,1109.173
2010-02-22,1108.0149
2010-02-23,1094.6016
2010-02-24,1105.2442
2010-02-25,1102.9425
2010-02-26,1104.4934
2010-03-01,1115.7125
2010-03-02,1118.3106
2010-03-03,1118.7899
2010-03-04,1122.9736
2010-03-05,1138.6981
2010-03-08,1138.5049
2010-03-09,1140.4464
2010-03-10,1145.609
2010-03-11,1150.2431
2010-03-12,1149.9919
2010-03-15,1150.5139
2010-03-16,1159.4639
2010-03-17,1166.21
2010-03-18,1165.833
2010-03-19,1159.8974
2010-03-22,1165.8076
2010-03-23,1174.1663
2010-03-24,1167.7173
2010-03-25,1165.7272
2010-03-26,1166.5886
2010-03-29,1173.2222
2010-03-30,1173.2715
2010-03-31,1169.4312
2010-04-01,1178.1026
2010-04-05,1187.4393
2010-04-06,1189.4411
2010-04-07,1182.4504
2010-04-08,1186.4409
2010-04-09,1194.3677
2010-04-12,1196.4783
2010-04-13,1197.3013
2010-04-14,1210.6517
2010-04-15,1211.668
2010-04-16,1192.1288
2010-04-19,1197.5182
2010-04-20,1207.1745
2010-04-21,1205.9447
2010-04-22,1208.6697
2010-04-23,1217.2756
2010-04-26,1212.054
2010-04-27,1183.7132
2010-04-28,1191.3558
2010-04-29,1206.7761
2010-04-30,1186.6894
2010-05-03,1202.2601
2010-05-04,1173.5993
2010-05-05,1165.897
2010-05-06,1128.1504
2010-05-07,1110.8847
2010-05-10,1159.7265
2010-05-11,1155.7867
2010-05-12,1171.6727
2010-05-13,1157.4374
2010-05-14,1135.6823
2010-05-17,1136.9425
2010-05-18,1120.803
2010-05-19,1115.0494
2010-05-20,1071.5937
2010-05-21,1087.6933
2010-05-24,1073.6524
2010-05-25,1074.0269
2010-05-26,1067.9474
2010-05-27,1103.0621
2010-05-28,1089.4058
2010-06-01,1070.7073
2010-06-02,1098.38
2010-06-03,1102.8251
2010-06-04,1064.875
2010-06-07,1050.4748
2010-06-08,1062.0036
2010-06-09,1055.694
2010-06-10,1086.8351
2010-06-11,1091.5996
