Date,.RUA,ACWX.O,.SPCBMICUSRE,AGG,.MERH0A0,.BCOM
2010-12-15,735.3732,43.52,199.155,104.6,781.858,154.6124
2010-12-16,740.4777,43.67,196.912,104.8,781.755,153.511
2010-12-17,741.5906,43.5,197.35,105.37,782.147,155.1857
2010-12-20,743.4933,43.51,198.944,105.44,782.805,156.967
2010-12-21,748.4162,43.43,201.557,105.64,783.792,157.8518
2010-12-22,750.7058,43.52,203.711,105.5175,784.464,158.6797
2010-12-23,749.4098,43.56,203.877,105.32,784.847,158.8899
2010-12-24,,,203.877,,785.019,
2010-12-27,750.0078,43.49,203.877,105.62,785.726,159.0601
2010-12-28,750.0909,43.44,206.468,104.66,786.2,160.5842
2010-12-29,751.2049,43.89,206.946,105.4,787.207,160.6539
2010-12-30,750.3036,43.84,207.537,105.32,788.214,159.6898
2010-12-31,749.4815,44.04,207.854,105.75,789.035,162.3929
2011-01-03,758.4072,44.41,211.146,105.63,791.526,162.444
2011-01-04,755.9863,44.17,206.86,105.66,793.27,160.0123
2011-01-05,760.2268,44.13,208.049,105.15,793.945,160.7289
2011-01-06,758.561,43.74,205.825,105.17,795.361,158.9091
2011-01-07,757.1328,43.52,205.825,105.51,795.918,157.8586
2011-01-10,756.8812,43.3,205.759,105.79,795.864,158.7072
2011-01-11,759.8543,43.61,205.165,105.58,796.552,160.3728
2011-01-12,766.4549,44.51,206.307,105.57,797.788,162.6079
2011-01-13,765.3153,44.54,206.722,105.95,799.007,161.8781
2011-01-14,770.9153,44.76,206.722,105.73,799.55,161.6715
2011-01-17,,,208.288,,,
2011-01-18,772.4449,44.99,208.288,105.66,800.51,162.0757
2011-01-19,763.0835,44.67,206.785,105.68,800.927,161.8292
2011-01-20,760.9261,44.22,206.904,105.28,800.491,160.9676
2011-01-21,761.8057,44.27,206.904,105.61,801.037,161.9116
2011-01-24,766.6933,44.72,208.508,105.55,802.299,160.8751
2011-01-25,766.9493,44.67,210.921,105.88,803.48,158.1179
2011-01-26,771.599,44.91,210.921,105.53,804.145,160.4835
2011-01-27,773.5133,44.97,214.422,105.71,805.129,159.4605
2011-01-28,759.3211,43.94,210.364,105.86,805.552,161.29
2011-01-31,765.139,44.28,213.44,105.66,,163.9999
2011-02-01,778.19,45.34,213.44,105.12,806.391,164.5835
2011-02-02,776.1204,45.32,214.416,105.0,807.425,165.3377
2011-02-03,778.0737,45.36,214.77,104.61,808.208,164.2549
2011-02-04,780.2461,45.319,214.77,104.26,809.291,163.9771
2011-02-07,785.4868,45.41,215.227,104.3,810.969,162.7616
2011-02-08,788.9287,45.57,215.821,104.0,811.778,162.8766
2011-02-09,786.5297,45.2544,216.025,104.19,811.991,163.8046
2011-02-10,787.6715,44.95,216.025,103.89,811.456,163.2628
2011-02-11,792.6504,45.03,218.008,104.3,811.742,162.4584
2011-02-14,795.0187,45.14,217.959,104.35,812.66,162.9754
2011-02-15,791.9548,45.06,216.898,104.48,812.976,161.6437
2011-02-16,797.3432,45.59,217.826,104.48,813.389,161.7192
2011-02-17,800.128,45.78,217.826,104.73,814.816,163.0455
2011-02-18,801.2926,45.92,218.781,104.69,815.618,162.9797
2011-02-21,,,218.781,,816.147,
2011-02-22,784.0611,44.56,216.598,105.07,816.183,161.8695
2011-02-23,778.004,44.64,214.732,105.15,815.224,163.4702
2011-02-24,777.8184,44.72,214.732,105.17,814.485,162.3528
2011-02-25,787.5755,45.29,217.765,105.45,,165.3397
2011-02-28,791.4388,45.72,222.64,105.65,816.395,166.1437
2011-03-01,778.601,45.1,216.256,105.28,817.36,166.9841
2011-03-02,780.2584,45.48,213.879,105.11,817.249,167.8785
2011-03-03,794.174,46.05,217.294,104.74,817.687,168.255
2011-03-04,788.6068,45.76,215.033,105.02,818.015,169.2792
2011-03-07,781.2553,45.24,213.402,105.07,818.285,168.4538
2011-03-08,788.5446,45.52,213.402,104.99,818.267,167.4094
2011-03-09,787.1281,45.47,216.68,105.24,818.463,166.7164
2011-03-10,771.8148,44.32,212.846,105.61,817.174,164.3951
2011-03-11,777.0365,44.45,212.846,105.63,816.505,163.349
2011-03-14,772.4505,43.91,215.018,105.69,816.705,163.1375
2011-03-15,764.2426,43.01,211.553,105.73,813.128,157.5752
2011-03-16,750.5016,41.82,211.553,106.03,813.981,157.7832
2011-03-17,759.4502,43.02,210.142,105.96,814.438,162.8822
2011-03-18,763.2174,43.56,210.142,105.92,815.924,164.8079
2011-03-21,775.4426,44.58,214.59,105.67,817.304,165.5269
2011-03-22,772.4239,44.32,213.023,105.68,817.701,166.804
2011-03-23,774.5364,44.43,210.554,105.63,817.782,167.5835
2011-03-24,781.769,45.0,210.554,105.34,818.046,168.3446
2011-03-25,784.9214,44.67,213.354,105.25,818.205,168.7355
2011-03-28,782.6011,44.63,212.957,105.2,818.781,166.6232
2011-03-29,788.4008,44.94,212.957,105.07,818.689,166.5502
2011-03-30,794.4957,45.53,216.696,105.25,819.4,166.5768
2011-03-31,793.8504,45.45,216.696,105.13,819.825,169.5579
2011-04-01,797.9177,45.92,218.595,104.96,821.122,170.0157
2011-04-04,798.424,46.07,218.492,105.13,822.628,170.8514
2011-04-05,798.8768,46.03,218.588,104.91,822.973,171.2484
2011-04-06,800.1876,46.24,218.588,104.6,824.204,171.4384
2011-04-07,798.4236,46.109,218.661,104.76,824.988,171.4017
2011-04-08,794.7183,46.34,214.531,104.56,825.487,173.8811
2011-04-11,791.8415,46.15,214.735,104.66,826.261,172.8619
2011-04-12,785.0949,45.58,214.735,105.06,825.845,169.2417
2011-04-13,785.7507,45.8,214.061,105.17,826.271,169.3991
2011-04-14,786.0975,45.93,217.427,105.07,826.358,169.8973
2011-04-15,789.9012,45.89,217.427,105.45,826.812,170.666
2011-04-18,780.5919,44.98,220.124,105.63,826.758,169.8218
2011-04-19,784.8266,45.38,219.905,105.84,826.843,170.8043
2011-04-20,796.16,46.48,222.428,105.69,827.776,172.7119
2011-04-21,800.7257,46.74,223.93,105.76,828.354,174.2186
2011-04-22,,,223.93,,,
2011-04-25,799.5469,46.56,223.93,105.82,829.319,174.5214
2011-04-26,806.8413,46.98,225.422,106.21,829.935,173.7013
2011-04-27,811.8571,47.3,228.914,106.12,830.187,173.095
2011-04-28,814.5247,47.48,231.828,106.37,830.884,173.0189
2011-04-29,816.6631,47.72,230.655,106.46,832.038,175.4211
2011-05-02,814.3808,47.61,230.828,106.2,833.235,174.1929
2011-05-03,810.2342,47.02,228.861,106.23,833.484,172.1911
2011-05-04,804.1671,46.63,227.564,106.43,834.006,168.9085
2011-05-05,797.7391,45.78,227.111,106.67,834.021,161.0196
2011-05-06,800.9058,45.94,225.07,106.66,834.62,159.5043
2011-05-09,805.428,46.25,226.301,106.78,835.324,162.5688
2011-05-10,812.6227,46.57,226.301,106.59,835.535,164.6022
2011-05-11,803.1557,45.78,227.225,106.78,836.131,159.6569
2011-05-12,807.2045,45.84,227.225,106.62,835.676,159.8745
2011-05-13,800.1711,45.14,224.999,106.79,835.849,159.8395
2011-05-16,794.3754,45.0,224.999,107.02,836.759,159.2235
2011-05-17,793.4275,45.11,225.447,107.14,836.677,158.9118
2011-05-18,801.4105,45.51,227.596,106.97,836.432,162.8795
2011-05-19,803.0678,45.69,228.351,106.89,836.833,160.8559
2011-05-20,797.1987,45.09,228.351,106.99,836.933,162.352
2011-05-23,786.98,44.17,223.186,107.08,836.226,160.7563
2011-05-24,786.011,44.49,224.051,107.12,836.163,161.4934
2011-05-25,789.5328,44.66,224.051,107.1,835.457,163.814
2011-05-26,793.5889,45.15,228.172,107.33,835.507,163.4876
2011-05-27,797.2003,45.39,229.349,107.43,835.367,165.3465
2011-05-30,,,229.349,,835.889,
2011-05-31,805.7376,46.27,232.99,107.46,836.356,166.5416
2011-06-01,786.8334,45.27,232.99,107.61,836.875,164.9848
2011-06-02,786.0176,45.5,226.11,107.18,835.583,165.6755
2011-06-03,777.8031,45.46,224.622,107.32,834.309,165.8851
2011-06-06,768.7686,44.85,222.218,107.34,834.23,164.694
2011-06-07,768.6146,45.26,224.648,107.56,833.277,165.2596
2011-06-08,764.4982,44.73,223.79,107.65,831.946,166.2306
2011-06-09,769.8124,45.14,221.391,107.49,830.397,166.7439
2011-06-10,758.6955,44.2,215.899,107.48,829.859,165.6002
2011-06-13,758.5033,44.24,216.711,107.34,828.692,163.6835
2011-06-14,768.9633,44.9,219.941,107.05,828.174,164.2537
2011-06-15,755.6939,43.61,216.218,107.32,827.811,161.3209
2011-06-16,756.6301,43.45,217.993,107.39,825.104,159.892
2011-06-17,758.5593,43.75,220.12,107.4899,824.392,158.9996
2011-06-20,762.9523,43.72,222.888,107.35,822.821,158.9169
2011-06-21,774.2306,44.53,224.575,107.45,823.113,160.1087
2011-06-22,769.3359,43.5,223.703,107.38,824.327,159.5741
2011-06-23,767.8451,43.19,219.098,107.73,823.227,155.9667
2011-06-24,759.3209,42.84,219.036,107.63,823.155,155.5094
2011-06-27,765.9412,43.18,219.036,107.44,822.392,154.6622
2011-06-28,776.201,43.72,221.665,107.01,822.332,157.2128
2011-06-29,782.3783,44.35,221.665,106.69,824.594,159.0262
2011-06-30,790.0047,45.04,223.962,106.67,827.955,158.1349
2011-07-01,801.5886,45.49,224.507,106.4,829.134,156.8665
2011-07-04,,,228.528,,,
2011-07-05,801.07,45.27,228.528,106.81,831.439,159.4334
2011-07-06,802.3363,44.99,231.903,106.87,831.979,158.7266
2011-07-07,811.0155,45.4,231.903,106.57,833.928,161.0916
2011-07-08,805.5335,44.91,234.721,107.12,834.674,160.8306
2011-07-11,790.0814,43.56,234.125,107.41,833.006,160.0007
2011-07-12,786.5568,43.35,230.855,107.5,831.788,161.97
2011-07-13,789.5042,43.91,228.424,107.71,833.154,164.6637
2011-07-14,783.1209,43.56,226.21,107.44,833.47,163.3674
2011-07-15,787.8379,43.71,228.941,107.59,834.214,164.5448
2011-07-18,780.4071,43.07,227.188,107.43,833.797,164.044
2011-07-19,793.7768,43.69,227.188,107.66,834.064,165.0227
2011-07-20,793.0796,44.03,231.19,107.49,835.177,164.5288
2011-07-21,803.2688,44.95,234.893,107.32,836.345,163.558
2011-07-22,804.3169,45.04,234.893,107.55,838.02,165.2773
2011-07-25,799.0053,44.71,235.981,107.24,838.454,164.5956
2011-07-26,795.399,44.87,234.001,107.49,839.23,165.8254
2011-07-27,778.0173,43.93,234.001,107.31,838.582,165.0295
2011-07-28,775.535,43.8,227.273,107.52,838.342,164.0526
2011-07-29,771.1113,43.83,227.736,108.16,837.998,162.8146
2011-08-01,767.8474,43.51,227.736,108.1175,838.407,162.4846
2011-08-02,747.2389,42.34,216.833,108.58,836.277,163.4494
2011-08-03,751.241,42.47,215.469,108.69,833.852,161.8011
2011-08-04,713.1574,39.85,204.272,109.27,828.72,157.2922
2011-08-05,710.4007,40.12,199.261,108.55,822.795,156.1495
2011-08-08,660.421,37.02,181.122,108.6,809.103,153.0595
2011-08-09,694.1509,39.27,199.17,109.24,802.586,152.8335
2011-08-10,664.1288,37.3,193.89,110.13,800.112,154.7777
2011-08-11,695.7032,38.98,204.409,108.76,794.016,157.2904
2011-08-12,699.2882,39.36,203.755,109.24,799.485,157.0312
2011-08-15,715.3902,40.1684,211.356,109.41,804.706,158.3941
2011-08-16,707.4576,39.638,210.366,109.64,806.611,158.3815
2011-08-17,707.4509,39.851,210.927,109.82,808.627,159.7031
2011-08-18,674.2109,38.13,201.118,109.98,804.932,157.0895
2011-08-19,663.6978,37.51,197.394,110.03,802.85,159.0033
2011-08-22,663.6949,37.66,197.876,109.89,801.963,159.8813
2011-08-23,687.4859,38.92,202.965,109.63,796.957,160.6887
2011-08-24,696.5819,38.74,205.589,109.01,794.707,158.3737
2011-08-25,684.6638,38.02,201.393,109.23,796.211,159.2828
2011-08-26,696.4609,38.46,204.34,109.38,795.243,161.1418
2011-08-29,718.0409,39.5,204.34,109.26,797.435,161.4124
2011-08-30,720.0948,39.35,211.864,109.6,799.574,163.4335
2011-08-31,723.1535,39.97,214.034,109.5,804.597,164.4327
2011-09-01,713.5131,39.75,210.583,109.62,807.165,162.9113
2011-09-02,694.5781,38.81,205.258,109.95,807.183,162.5149
2011-09-05,,,205.258,,807.733,
2011-09-06,689.7033,37.74,204.744,110.24,801.46,161.2232
2011-09-07,710.833,38.9,212.781,109.98,804.041,162.2705
2011-09-08,702.5805,38.16,210.801,110.01,805.447,162.747
2011-09-09,683.5822,36.88,203.856,110.16,804.45,160.6014
2011-09-12,688.2307,36.64,204.717,109.94,799.689,159.733
2011-09-13,695.513,36.93,205.4,109.98,798.85,160.1931
2011-09-14,705.4125,37.22,206.614,110.0,799.871,159.6802
2011-09-15,716.9849,37.95,209.913,109.68,800.651,158.2791
2011-09-16,720.3778,38.05,209.913,109.84,802.062,157.4798
2011-09-19,712.84,36.98,211.705,110.08,801.205,154.7106
2011-09-20,709.9311,37.01,206.757,110.3,801.651,155.2538
2011-09-21,688.4853,36.0,195.966,110.48,801.169,153.9961
2011-09-22,665.927,34.49,190.893,110.8,793.766,147.2093
2011-09-23,670.6784,34.89,192.982,110.23,789.376,143.0863
2011-09-26,685.7395,35.44,195.668,109.98,787.693,143.2628
2011-09-27,694.0719,36.37,197.73,109.83,787.913,147.0767
2011-09-28,677.7937,35.72,191.805,109.74,785.274,143.2329
2011-09-29,683.3664,36.27,195.362,109.7,781.699,143.9562
2011-09-30,665.9715,35.05,189.717,110.11,775.674,140.2016
2011-10-03,644.4529,34.05,180.427,110.34,769.54,140.2979
2011-10-04,661.7866,34.56,188.277,110.0,757.487,138.3527
2011-10-05,673.7983,35.2,186.427,109.63,758.783,140.4014
2011-10-06,687.0566,36.19,191.624,109.45,765.918,142.7908
2011-10-07,679.9486,35.91,185.734,109.23,769.462,141.8116
2011-10-10,703.7411,37.36,195.314,109.01,770.017,144.3176
2011-10-11,704.4186,37.32,191.336,109.27,775.266,145.9048
2011-10-12,711.8845,38.05,194.874,109.06,782.977,146.0667
2011-10-13,710.1793,37.89,193.191,109.12,785.652,145.5652
2011-10-14,722.7412,38.48,198.1,108.94,789.053,148.209
2011-10-17,707.5452,37.62,193.051,109.37,791.506,147.1555
2011-10-18,722.7189,38.19,200.326,109.25,792.044,146.8853
2011-10-19,712.8612,37.45,197.713,109.41,797.409,144.9318
2011-10-20,715.9398,37.37,199.04,109.35,799.023,143.4456
2011-10-21,729.8185,38.25,205.613,109.41,803.918,144.9473
2011-10-24,741.5681,38.98,210.749,109.24,808.166,147.8057
2011-10-25,725.8634,38.3,206.805,109.8,811.923,148.7192
2011-10-26,734.1161,38.913,208.914,109.5,812.813,147.2336
2011-10-27,760.5583,41.04,218.89,109.08,820.626,150.8557
2011-10-28,760.4415,40.81,218.89,109.51,822.803,150.8745
2011-10-31,741.6619,38.98,218.89,110.03,821.871,149.4779
2011-11-01,720.2125,37.66,208.784,110.27,815.165,147.2323
2011-11-30,737.7782,38.14,207.901,109.38,803.695,146.1596
2011-12-01,735.9216,38.01,205.365,108.84,806.354,145.8963
2011-12-02,736.2799,37.99,205.939,109.12,809.686,146.2884
2011-12-05,744.2587,38.38,207.543,109.24,813.252,145.5054
2011-12-06,744.5919,38.16,207.366,109.14,814.207,145.8427
2011-12-07,745.6273,38.4,209.736,109.34,815.345,144.6089
2011-12-08,728.8813,37.28,204.73,109.45,815.723,143.4792
2011-12-09,742.2519,38.1,209.144,109.39,815.06,142.9838
2011-12-12,730.9736,37.0,205.161,109.42,814.449,140.7678
2011-12-13,723.2761,36.46,203.044,109.64,814.982,141.6432
2011-12-14,714.5488,36.11,204.153,109.91,814.072,136.5306
2011-12-15,717.558,35.91,207.13,109.68,814.093,136.2643
2011-12-16,720.7374,36.1,209.384,110.05,814.751,137.0063
2011-12-19,711.4485,35.69,207.238,110.16,815.658,137.2633
2011-12-20,733.5166,36.4,213.928,110.01,816.772,139.5701
2011-12-21,735.0326,36.33,214.072,109.73,817.69,140.379
2011-12-22,741.2386,36.65,216.873,109.9,818.91,141.0856
2011-12-23,747.4136,36.79,217.854,109.77,819.452,141.1978
2011-12-26,747.41,,217.854,,,
2011-12-27,747.8245,36.77,218.852,109.94,820.498,142.1297
2011-12-28,737.5456,35.99,215.536,110.13,821.866,140.6948
2011-12-29,745.7028,36.62,217.467,110.39,822.851,139.9781
2011-12-30,742.5821,36.81,216.505,110.25,823.599,140.6802
2012-01-02,742.58,,216.505,,,
2012-01-03,753.74,37.71,218.263,110.03,827.112,144.1586
2012-01-04,753.3079,37.49,214.454,109.88,828.3,144.4944
2012-01-05,756.1888,37.06,216.782,110.03,828.692,142.3351
2012-01-06,754.5051,36.57,215.709,110.12,829.912,142.5498
2012-01-09,756.5869,36.9,215.115,110.03,830.922,143.0837
2012-01-10,763.9382,37.4,217.842,110.0,832.522,144.2135
2012-01-11,764.721,37.23,219.018,110.39,832.837,143.1714
2012-01-12,766.7909,37.38,217.366,110.3,833.26,141.6074
2012-01-13,762.7,36.96,217.869,110.55,832.49,140.5055
2012-01-16,,,217.869,,833.11,
2012-01-17,765.2228,37.33,219.724,110.58,833.405,141.4807
2012-01-18,774.4707,38.08,221.311,110.44,834.0,141.1504
2012-01-19,778.4775,38.49,222.126,110.26,836.802,141.5853
2012-01-20,778.947,38.59,223.845,109.98,837.304,141.242
2012-01-23,779.1089,38.83,224.56,109.89,839.386,143.5295
2012-01-24,779.2048,38.66,226.178,109.98,840.22,143.9862
2012-01-25,786.4985,39.11,226.178,110.14,842.361,145.601
2012-01-26,782.1546,39.15,230.524,110.36,846.575,146.2543
2012-01-27,782.0619,39.31,230.926,110.54,847.299,146.623
2012-01-30,779.5672,38.88,228.785,110.86,846.497,145.0544
2012-01-31,779.2183,39.11,230.135,111.05,847.525,144.1561
2012-02-01,787.6174,39.72,232.438,110.58,848.969,144.3208
2012-02-02,788.8135,39.86,232.725,110.61,849.57,144.4537
2012-02-03,801.0437,40.45,235.979,110.56,851.408,145.5442
2012-02-06,800.5561,40.21,235.144,110.64,852.809,145.8447
2012-02-07,801.8625,40.49,234.821,110.53,853.772,146.0433
2012-02-08,803.4689,40.65,235.1,110.44,855.303,145.8883
2012-02-09,804.5076,40.62,233.106,110.26,855.605,146.546
2012-02-10,798.2369,39.84,230.927,110.41,853.789,144.8869
2012-02-13,804.2926,40.28,233.57,110.45,855.254,145.2825
2012-02-14,803.2325,40.0,230.495,110.54,855.612,144.9188
2012-02-15,799.0846,40.14,229.634,110.5,855.551,144.7028
2012-02-16,808.8309,40.58,232.048,110.48,854.462,145.2101
2012-02-17,810.0538,40.76,231.911,110.34,856.287,145.7564
2012-02-20,,,231.911,,856.846,
2012-02-21,809.7335,40.83,228.422,110.17,857.77,147.7198
2012-02-22,806.6964,40.76,226.274,110.48,858.945,148.2921
2012-02-23,811.2019,40.95,229.478,110.57,860.685,148.5882
2012-02-24,812.2317,41.27,229.68,110.6,863.084,149.3519
2012-02-27,813.0993,41.03,229.474,110.95,864.086,149.0454
2012-02-28,814.9724,41.44,227.726,110.87,865.342,148.7183
2012-02-29,810.3574,41.03,227.115,110.76,866.836,148.0367
2012-03-01,815.5181,41.5,228.437,110.26,867.287,148.5604
2012-03-02,811.7892,41.19,228.088,110.5,867.77,147.6924
2012-03-05,808.7285,40.89,230.231,110.34,866.328,146.3852
2012-03-06,795.5731,39.56,227.064,110.56,861.204,143.9578
2012-03-07,801.6624,40.01,228.378,110.46,862.143,143.7001
2012-03-08,809.9125,40.86,227.238,110.21,863.541,144.219
2012-03-09,813.7936,40.77,228.23,110.19,864.515,145.3984
2012-03-12,813.2919,40.63,229.404,110.29,865.299,144.8762
2012-03-13,828.2908,41.32,234.366,109.92,866.182,145.9839
2012-03-14,826.3413,40.96,233.438,109.32,866.585,144.6324
2012-03-15,831.7051,41.3,233.367,109.27,865.64,145.5788
2012-03-16,832.311,41.49,234.623,109.28,865.697,146.2257
2012-03-19,835.8222,41.62,236.501,108.93,866.2,146.4776
2012-03-20,832.4664,41.11,236.021,109.09,865.409,144.3305
2012-03-21,831.3165,40.9,235.408,109.35,866.097,144.3583
2012-03-22,824.8525,40.58,232.267,109.45,865.152,142.9386
2012-03-23,828.1439,40.8,233.837,109.7,865.015,144.0591
2012-03-26,839.9851,41.35,236.315,109.62,865.799,144.4699
2012-03-27,837.1836,41.13,236.353,109.74,866.626,144.0014
2012-03-28,832.8136,40.83,235.483,109.72,866.559,142.2276
2012-03-29,831.5565,40.56,235.534,110.02,865.617,139.9437
2012-03-30,834.0844,40.83,237.714,109.85,866.016,141.9021
2012-03-31,,,,,866.025,
2012-04-02,840.5686,41.35,239.155,109.62,866.598,143.7664
2012-04-03,837.4681,40.78,238.177,109.15,866.928,143.5999
2012-04-04,828.1688,39.93,235.586,109.38,866.248,140.8546
2012-04-05,827.4198,39.81,234.706,109.63,865.831,141.6643
2012-04-06,,,234.706,,,
2012-04-09,817.5147,39.54,232.254,110.11,864.077,141.1635
2012-04-10,802.5271,38.72,227.256,110.12,862.596,139.3818
2012-04-11,809.3677,39.22,230.197,110.13,862.039,139.6251
2012-04-12,820.9886,40.03,233.307,110.02,863.63,141.3537
2012-04-13,810.7319,39.3,231.962,110.36,864.322,139.462
2012-04-16,810.3924,39.46,235.679,110.38,864.829,138.2429
2012-04-17,822.8834,40.03,237.678,110.4,866.341,138.4587
2012-04-18,819.3568,39.83,235.944,110.54,866.689,137.1674
2012-04-19,814.9223,39.66,235.805,110.46,867.11,137.5226
2012-04-20,816.1336,39.88,238.894,110.48,867.569,138.1999
2012-04-23,808.6436,39.26,236.137,110.59,867.295,137.9107
2012-04-24,811.5825,39.5,239.843,110.43,868.676,138.1389
2012-04-25,823.227,39.92,242.554,110.48,870.844,138.8026
2012-04-26,828.9421,40.17,243.042,110.65,871.53,139.5597
2012-04-27,831.5908,40.29,244.612,110.64,873.402,140.6345
2012-04-30,827.6829,40.15,244.236,110.6,874.878,141.2917
2012-05-01,831.8018,40.31,246.743,110.33,877.025,141.5304
2012-05-02,830.4006,40.05,246.556,110.44,877.683,139.2058
2012-05-03,822.8653,39.7,245.229,110.56,878.821,138.3832
2012-05-04,809.5181,39.07,243.033,110.67,879.476,137.1364
2012-05-07,810.0188,39.22,244.762,110.71,879.617,137.3122
2012-05-08,806.78,38.64,244.366,110.79,879.579,136.274
2012-05-09,801.6813,38.07,243.578,110.82,878.475,135.908
2012-05-10,803.7121,38.35,243.71,110.71,879.282,136.0122
2012-05-11,801.4118,38.09,244.225,110.79,879.311,134.7538
2012-05-14,792.1588,37.3,240.985,111.04,877.547,133.1207
2012-05-15,787.8546,36.84,239.79,110.98,876.497,133.8805
2012-05-16,784.0523,36.43,236.809,110.96,874.095,134.3202
2012-05-17,770.7296,36.03,230.086,111.03,868.461,135.0473
2012-05-18,764.4882,35.8,227.202,111.0,865.683,136.0004
2012-05-21,777.8507,36.53,232.193,110.98,862.934,135.7211
2012-05-22,777.9511,36.37,232.624,110.71,864.849,134.4469
2012-05-23,779.8342,36.1,233.234,110.84,863.121,132.3578
2012-05-24,780.9458,35.87,234.08,110.75,863.17,132.3896
2012-05-25,779.5116,35.79,233.005,110.92,863.566,132.6133
2012-05-28,,,233.005,,864.129,
2012-05-29,788.493,36.3,236.474,110.86,865.647,131.1312
2012-05-30,776.3771,35.52,230.75,111.23,864.683,129.4238
2012-05-31,774.6095,35.69,232.448,111.56,864.316,128.3789
2012-06-01,754.6164,34.8,226.577,111.6,860.247,126.8123
2012-06-04,754.1076,35.03,225.403,111.34,858.699,127.5493
2012-06-05,759.4434,35.22,229.674,111.11,856.669,127.6687
2012-06-06,777.0668,36.27,234.829,110.78,860.199,129.4355
2012-06-07,776.1456,36.25,233.112,110.95,864.008,129.2446
2012-06-08,782.5645,36.06,236.343,110.9,864.582,128.8026
2012-06-11,771.4527,35.73,230.88,111.0,866.304,128.3358
2012-06-12,780.4938,36.35,233.242,110.91,865.068,128.1947
2012-06-13,774.2256,36.09,231.814,111.2,866.064,127.3452
2012-06-14,782.4027,36.34,235.339,111.12,866.645,128.8291
2012-06-15,790.497,36.7,236.74,111.38,867.987,128.7892
2012-06-18,792.1814,36.75,238.478,111.35,869.397,130.1254
2012-06-19,800.5844,37.36,239.541,111.22,873.239,131.4473
2012-06-20,799.2774,37.46,239.399,111.05,875.759,130.4093
2012-06-21,780.9955,35.77,235.479,111.2,877.007,127.8346
2012-06-22,786.8543,36.09,235.306,111.04,876.564,128.274
2012-06-25,774.0354,35.35,234.191,111.39,875.895,130.5643
2012-06-26,777.9128,35.66,235.218,111.27,876.366,131.2372
2012-06-27,785.0581,35.94,235.748,111.32,877.655,131.9817
2012-06-28,783.6523,35.91,238.16,111.45,878.577,130.4995
2012-06-29,803.6278,37.19,244.529,111.3,881.702,135.4213
2012-06-30,,,,,881.894,
2012-07-02,806.4718,37.4,246.905,111.29,883.831,135.6749
2012-07-03,812.3589,37.81,248.183,111.21,885.033,139.3146
2012-07-04,,,248.183,,885.225,
2012-07-05,809.1523,37.34,246.784,111.5,885.991,140.0924
2012-07-06,801.1014,36.85,247.379,111.58,886.561,136.8853
2012-07-09,799.4559,36.74,247.669,111.8,887.126,139.6408
2012-07-10,792.4691,36.48,244.765,111.85,888.284,137.4997
2012-07-11,791.8798,36.62,245.153,111.84,889.013,138.376
2012-07-12,788.2377,36.2,245.829,112.04,888.211,138.7976
2012-07-13,800.9253,36.7,248.974,112.08,888.354,140.3428
2012-07-16,798.6824,36.69,249.469,112.17,889.058,141.7145
2012-07-17,804.2501,36.9,251.912,112.13,889.631,141.4492
2012-07-18,809.5069,37.05,250.151,112.35,891.14,143.3508
2012-07-19,811.3192,37.34,247.51,112.26,893.002,145.8439
2012-07-20,802.8702,36.61,246.069,112.42,893.272,146.193
2012-07-23,794.9715,35.87,244.491,112.52,891.826,143.6794
2012-07-24,787.2128,35.53,243.658,112.66,891.807,142.1146
2012-07-25,787.387,35.7,243.692,112.7,891.48,142.9327
2012-07-26,799.6498,36.67,245.635,112.63,892.763,142.4196
2012-07-27,815.3052,37.47,248.275,112.29,894.229,143.4763
2012-07-30,814.3426,37.47,249.024,112.48,896.729,145.6207
2012-07-31,810.6484,37.29,248.915,112.59,898.794,144.169
2012-08-01,806.761,37.25,248.005,112.24,899.859,143.3789
2012-08-02,801.2266,36.75,248.246,112.26,900.053,140.737
2012-08-03,816.8453,37.87,250.363,111.99,901.443,142.9237
2012-08-06,819.2866,38.12,249.876,112.16,903.188,143.0151
2012-08-07,824.0407,38.44,247.034,111.86,904.376,143.6555
2012-08-08,824.4246,38.46,244.992,111.72,904.645,143.9937
2012-08-09,825.1559,38.56,244.134,111.69,904.552,144.7398
2012-08-10,826.6626,38.59,244.463,111.87,903.778,143.2009
2012-08-13,825.4593,38.43,244.23,111.86,904.223,141.6502
2012-08-14,825.0848,38.49,243.835,111.6,903.867,141.8403
2012-08-15,826.9458,38.41,244.882,111.24,903.11,142.2749
2012-08-16,833.1706,38.78,246.453,111.1,902.754,142.7206
2012-08-17,835.2469,38.79,246.859,111.23,903.222,143.1148
2012-08-20,834.7639,38.73,246.059,111.19,904.278,144.086
2012-08-21,832.3333,38.9,246.336,111.34,905.597,145.8271
2012-08-22,832.2466,38.87,246.274,111.82,906.426,146.1182
2012-08-23,825.7641,38.51,245.532,111.9,907.029,145.9769
2012-08-24,830.659,38.47,246.643,111.82,907.158,145.357
2012-08-27,830.2617,38.38,247.348,111.97,908.087,144.6906
2012-08-28,830.3137,38.32,248.128,112.06,908.359,144.4079
2012-08-29,831.2707,38.25,248.213,111.95,908.891,145.227
2012-08-30,824.6813,37.72,247.693,112.02,909.19,145.039
2012-08-31,828.8596,38.06,248.314,112.37,909.632,146.0275
2012-09-03,,,248.314,,910.211,
2012-09-04,829.4291,37.86,250.221,112.13,910.655,146.5667
