Date,.RUA,ACWX.O,.SPCBMICUSRE,AGG,.MERH0A0,.BCOM
2014-06-03,1147.3345,48.24,279.362,108.84,1071.463,133.5879
2014-06-04,1149.9965,48.2,279.754,108.8,1071.54,133.2861
2014-06-05,1158.8808,48.5,284.871,108.94,1072.484,133.2865
2014-06-06,1164.726,48.81,283.738,108.88,1074.073,133.7139
2014-06-09,1166.5659,48.81,280.148,108.78,1075.374,133.797
2014-06-10,1165.7901,48.78,278.042,108.62,1076.021,133.2885
2014-06-11,1161.6635,48.58,277.188,108.7,1076.054,132.8375
2014-06-12,1153.6005,48.56,276.428,108.91,1076.397,134.2768
2014-06-13,1157.2386,48.61,277.181,108.88,1076.555,134.7728
2014-06-16,1158.4108,48.58,275.836,108.82,1077.347,134.7102
2014-06-17,1161.9953,48.56,276.433,108.62,1077.678,134.6609
2014-06-18,1170.4524,48.98,278.445,108.91,1077.848,134.8681
2014-06-19,1171.945,49.16,280.419,108.75,1079.339,136.268
2014-06-20,1174.255,49.07,281.437,108.94,1080.265,136.5546
2014-06-23,1173.8776,49.02,280.45,108.84,1081.04,136.1513
2014-06-24,1165.7543,48.73,280.268,109.03,1081.149,136.3393
2014-06-25,1171.8382,47.84,279.935,109.18,1080.336,136.6259
2014-06-26,1170.4114,47.92,278.943,109.39,1080.271,136.3613
2014-06-27,1173.5008,48.011,280.912,109.39,1080.175,135.8867
2014-06-30,1174.0747,48.02,280.351,109.4,1080.256,134.6268
2014-07-01,1182.434,48.43,281.647,109.07,1080.593,134.2322
2014-07-02,1181.8725,48.56,280.884,108.69,1080.62,134.2875
2014-07-03,1188.3175,48.71,279.518,108.62,1080.648,134.2159
2014-07-04,,,279.518,,,
2014-07-07,1181.4237,48.39,280.077,108.65,1081.394,132.66
2014-07-08,1172.0288,47.99,280.957,108.87,1081.111,132.3622
2014-07-09,1177.1345,48.22,281.319,108.96,1080.768,131.5479
2014-07-10,1171.7551,47.74,282.431,109.01,1078.546,131.1412
2014-07-11,1172.9363,47.75,282.401,109.16,1078.86,130.1882
2014-07-14,1178.5659,48.08,283.833,109.07,1079.471,130.167
2014-07-15,1175.1109,47.97,284.114,108.93,1078.251,129.4809
2014-07-16,1178.9868,48.26,284.896,109.02,1077.256,129.771
2014-07-17,1164.8451,47.62,283.357,109.34,1075.282,129.982
2014-07-18,1177.6215,48.07,286.195,109.22,1073.5,129.2916
2014-07-21,1174.7136,47.91,285.072,109.26,1073.074,129.3721
2014-07-22,1180.9908,48.23,286.133,109.44,1074.217,128.8095
2014-07-23,1183.1296,48.32,286.563,109.46,1075.435,129.1567
2014-07-24,1183.5942,48.23,286.63,109.12,1075.921,129.0494
2014-07-25,1177.3283,48.19,284.292,109.33,1075.514,129.3045
2014-07-28,1176.8408,48.32,286.198,109.35,1075.415,129.3386
2014-07-29,1172.2539,48.12,284.72,109.46,1074.367,128.6299
2014-07-30,1173.1704,48.1,284.183,109.07,1072.582,128.4524
2014-07-31,1149.5875,47.28,279.973,108.93,1065.971,127.9143
2014-08-01,1146.303,47.09,279.428,109.14,1060.248,127.089
2014-08-04,1154.5504,47.35,281.127,109.12,1061.463,127.9139
2014-08-05,1144.5068,46.74,278.333,109.12,1064.251,127.2269
2014-08-06,1144.5358,46.65,278.217,109.13,1063.066,128.2155
2014-08-07,1138.4998,46.27,278.068,109.34,1065.108,127.7319
2014-08-08,1151.2209,46.57,279.78,109.38,1064.828,127.3322
2014-08-11,1155.4215,46.81,281.447,109.39,1068.202,127.6818
2014-08-12,1152.6721,46.83,280.845,109.34,1069.737,126.8747
2014-08-13,1160.7868,47.05,284.638,109.56,1072.54,126.2692
2014-08-14,1165.67,47.31,284.49,109.62,1074.849,125.6506
2014-08-15,1165.6215,47.21,284.033,109.89,1076.087,125.7131
2014-08-18,1176.4303,47.5,286.906,109.66,1077.882,125.134
2014-08-19,1181.9832,47.66,287.695,109.51,1079.078,124.9821
2014-08-20,1184.331,47.57,288.848,109.39,1079.68,125.2677
2014-08-21,1187.4283,47.7,288.493,109.58,1080.082,125.4898
2014-08-22,1185.6863,47.51,286.21,109.56,1080.177,125.4217
2014-08-25,1191.1879,47.81,285.461,109.65,1080.965,125.4041
2014-08-26,1193.3928,47.89,285.915,109.66,1081.424,125.8897
2014-08-27,1193.1862,48.0,286.292,109.8,1081.672,126.0103
2014-08-28,1190.7962,47.78,285.918,110.02,1081.806,126.3261
2014-08-29,1195.4179,47.78,287.452,109.98,1081.977,126.5745
2014-09-01,,,287.452,,,
2014-09-02,1195.8779,47.81,287.707,109.45,1081.956,125.3004
2014-09-03,1194.1448,48.21,288.192,109.57,1081.094,125.1742
2014-09-04,1191.7482,48.0,287.161,109.43,1079.532,124.6729
2014-09-05,1197.4544,48.09,290.31,109.37,1077.243,124.8522
2014-09-08,1194.695,47.57,289.871,109.26,1077.514,124.2431
2014-09-09,1186.1759,47.36,288.163,109.11,1075.869,123.4755
2014-09-10,1190.5891,47.51,283.685,108.96,1072.471,122.6383
2014-09-11,1192.3757,47.2,283.752,108.85,1071.056,121.6292
2014-09-12,1184.5281,47.06,274.797,108.63,1070.411,121.2991
2014-09-15,1181.4837,46.95,273.583,108.61,1069.981,121.3571
2014-09-16,1189.9839,47.24,276.309,108.61,1068.853,122.2611
2014-09-17,1191.6291,46.88,276.215,108.49,1069.975,122.0424
2014-09-18,1197.0182,47.16,273.595,108.5,1071.796,120.4843
2014-09-19,1194.9778,46.93,273.955,108.68,1072.69,119.485
2014-09-22,1183.661,46.64,271.813,108.83,1071.969,118.6252
2014-09-23,1176.2983,46.24,269.552,108.93,1069.233,118.6006
2014-09-24,1185.3815,46.54,268.935,108.86,1066.49,119.5306
2014-09-25,1166.5312,45.82,267.708,109.07,1062.423,119.0828
2014-09-26,1176.3861,46.03,270.705,109.06,1058.225,119.1847
2014-09-29,1173.6012,45.56,270.513,109.18,1055.492,120.4245
2014-09-30,1168.7051,45.48,268.897,109.11,1059.467,118.6922
2014-10-01,1152.8729,44.88,269.072,109.53,1061.153,118.5566
2014-10-02,1153.9568,44.54,268.699,109.35,1061.488,118.2173
2014-10-03,1166.486,44.59,270.328,109.3,1065.117,118.0182
2014-10-06,1163.8032,44.97,270.937,109.4,1068.175,119.5825
2014-10-07,1145.9025,44.28,268.832,109.82,1066.521,119.8569
2014-10-08,1165.3598,44.91,274.767,110.13,1063.888,118.8028
2014-10-09,1140.534,43.84,274.474,109.91,1061.948,118.8325
2014-10-10,1126.0751,43.13,274.573,109.99,1056.832,118.2045
2014-10-13,1108.2837,43.16,274.793,110.31,,119.0406
2014-10-14,1111.6284,43.27,279.318,110.56,1053.956,118.4048
2014-10-15,1105.2735,42.93,278.0,110.76,1048.143,116.9992
2014-10-16,1107.813,42.64,278.725,110.67,1049.56,117.5465
2014-10-17,1120.4099,43.32,279.193,110.52,1060.748,117.4452
2014-10-20,1131.0649,43.55,283.339,110.65,1062.001,116.6059
2014-10-21,1153.6172,43.96,286.002,110.55,1068.522,117.4681
2014-10-22,1143.9969,43.56,285.884,110.49,1069.878,116.6535
2014-10-23,1158.7203,43.99,288.306,110.23,1070.69,117.2404
2014-10-24,1166.2629,44.23,288.09,110.27,1070.745,116.5802
2014-10-27,1164.3689,44.02,290.081,110.31,1070.372,116.8334
2014-10-28,1180.15,44.63,291.402,110.14,1070.567,117.7636
2014-10-29,1177.9659,44.4,289.805,109.9,1070.775,119.0795
2014-10-30,1185.171,44.7,291.436,110.08,1070.361,117.9486
2014-10-31,1199.5728,45.38,295.176,110.08,1071.528,117.7365
2014-12-01,1215.7783,45.15,299.66,110.08,1056.533,114.797
2014-12-02,1223.6127,45.18,301.361,109.86,1054.124,112.5138
2014-12-03,1229.2724,45.24,300.961,109.76,1054.327,112.1638
2014-12-04,1227.5583,45.08,301.654,110.09,1054.466,112.1997
2014-12-05,1230.2803,45.12,300.237,109.62,1053.297,112.2006
2014-12-08,1220.5936,44.59,301.954,109.89,1050.625,110.6721
2014-12-09,1222.1828,44.36,303.428,110.06,1044.294,111.9937
2014-12-10,1201.3556,43.77,303.081,110.25,1040.128,110.879
2014-12-11,1206.755,43.63,303.32,110.21,1037.581,110.6821
2014-12-12,1187.9588,42.8,300.735,110.56,1031.244,110.7697
2014-12-15,1179.8017,42.15,296.874,110.26,1026.307,109.7779
2014-12-16,1170.7125,42.38,296.363,110.53,1019.95,108.2629
2014-12-17,1195.7895,42.51,303.303,110.39,1026.519,108.8532
2014-12-18,1222.9896,43.35,305.329,110.1,1038.869,108.5242
2014-12-19,1228.5574,43.3,305.221,110.28,1042.126,108.66
2014-12-22,1233.2374,43.58,310.197,110.45,1044.918,107.0226
2014-12-23,1235.4277,43.35,309.089,109.94,1046.347,107.5993
2014-12-24,1235.9483,43.59,307.824,109.69,1046.745,106.1649
2014-12-25,,,307.824,,,
2014-12-26,1240.5313,43.73,308.882,109.74,1047.128,106.4859
2014-12-29,1242.1033,43.54,310.024,109.97,1048.112,106.113
2014-12-30,1236.142,43.23,309.546,110.09,1048.177,106.1031
2014-12-31,1224.114,43.02,304.486,110.12,1048.184,104.3285
2015-01-01,,,304.486,,,
2015-01-02,1223.2974,42.76,308.971,110.43,1048.411,103.8614
2015-01-05,1201.5567,41.83,310.627,110.67,1045.607,103.873
2015-01-06,1190.0529,41.4,313.775,110.95,1042.0,104.0825
2015-01-07,1203.9992,41.87,318.543,110.93,1045.068,103.5252
2015-01-08,1225.2564,42.48,319.495,110.76,1049.32,103.6365
2015-01-09,1215.0678,42.25,319.721,111.03,1050.634,103.6223
2015-01-12,1205.9321,42.08,322.196,111.12,1050.222,101.895
2015-01-13,1203.5156,42.22,321.643,111.15,1050.246,101.2909
2015-01-14,1196.7672,42.09,324.208,111.42,1047.411,102.3496
2015-01-15,1184.6046,42.31,325.064,111.93,1048.426,101.7177
2015-01-16,1200.9312,42.77,327.901,111.5,1047.518,103.3062
2015-01-19,,,327.901,,,
2015-01-20,1201.7835,42.86,325.378,111.69,1048.393,101.4993
2015-01-21,1206.9149,43.27,324.962,111.49,1048.451,102.5472
2015-01-22,1226.109,43.55,330.919,111.43,1050.317,101.5883
2015-01-23,1220.2146,43.35,330.003,111.71,1051.791,101.131
2015-01-26,1225.3117,43.77,332.872,111.66,1052.891,100.745
2015-01-27,1210.5937,43.76,332.588,111.6,1052.898,101.3211
2015-01-28,1193.898,43.13,330.504,112.07,1055.127,100.2513
2015-01-29,1205.2244,43.55,331.424,111.98,1055.22,98.7629
2015-01-30,1188.9325,42.87,324.467,112.38,1055.4,100.8413
2015-02-02,1203.3133,43.48,323.929,112.2,1055.762,101.3224
2015-02-03,1221.1848,44.17,326.69,111.77,1058.945,104.0163
2015-02-04,1216.3843,43.79,325.333,111.94,1060.329,101.6108
2015-02-05,1229.5245,44.325,329.121,111.71,1062.662,102.4819
2015-02-06,1225.4431,43.74,319.435,111.06,1065.569,102.6488
2015-02-09,1219.6749,43.62,317.26,111.04,1065.68,103.5666
2015-02-10,1232.0011,43.87,318.226,110.92,1066.097,102.1225
2015-02-11,1231.9865,43.6,317.247,110.87,1066.111,101.6249
2015-02-12,1244.2338,44.33,320.999,110.89,1067.256,103.0098
2015-02-13,1249.7594,44.67,318.708,110.76,1068.165,104.472
2015-02-16,,,318.708,,,
2015-02-17,1251.6058,44.74,318.059,110.31,1069.567,103.9821
2015-02-18,1252.1786,44.92,320.95,110.62,1071.01,103.21
2015-02-19,1251.0564,44.9,313.898,110.53,1071.157,103.2202
2015-02-20,1258.6805,45.21,316.941,110.55,1072.18,102.7283
2015-02-23,1258.2404,44.99,319.634,110.75,1073.433,101.7313
2015-02-24,1261.2511,45.33,313.104,111.24,1075.412,101.9664
2015-02-25,1260.8638,45.37,313.271,111.32,1077.098,102.7864
2015-02-26,1259.2554,45.27,309.838,110.92,1079.321,102.1028
2015-02-27,1255.07,45.25,312.353,111.2,1080.004,103.4379
2015-03-02,1263.0346,45.35,314.23,110.45,1080.94,101.8861
2015-03-03,1257.4341,45.025,313.501,110.31,1079.796,102.0982
2015-03-04,1251.9321,44.81,310.237,110.37,1078.023,102.0542
2015-03-05,1253.8094,44.85,311.168,110.42,1078.233,101.6979
2015-03-06,1236.3595,44.25,300.887,109.7,1075.557,100.7694
2015-03-09,1241.1347,44.2,303.466,109.98,1074.457,100.3442
2015-03-10,1221.1313,43.27,303.041,110.24,1070.703,99.1358
2015-03-11,1220.5923,43.4,303.237,110.46,1071.944,99.3781
2015-03-12,1236.2403,43.86,308.467,110.55,1072.712,98.9953
2015-03-13,1229.1872,43.56,308.06,110.34,1069.628,97.5777
2015-03-16,1244.6049,44.05,311.57,110.58,1068.398,97.3299
2015-03-17,1241.8498,44.07,311.281,110.56,1066.005,96.9626
2015-03-18,1256.2679,45.04,317.673,111.37,1065.839,98.1868
2015-03-19,1251.3308,44.42,317.328,110.98,1068.97,97.9882
2015-03-20,1262.4225,45.33,325.194,111.32,1070.107,99.5455
2015-03-23,1260.0827,45.55,324.932,111.34,1071.076,100.1287
2015-03-24,1253.1581,45.57,322.005,111.64,1072.271,100.0038
2015-03-25,1233.7874,45.24,316.255,111.43,1073.243,100.3086
2015-03-26,1231.0361,44.88,314.368,111.03,1072.304,101.0461
2015-03-27,1234.8737,45.01,314.577,111.19,1073.098,99.3652
2015-03-30,1250.197,45.22,318.93,111.24,1074.485,99.2875
2015-03-31,1240.2766,44.7,316.262,111.43,1074.853,98.123
2015-04-01,1235.6304,45.07,315.421,111.58,1075.084,99.8963
2015-04-02,1240.1026,45.49,318.134,111.43,1075.707,99.6875
2015-04-03,,,318.134,,,99.705
2015-04-06,1248.0785,45.98,321.238,111.5,1077.962,100.9518
2015-04-07,1244.7559,45.94,315.645,111.52,1080.855,101.3824
2015-04-08,1248.9481,46.28,316.147,111.53,1082.921,99.2247
2015-04-09,1253.2192,46.45,309.53,111.25,1082.97,98.797
2015-04-10,1259.328,46.54,309.506,111.25,1083.925,99.4714
2015-04-13,1254.1918,46.285,308.332,111.37,1085.169,99.0605
2015-04-14,1255.8432,46.58,309.512,111.49,1085.053,99.6698
2015-04-15,1262.5411,46.83,307.276,111.64,1086.966,101.4433
2015-04-16,1261.5465,47.05,308.224,111.58,1087.385,102.31
2015-04-17,1246.6666,46.41,306.432,111.67,1086.389,101.819
2015-04-20,1257.9254,46.46,307.077,111.59,1087.546,101.1654
2015-04-21,1256.5897,46.83,307.695,111.47,1088.193,100.7391
2015-04-22,1262.3158,47.0,308.338,111.14,1087.947,100.6419
2015-04-23,1265.7881,47.25,308.839,111.31,1088.053,101.6138
2015-04-24,1267.3518,47.47,309.421,111.5,1089.03,101.5906
2015-04-27,1260.976,47.685,309.228,111.54,1089.607,101.765
2015-04-28,1264.1851,47.71,308.475,111.11,1089.174,102.061
2015-04-29,1258.7992,47.33,302.263,110.86,1087.679,103.0634
2015-04-30,1244.719,46.84,297.309,110.86,1087.74,103.7471
2015-05-01,1257.3907,47.23,299.703,110.34,1087.918,103.3993
2015-05-04,1261.2078,47.25,300.278,110.1307,1088.991,103.6961
2015-05-05,1245.8147,46.6,293.626,110.03,1088.854,104.7285
2015-05-06,1241.5375,46.58,292.817,109.66,1086.939,104.562
2015-05-07,1246.4697,46.45,297.145,109.93,1086.175,103.1043
2015-05-08,1262.0345,47.34,301.27,110.29,1088.774,104.0993
2015-05-11,1256.6279,46.925,296.639,109.59,1088.843,103.3951
2015-05-12,1253.167,46.88,297.538,109.58,1085.402,104.6512
2015-05-13,1252.8078,47.13,294.556,109.57,1087.277,104.9837
2015-05-14,1265.9845,47.61,300.207,109.74,1087.79,105.4938
2015-05-15,1267.0204,47.76,303.082,110.2,1089.173,105.3453
2015-05-18,1272.1323,47.54,302.223,109.78,1088.913,105.088
2015-05-19,1271.0104,47.38,301.405,109.4,1088.261,102.8047
2015-05-20,1270.1607,47.41,300.913,109.57,1087.621,102.9428
2015-05-21,1272.7752,47.59,299.341,109.91,1088.931,103.7503
2015-05-22,1269.9807,47.41,299.219,109.79,1089.026,102.5038
2015-05-25,,,299.219,,,
2015-05-26,1257.0345,46.57,296.875,110.06,1089.804,100.772
2015-05-27,1268.5317,46.91,299.832,110.17,1090.307,100.0014
2015-05-28,1266.9178,46.74,298.871,110.13,1090.373,100.1561
2015-05-29,1259.2648,46.31,295.788,110.17,1090.762,100.9465
2015-06-01,1261.8277,46.12,299.244,109.66,1090.634,101.0561
2015-06-02,1261.0099,46.38,296.585,109.23,1089.631,102.0676
2015-06-03,1264.7215,46.54,292.383,108.8,1087.945,100.9914
2015-06-04,1253.7254,46.0,291.649,109.03,1085.985,100.0515
2015-06-05,1253.5293,45.56,288.454,108.55,1082.699,100.2458
2015-06-08,1245.2187,45.47,287.866,108.71,1081.99,100.6041
2015-06-09,1245.1135,45.23,285.728,108.4,1079.245,102.1749
2015-06-10,1259.9426,46.06,287.903,108.13,1079.773,102.712
2015-06-11,1262.5867,46.15,289.473,108.71,1081.587,101.4942
2015-06-12,1254.4895,45.85,288.969,108.58,1080.605,100.5809
2015-06-15,1248.7371,45.48,287.454,108.71,1078.276,100.2693
2015-06-16,1255.8249,45.5,289.752,108.89,1077.095,100.5206
2015-06-17,1257.9721,45.48,292.053,108.9,1078.521,100.523
2015-06-18,1270.5894,45.88,296.146,108.87,1079.624,100.6035
2015-06-19,1264.8513,45.68,293.705,109.21,1081.274,99.8353
2015-06-22,1272.2678,46.47,290.764,108.67,1082.771,100.0458
2015-06-23,1273.3866,46.66,288.487,108.42,1082.13,100.7234
2015-06-24,1263.3523,46.31,286.691,108.59,,100.468
2015-06-25,1259.8756,45.58,283.784,108.47,1080.604,100.9008
2015-06-26,1259.0795,45.47,285.12,108.21,1078.595,101.1317
2015-06-29,1232.1442,44.2,280.549,108.85,1073.853,100.7349
2015-06-30,1236.1173,44.18,280.826,108.78,1074.321,102.6892
2015-07-01,1243.7458,44.44,285.087,108.29,1076.555,101.6029
2015-07-02,1242.6833,44.56,285.869,108.44,1077.058,101.8648
2015-07-03,,,285.869,,,
2015-07-06,1238.3342,43.6,287.495,108.83,1074.378,99.1078
2015-07-07,1245.1924,43.46,291.931,108.98,1072.422,97.5994
2015-07-08,1224.4271,42.35,290.729,109.24,1070.996,97.8443
2015-07-09,1227.4577,42.99,289.521,108.84,1071.928,99.0382
2015-07-10,1242.6271,44.23,291.831,108.38,1073.179,99.3342
2015-07-13,1256.0848,44.45,292.227,108.22,1074.775,99.5776
2015-07-14,1262.0877,44.7,292.966,108.4,1075.228,99.4037
2015-07-15,1259.8223,44.5,293.37,108.69,1076.476,98.4829
2015-07-16,1269.2938,44.84,295.756,108.78,1076.474,98.0791
2015-07-17,1269.4488,44.77,294.611,108.79,1073.888,97.5677
2015-07-20,1269.5537,44.75,295.081,108.6,1072.512,96.2029
2015-07-21,1263.7904,44.66,294.193,108.78,1069.501,96.3599
2015-07-22,1261.6555,44.255,295.332,108.83,1065.19,95.3199
2015-07-23,1254.1702,44.075,291.748,109.14,1064.441,94.3904
2015-07-24,1240.6666,43.57,292.722,109.12,1063.045,93.2871
2015-07-27,1232.3994,43.15,293.188,109.26,1059.012,92.1493
2015-07-28,1247.2859,43.66,293.554,109.15,1060.468,92.8979
2015-07-29,1256.3741,43.87,295.315,109.06,1064.759,93.045
2015-07-30,1256.9954,43.8,293.821,109.07,1067.632,92.6245
2015-07-31,1255.4437,44.08,296.144,109.5,1067.707,91.7827
2015-08-03,1251.5494,43.845,297.849,109.4,1066.696,90.4331
2015-08-04,1249.02,43.89,295.755,109.08,1066.228,91.1156
2015-08-05,1252.8142,44.07,293.775,108.88,1065.996,90.8273
2015-08-06,1242.1071,43.895,294.207,109.01,1062.759,90.5323
2015-08-07,1238.2845,43.84,295.069,109.2,1059.149,90.4799
2015-08-10,1254.2092,44.44,293.996,109.06,1058.731,92.6227
2015-08-11,1242.3744,43.7,296.125,109.42,1054.532,91.1178
2015-08-12,1243.0136,43.37,297.034,109.35,1050.849,90.8315
2015-08-13,1241.3607,43.32,297.113,109.12,1053.096,90.4538
2015-08-14,1246.5609,43.37,298.659,109.07,1052.836,90.3553
2015-08-17,1254.1365,43.19,301.377,109.26,1052.925,89.8147
2015-08-18,1250.0109,42.9,301.919,109.06,1052.248,89.2938
2015-08-19,1239.3279,42.46,299.966,109.4,1050.116,88.5264
2015-08-20,1212.0169,41.52,297.898,109.57,1047.863,89.2297
2015-08-21,1176.2313,40.44,292.456,109.76,1044.795,87.8048
2015-08-24,1129.8074,38.94,278.606,109.72,1036.277,85.8531
2015-08-25,1115.8225,39.4,271.251,109.46,1041.754,86.2752
2015-08-26,1156.4806,40.33,278.573,108.95,1040.995,85.1383
2015-08-27,1184.368,41.17,283.838,109.1,1045.85,87.7216
2015-08-28,1186.5977,41.04,283.393,109.0,1047.68,89.3579
2015-08-31,1177.131,40.8,276.943,108.92,1048.903,90.9328
2015-09-01,1142.9739,39.42,271.642,109.02,1047.631,88.738
2015-09-02,1163.3599,39.96,274.531,108.88,1048.468,88.9281
2015-09-03,1164.8919,40.06,275.194,109.04,1051.013,89.4195
2015-09-04,1148.2523,39.1,269.721,109.27,1050.569,88.4894
2015-09-07,,,269.721,,,
2015-09-08,1176.5212,40.24,273.896,109.01,1053.425,89.3503
2015-09-09,1160.6834,40.09,270.501,109.05,1055.979,88.2201
2015-09-10,1166.2747,40.38,271.18,108.93,1055.469,89.1462
2015-09-11,1171.4882,40.32,276.014,109.06,1055.362,88.9268
2015-09-14,1166.764,40.09,276.139,109.09,1055.168,88.5721
2015-09-15,1181.238,40.35,278.763,108.6,1054.426,88.571
2015-09-16,1191.5181,41.05,281.93,108.51,1051.534,89.4589
2015-09-17,1189.7066,41.14,285.049,109.19,1051.025,89.0314
2015-09-18,1170.8979,40.18,284.389,109.28,1049.597,87.7272
2015-09-21,1175.0824,40.16,286.906,108.99,1048.717,88.5615
2015-09-22,1159.9758,39.25,283.055,109.25,1042.689,87.6693
2015-09-23,1157.2212,38.91,285.071,109.16,1042.16,87.186
2015-09-24,1152.9564,38.84,282.425,109.3,1036.304,87.8704
2015-09-25,1150.6764,39.1,283.763,109.11,1034.429,88.4942
2015-09-28,1119.8828,38.27,278.361,109.37,1023.748,87.3344
2015-09-29,1120.0518,38.24,281.71,109.54,1020.178,87.5618
2015-09-30,1140.8227,39.05,283.762,109.58,1021.693,87.8214
2015-10-01,1142.4651,39.18,285.005,109.46,1019.633,87.1305
2015-10-02,1159.3027,39.91,287.194,109.79,1016.019,87.8914
2015-10-05,1180.9868,40.74,292.219,109.38,1023.253,88.8007
2015-10-06,1176.0603,40.81,291.323,109.65,1028.278,90.2675
2015-10-07,1186.7372,41.39,294.835,109.57,1036.232,90.1089
2015-10-08,1197.1414,41.73,297.239,109.42,1037.741,90.3452
2015-10-09,1198.3,41.83,296.797,109.33,1043.472,91.0084
2015-10-12,1199.1247,41.73,298.659,109.61,1044.085,90.0524
2015-10-13,1189.9139,41.21,296.234,109.62,1042.225,89.9819
2015-10-14,1183.7358,41.36,293.879,110.03,1041.452,90.1376
2015-10-15,1201.9943,42.08,297.906,109.88,1041.284,89.839
2015-10-16,1206.4952,42.06,300.02,109.77,1044.179,89.7835
2015-10-19,1207.0046,41.84,304.256,109.88,1045.323,88.5192
2015-10-20,1205.3566,41.75,304.219,109.66,1047.792,88.829
2015-10-21,1196.6049,41.5,303.073,109.92,1048.425,88.1843
2015-10-22,1214.5267,42.08,305.772,109.94,1047.525,88.1748
2015-10-23,1227.1005,42.43,302.517,109.75,1050.467,87.4464
2015-10-26,1224.536,42.21,302.39,109.8,1050.352,86.9614
2015-10-27,1219.9958,41.81,302.48,109.96,1048.688,86.6234
2015-10-28,1236.8242,42.03,302.766,109.63,1049.482,87.642
2015-10-29,1234.609,41.69,302.281,109.16,1049.614,86.8672
2015-10-30,1229.5247,41.61,299.339,109.45,1049.536,87.4289
2015-10-31,,,,,1049.544,
2015-11-02,1245.3607,42.05,305.581,109.02,1051.261,86.8684
2015-11-03,1248.6456,42.16,302.557,108.82,1052.838,87.693
2015-11-04,1244.7691,41.92,301.308,108.82,1052.815,86.5148
2015-11-05,1243.3428,41.88,302.515,108.77,1049.926,85.826
2015-11-06,1243.5636,41.55,293.002,108.25,1045.834,85.2346
2015-11-09,1231.1966,41.03,287.846,108.18,1041.892,84.2369
2015-11-10,1233.2832,40.99,291.011,108.38,1039.535,84.0446
2015-11-11,1228.3882,41.13,291.476,108.24,,83.618
2015-11-12,1210.2845,40.645,289.0,108.34,1034.691,82.8691
2015-11-13,1197.6688,40.25,285.672,108.55,1031.197,82.4332
2015-11-16,1214.3567,40.78,288.768,108.64,1029.158,82.4601
2015-11-17,1212.5616,40.84,288.792,108.72,1032.805,81.7422
2015-11-18,1232.145,41.25,291.662,108.64,1031.74,81.5672
2015-11-19,1230.3868,41.49,292.797,108.69,1028.072,81.7412
2015-11-20,1235.176,41.46,296.08,108.62,1025.67,81.4234
2015-11-23,1234.5729,41.19,296.65,108.65,1024.924,81.4999
2015-11-24,1237.0535,41.25,295.177,108.75,1023.016,82.1446
2015-11-25,1238.0994,41.295,296.584,108.8,1024.113,82.2684
2015-11-26,,,296.584,,,
2015-11-27,1239.3044,41.14,299.102,108.77,1024.295,81.0962
2015-11-30,1233.5591,41.07,296.666,108.81,1025.982,81.0781
2015-12-01,1245.8501,41.54,300.83,108.82,1028.376,81.7533
2015-12-02,1232.3021,41.09,294.439,108.685,1029.737,80.3708
2015-12-03,1214.1259,40.89,289.855,107.89,1025.997,81.2978
2015-12-04,1236.9036,41.15,295.588,108.24,1023.536,81.7016
2015-12-07,1226.6576,40.72,294.661,108.4,1019.456,79.5064
2015-12-08,1218.9922,40.13,294.394,108.44,1012.644,79.169
2015-12-09,1208.9576,39.98,292.64,108.44,1011.691,79.2466
2015-12-10,1211.9132,39.93,290.402,108.42,1010.128,79.1544
2015-12-11,1188.1242,39.1,289.931,108.69,999.216,78.4224
2015-12-14,1191.4368,39.17,290.997,108.18,985.744,77.9609
2015-12-15,1204.5983,39.52,294.207,108.19,993.762,77.5781
2015-12-16,1222.1521,40.3,299.936,108.0,996.748,77.0807
2015-12-17,1204.2513,39.75,298.541,108.15,996.354,76.6045
2015-12-18,1184.0841,39.37,295.151,108.38,989.459,77.4523
2015-12-21,1192.7489,39.34,296.152,108.28,989.033,77.6985
2015-12-22,1203.1654,39.64,297.077,108.2,991.018,77.169
2015-12-23,1218.4592,40.25,300.21,108.18,994.746,78.1055
2015-12-24,1217.0501,40.14,300.159,108.01,995.553,78.4851
2015-12-25,,,300.159,,,
2015-12-28,1213.8976,39.99,301.762,108.01,996.325,77.879
2015-12-29,1226.3913,40.37,304.518,107.74,998.639,79.0418
2015-12-30,1217.3047,39.97,302.961,107.72,999.083,78.0881
2015-12-31,1206.1029,39.61,300.355,108.01,999.517,78.5588
2016-01-01,,,300.355,,,
2016-01-04,1187.1332,38.85,296.534,107.97,996.266,77.9054
2016-01-05,1189.231,38.81,302.502,108.02,999.478,77.6628
2016-01-06,1173.1378,38.0899,301.236,108.43,999.472,76.6414
2016-01-07,1144.6192,37.23,295.462,108.42,995.696,76.6828
2016-01-08,1131.583,36.84,291.226,108.66,996.789,76.7265
2016-01-11,1131.3209,36.87,293.094,108.35,994.12,75.1221
2016-01-12,1139.0618,37.06,290.841,108.59,992.33,74.4338
2016-01-13,1109.391,36.5,286.691,108.84,988.23,74.63
2016-01-14,1127.0177,36.96,286.162,108.8,982.618,74.5594
2016-01-15,1103.3416,35.65,284.297,108.93,971.664,73.4877
2016-01-18,,,284.297,,,
2016-01-19,1101.6939,35.97,286.086,108.82,972.355,73.6098
2016-01-20,1090.5084,35.19,277.899,108.91,958.586,72.8759
2016-01-21,1095.1522,35.46,279.873,108.76,963.263,73.7915
2016-01-22,1118.2804,36.54,287.499,108.84,972.743,75.2355
